feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t86	0.576	-2.283	0.527	-0.741	0.255	-0.319	-0.315	0.646	-0.751	-0.982	-1.81	0.51	0.756	-1.85	2.245	-0.007	-0.482	-1.504	0.069	2.131	-0.516	-0.85	1.434	0.636	-1.276	0.193	0.436	1.58	1.032	0.647
t46	0.571	-2.585	0.548	-0.816	0.337	-0.403	-0.037	0.925	-0.606	-0.781	-2.111	0.513	1.054	-2.097	2.088	0.614	-0.747	-1.858	-0.087	2.059	-0.704	-0.758	2.044	0.399	-1.308	0.096	0.619	1.701	0.779	0.531
t38	0.47	-1.979	0.579	-0.67	0.072	-0.213	-0.555	0.56	-0.934	-0.938	-1.774	0.53	0.405	-1.639	2.383	-0.469	-0.046	-1.252	0.22	2.073	-0.324	-0.985	0.883	0.958	-1.182	0.354	0.032	1.548	1.272	0.627
t165	0.341	-2.494	0.784	-0.696	0.013	0.032	-0.15	0.803	-0.542	-0.491	-2.663	0.63	0.274	-1.609	2.193	0.088	-0.114	-1.879	0.07	1.678	-0.553	-0.297	1.288	1.274	-1.25	0.557	-0.372	1.965	0.964	0.155
t20	0.46	-1.361	0.495	-0.577	-0.061	-0.251	-1.061	0.27	-1.347	-1.233	-1.14	0.487	0.111	-1.418	2.646	-1.341	0.409	-0.575	0.468	2.278	0.012	-1.51	0.026	1.106	-1.066	0.391	-0.106	1.245	1.709	0.915
t68	0.662	-1.56	0.261	-0.75	0.291	-0.802	-0.818	0.643	-1.419	-1.356	-0.726	0.36	1.131	-2.125	2.459	-0.396	-0.326	-0.716	0.229	2.639	-0.223	-2.097	1.181	0.006	-1.1	-0.164	1.02	1.015	1.403	1.254
t124	0.256	-1.437	0.63	-0.596	-0.226	-0.239	-0.948	0.672	-1.39	-0.781	-1.653	0.531	0.071	-1.535	2.581	-0.944	0.668	-0.779	0.431	2.037	-0.013	-1.568	0.222	1.227	-0.974	0.486	-0.461	1.427	1.637	0.651
t137	0.52	-2.095	0.53	-0.72	0.172	-0.346	-0.449	0.677	-0.911	-0.951	-1.728	0.503	0.679	-1.832	2.312	-0.16	-0.272	-1.34	0.137	2.144	-0.414	-1.072	1.237	0.681	-1.207	0.215	0.322	1.52	1.154	0.681
t69	0.295	-2.013	0.748	-0.617	-0.132	0.029	-0.544	0.614	-0.869	-0.657	-2.253	0.608	-0.009	-1.42	2.399	-0.587	0.318	-1.362	0.272	1.788	-0.28	-0.69	0.584	1.461	-1.146	0.626	-0.582	1.764	1.312	0.329
t92	0.359	-2.674	0.734	-0.792	0.127	-0.214	0.053	1.149	-0.55	-0.356	-2.721	0.592	0.754	-1.998	2.058	0.753	-0.403	-2.082	-0.08	1.736	-0.704	-0.535	1.972	0.801	-1.245	0.332	0.029	1.955	0.753	0.184
t13	0.31	-1.546	0.648	-0.573	-0.189	-0.097	-0.903	0.473	-1.221	-0.881	-1.702	0.554	-0.067	-1.373	2.575	-1.1	0.575	-0.86	0.43	2.002	-0.049	-1.229	0.112	1.389	-1.048	0.564	-0.519	1.489	1.61	0.607
t130	0.624	-2.309	0.511	-0.733	0.293	-0.281	-0.317	0.528	-0.692	-1.082	-1.747	0.509	0.727	-1.788	2.252	-0.106	-0.553	-1.498	0.072	2.158	-0.526	-0.739	1.378	0.662	-1.313	0.199	0.478	1.572	1.031	0.674
t114	0.394	-1.432	0.523	-0.612	-0.085	-0.332	-0.97	0.52	-1.38	-1.04	-1.316	0.488	0.252	-1.585	2.586	-1.006	0.419	-0.689	0.414	2.221	-0.036	-1.63	0.296	0.992	-1.028	0.349	-0.097	1.296	1.628	0.843
t89	0.219	-1.32	0.673	-0.541	-0.316	-0.099	-1.066	0.516	-1.406	-0.81	-1.662	0.556	-0.217	-1.321	2.659	-1.302	0.879	-0.669	0.519	1.981	0.081	-1.46	-0.17	1.514	-0.961	0.626	-0.737	1.444	1.763	0.611
t162	0.407	-2.303	0.685	-0.694	0.06	-0.105	-0.306	0.72	-0.706	-0.699	-2.262	0.581	0.386	-1.662	2.26	-0.094	-0.132	-1.611	0.117	1.866	-0.473	-0.609	1.175	1.086	-1.231	0.44	-0.134	1.778	1.071	0.371
t6	0.317	-1.808	0.674	-0.62	-0.123	-0.108	-0.683	0.62	-1.058	-0.752	-1.956	0.566	0.099	-1.5	2.458	-0.687	0.362	-1.15	0.315	1.929	-0.199	-1.045	0.523	1.279	-1.093	0.524	-0.42	1.606	1.415	0.498
t104	0.232	-2.538	0.837	-0.725	-0.057	-0.037	-0.074	1.099	-0.603	-0.234	-2.906	0.64	0.362	-1.766	2.141	0.419	-0.015	-1.985	0.027	1.579	-0.581	-0.44	1.512	1.222	-1.191	0.548	-0.465	2.037	0.9	0.041
t183	0.694	-2.321	0.434	-0.772	0.393	-0.427	-0.288	0.576	-0.728	-1.168	-1.563	0.471	0.98	-1.95	2.222	0.061	-0.745	-1.484	0.025	2.284	-0.568	-0.913	1.619	0.374	-1.324	0.049	0.795	1.481	0.98	0.799
t198	0.416	-1.677	0.541	-0.652	-0.011	-0.333	-0.772	0.617	-1.214	-0.962	-1.522	0.499	0.394	-1.682	2.481	-0.664	0.202	-0.941	0.311	2.165	-0.174	-1.429	0.647	0.903	-1.084	0.314	0.009	1.398	1.45	0.754
t151	0.236	-2.004	0.819	-0.58	-0.22	0.17	-0.57	0.557	-0.828	-0.587	-2.42	0.645	-0.25	-1.26	2.427	-0.754	0.486	-1.378	0.315	1.674	-0.243	-0.514	0.354	1.734	-1.14	0.768	-0.874	1.849	1.359	0.215
