V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.078	-0.001	0.036	0.054	0.04	-0.009	-0.032	-0.032	-0.056	0.047	-0.075	-0.016	0.098	-0.021	0.038	-0.014	-0.09	0.008	0.011	0.03	0.043	0.032	-0.015	0.035	-0.042	0.014	0.078	-0.116	0.042	-0.015	0.041
2	-0.001	0.021	-0.002	0.017	-0.016	0.002	-0.005	-0.015	-0.029	-0.008	-0.008	-0.024	-0.077	-0.004	-0.128	0.01	0.026	0.006	-0.043	-0.006	0.029	-0.051	-0.011	-0.003	-0.001	-0.045	0.016	0.037	-0.001	-0.068	0.021
3	0.036	-0.002	0.039	-0.022	0.035	0.017	-0.01	-0.038	-0.007	0.04	-0.063	-0.016	-0.01	-0.028	0.026	0.004	-0.035	0.007	0.018	0.014	0.005	0.008	-0.025	0.02	-0.001	0.043	0.006	-0.04	0.056	0.045	0.023
4	0.054	0.017	-0.022	0.146	-0.014	-0.047	-0.035	0.014	-0.096	-0.011	-0.001	-0.01	0.127	0.019	-0.082	-0.024	-0.057	0.003	-0.048	0.015	0.078	-0.001	0.019	0.015	-0.066	-0.097	0.126	-0.081	-0.044	-0.162	0.036
5	0.04	-0.016	0.035	-0.014	0.043	0.009	-0.009	-0.022	0.003	0.042	-0.052	0.003	0.064	-0.02	0.11	-0.007	-0.059	0.002	0.043	0.02	-0.007	0.045	-0.013	0.022	-0.007	0.062	0.009	-0.075	0.049	0.076	0.01
6	-0.009	0.002	0.017	-0.047	0.009	0.026	0.008	-0.022	0.02	0.008	-0.02	-0.011	-0.087	-0.018	-0.023	0.015	0.023	0.003	0.012	-0.004	-0.015	-0.025	-0.019	-0.002	0.024	0.026	-0.038	0.018	0.034	0.025	0.002
7	-0.032	-0.005	-0.01	-0.035	-0.009	0.008	0.016	0.012	0.034	-0.015	0.027	0.01	-0.037	0.005	0.014	0.006	0.033	-0.004	0.01	-0.011	-0.028	-0.005	0.005	-0.013	0.022	0.012	-0.043	0.039	-0.008	0.029	-0.021
8	-0.032	-0.015	-0.038	0.014	-0.022	-0.022	0.012	0.05	0.026	-0.031	0.068	0.034	0.082	0.033	0.079	-0.014	0.009	-0.011	0.011	-0.008	-0.024	0.036	0.035	-0.016	-0.002	-0.01	-0.011	0.012	-0.059	0.011	-0.037
9	-0.056	-0.029	-0.007	-0.096	0.003	0.02	0.034	0.026	0.093	-0.01	0.045	0.037	-0.015	0.007	0.147	0.005	0.036	-0.011	0.058	-0.013	-0.08	0.037	0.011	-0.019	0.046	0.076	-0.1	0.044	-0.002	0.137	-0.055
10	0.047	-0.008	0.04	-0.011	0.042	0.008	-0.015	-0.031	-0.01	0.049	-0.064	-0.007	0.049	-0.023	0.078	-0.004	-0.06	0.005	0.024	0.021	0.007	0.037	-0.019	0.026	-0.012	0.054	0.02	-0.06	0.05	0.068	0.021
11	-0.075	-0.008	-0.063	-0.001	-0.052	-0.02	0.027	0.068	0.045	-0.064	0.114	0.038	0.013	0.046	0.016	-0.005	0.065	-0.014	-0.008	-0.027	-0.037	0.003	0.044	-0.037	0.018	-0.039	-0.044	0.082	-0.087	-0.012	-0.055
12	-0.016	-0.024	-0.016	-0.01	0.003	-0.011	0.01	0.034	0.037	-0.007	0.038	0.036	0.095	0.018	0.138	-0.013	-0.016	-0.01	0.038	0.001	-0.037	0.057	0.024	-0.005	0.002	0.033	-0.021	-0.019	-0.024	0.065	-0.034
13	0.098	-0.077	-0.01	0.127	0.064	-0.087	-0.037	0.082	-0.015	0.049	0.013	0.095	0.598	0.046	0.52	-0.086	-0.235	-0.021	0.121	0.061	-0.011	0.267	0.076	0.047	-0.103	0.088	0.127	-0.291	-0.06	0.13	-0.035
14	-0.021	-0.004	-0.028	0.019	-0.02	-0.018	0.005	0.033	0.007	-0.023	0.046	0.018	0.046	0.024	0.021	-0.009	0.01	-0.006	-0.007	-0.007	-0.006	0.015	0.023	-0.011	-0.005	-0.022	0.002	0.019	-0.045	-0.011	-0.019
15	0.038	-0.128	0.026	-0.082	0.11	-0.023	0.014	0.079	0.147	0.078	0.016	0.138	0.52	0.021	0.806	-0.067	-0.202	-0.032	0.244	0.053	-0.151	0.331	0.061	0.034	-0.014	0.28	-0.057	-0.247	0.014	0.437	-0.106
16	-0.014	0.01	0.004	-0.024	-0.007	0.015	0.006	-0.014	0.005	-0.004	-0.005	-0.013	-0.086	-0.009	-0.067	0.013	0.033	0.003	-0.012	-0.008	-0.001	-0.036	-0.013	-0.006	0.016	-0.006	-0.022	0.037	0.012	-0.013	0.004
17	-0.09	0.026	-0.035	-0.057	-0.059	0.023	0.033	0.009	0.036	-0.06	0.065	-0.016	-0.235	0.01	-0.202	0.033	0.14	-0.001	-0.054	-0.042	-0.018	-0.106	-0.004	-0.043	0.054	-0.059	-0.082	0.171	-0.034	-0.063	-0.021
18	0.008	0.006	0.007	0.003	0.002	0.003	-0.004	-0.011	-0.011	0.005	-0.014	-0.01	-0.021	-0.006	-0.032	0.003	-0.001	0.003	-0.008	0.001	0.01	-0.013	-0.008	0.003	-0.002	-0.006	0.008	-0.001	0.01	-0.016	0.011
19	0.011	-0.043	0.018	-0.048	0.043	0.012	0.01	0.011	0.058	0.024	-0.008	0.038	0.121	-0.007	0.244	-0.012	-0.054	-0.008	0.106	0.016	-0.06	0.088	0.008	0.01	0.01	0.104	-0.04	-0.107	0.03	0.122	-0.034
20	0.03	-0.006	0.014	0.015	0.02	-0.004	-0.011	-0.008	-0.013	0.021	-0.027	0.001	0.061	-0.007	0.053	-0.008	-0.042	0.001	0.016	0.014	0.008	0.028	-0.003	0.014	-0.016	0.019	0.025	-0.054	0.016	0.016	0.01
