V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.031	0.004	0.008	0.017	-0.007	0.009	-0.009	0.04	-0.018	0.003	-0.017	-0.004	0.026	-0.009	-0.008	0.007	-0.022	-0.004	-0.034	0.015	0.011	-0.025	-0.004	-0.004	-0.028	-0.016	-0.062	-0.074	-0.006	0.037	-0.035
2	0.004	0.127	-0.018	0.042	-0.021	-0.002	0	0.026	-0.053	0.014	-0.014	0.008	0.105	0.027	-0.002	-0.025	-0.06	-0.029	-0.024	-0.006	-0.1	0.012	-0.056	0.069	-0.011	-0.015	-0.032	0.087	0.012	0.024	0.085
3	0.008	-0.018	0.01	0.009	0.008	-0.005	0.013	0.017	0.006	-0.005	0.003	-0.009	-0.001	-0.007	-0.001	0.018	-0.003	0.021	-0.012	-0.008	0.033	-0.009	0.026	0.001	-0.008	0.013	-0.004	-0.036	-0.003	0.009	-0.022
4	0.017	0.042	0.009	0.076	0.01	-0.01	0.05	0.061	-0.021	-0.012	0.002	-0.027	0.06	-0.002	0	0.018	-0.069	0.06	-0.046	-0.015	0.006	0.001	0.022	0.103	-0.014	0.063	0.007	0.041	-0.005	0.052	0.022
5	-0.007	-0.021	0.008	0.01	0.02	-0.019	0.035	0.003	0.016	-0.015	0.017	-0.017	-0.012	-0.008	0.003	0.019	0.001	0.049	0.001	-0.031	0.036	0.007	0.045	0.026	0.009	0.047	0.048	0.011	-0.002	0.005	0.003
6	0.009	-0.002	-0.005	-0.01	-0.019	0.04	-0.033	-0.005	-0.011	0.021	-0.021	0.021	-0.014	0.01	-0.005	-0.021	-0.002	-0.05	-0.001	0.049	-0.015	-0.012	-0.039	-0.037	-0.008	-0.045	-0.038	-0.021	-0.001	-0.001	-0.022
7	-0.009	0	0.013	0.05	0.035	-0.033	0.091	0.035	0.01	-0.023	0.029	-0.034	0.016	-0.008	0.006	0.031	-0.03	0.094	-0.012	-0.064	0.045	0.012	0.078	0.083	0.013	0.092	0.103	0.047	-0.001	0.023	0.029
8	0.04	0.026	0.017	0.061	0.003	-0.005	0.035	0.129	-0.033	0.001	-0.017	-0.028	0.048	-0.052	-0.002	0.039	-0.041	0.011	-0.046	-0.019	0.008	-0.049	0.021	0.043	-0.043	0.001	-0.021	-0.089	-0.011	0.071	-0.07
9	-0.018	-0.053	0.006	-0.021	0.016	-0.011	0.01	-0.033	0.034	-0.011	0.018	-0.005	-0.049	-0.003	0.006	0.012	0.031	0.027	0.023	-0.01	0.042	0.012	0.033	-0.016	0.019	0.026	0.043	0.01	-0.002	-0.03	-0.009
10	0.003	0.014	-0.005	-0.012	-0.015	0.021	-0.023	0.001	-0.011	0.039	-0.012	0.017	-0.007	0.012	-0.001	-0.007	0.014	-0.054	0.013	0.004	-0.013	-0.019	0.002	-0.052	-0.013	-0.058	-0.028	-0.02	0.01	-0.022	-0.015
11	-0.017	-0.014	0.003	0.002	0.017	-0.021	0.029	-0.017	0.018	-0.012	0.021	-0.011	-0.01	0.004	0.005	0.012	0.007	0.04	0.011	-0.032	0.024	0.016	0.038	0.021	0.016	0.04	0.051	0.038	0.003	-0.014	0.023
12	-0.004	0.008	-0.009	-0.027	-0.017	0.021	-0.034	-0.028	-0.005	0.017	-0.011	0.025	-0.006	0.02	-0.002	-0.021	0.014	-0.053	0.013	0.03	-0.025	0.001	-0.038	-0.046	0.002	-0.05	-0.029	-0.005	0.005	-0.026	0.004
13	0.026	0.105	-0.001	0.06	-0.012	-0.014	0.016	0.048	-0.049	-0.007	-0.01	-0.006	0.136	0.029	-0.007	0	-0.078	0.017	-0.061	-0.013	-0.045	0.004	-0.027	0.08	-0.028	0.009	-0.07	0.014	0.005	0.046	0.064
14	-0.009	0.027	-0.007	-0.002	-0.008	0.01	-0.008	-0.052	-0.003	0.012	0.004	0.02	0.029	0.064	-0.002	-0.02	-0.018	-0.005	-0.005	0.012	-0.002	0.023	-0.006	-0.006	0.007	-0.008	-0.025	0.047	0.013	-0.032	0.067
15	-0.008	-0.002	-0.001	0	0.003	-0.005	0.006	-0.002	0.006	-0.001	0.005	-0.002	-0.007	-0.002	0.004	0.004	0.005	0.003	0.008	-0.006	0.001	0.004	0.006	0.004	0.006	0.007	0.02	0.019	0.001	-0.009	0.005
16	0.007	-0.025	0.018	0.018	0.019	-0.021	0.031	0.039	0.012	-0.007	0.012	-0.021	0	-0.02	0.004	0.043	0.003	0.04	-0.011	-0.036	0.056	-0.016	0.06	0.01	-0.012	0.027	0.015	-0.048	-0.003	0.006	-0.037
17	-0.022	-0.06	-0.003	-0.069	0.001	-0.002	-0.03	-0.041	0.031	0.014	0.007	0.014	-0.078	-0.018	0.005	0.003	0.084	-0.043	0.056	-0.012	0.013	-0.007	0.013	-0.098	0.014	-0.05	0.025	-0.046	0.004	-0.059	-0.047
18	-0.004	-0.029	0.021	0.06	0.049	-0.05	0.094	0.011	0.027	-0.054	0.04	-0.053	0.017	-0.005	0.003	0.04	-0.043	0.166	-0.033	-0.064	0.088	0.028	0.101	0.12	0.015	0.152	0.082	0.049	-0.009	0.038	0.039
19	-0.034	-0.024	-0.012	-0.046	0.001	-0.001	-0.012	-0.046	0.023	0.013	0.011	0.013	-0.061	-0.005	0.008	-0.011	0.056	-0.033	0.059	-0.013	-0.017	0.011	0.002	-0.048	0.028	-0.023	0.063	0.045	0.008	-0.053	0.004
20	0.015	-0.006	-0.008	-0.015	-0.031	0.049	-0.064	-0.019	-0.01	0.004	-0.032	0.03	-0.013	0.012	-0.006	-0.036	-0.012	-0.064	-0.013	0.11	-0.031	-0.001	-0.096	-0.032	-0.007	-0.05	-0.084	-0.021	-0.011	0.002	-0.025
21	0.011	-0.1	0.033	0.006	0.036	-0.015	0.045	0.008	0.042	-0.013	0.024	-0.025	-0.045	-0.002	0.001	0.056	0.013	0.088	-0.017	-0.031	0.155	-0.018	0.122	-0.028	-0.008	0.053	0.017	-0.106	-0.005	-0.002	-0.06
22	-0.025	0.012	-0.009	0.001	0.007	-0.012	0.012	-0.049	0.012	-0.019	0.016	0.001	0.004	0.023	0.004	-0.016	-0.007	0.028	0.011	-0.001	-0.018	0.045	-0.014	0.048	0.029	0.044	0.042	0.104	0.003	-0.017	0.067
23	-0.004	-0.056	0.026	0.022	0.045	-0.039	0.078	0.021	0.033	0.002	0.038	-0.038	-0.027	-0.006	0.006	0.06	0.013	0.101	0.002	-0.096	0.122	-0.014	0.164	0.006	-0.003	0.069	0.072	-0.038	0.008	-0.007	-0.019
24	-0.004	0.069	0.001	0.103	0.026	-0.037	0.083	0.043	-0.016	-0.052	0.021	-0.046	0.08	-0.006	0.004	0.01	-0.098	0.12	-0.048	-0.032	-0.028	0.048	0.006	0.215	0.015	0.15	0.072	0.175	-0.01	0.074	0.093
25	-0.028	-0.011	-0.008	-0.014	0.009	-0.008	0.013	-0.043	0.019	-0.013	0.016	0.002	-0.028	0.007	0.006	-0.012	0.014	0.015	0.028	-0.007	-0.008	0.029	-0.003	0.015	0.032	0.03	0.068	0.077	0.002	-0.024	0.038
26	-0.016	-0.015	0.013	0.063	0.047	-0.045	0.092	0.001	0.026	-0.058	0.04	-0.05	0.009	-0.008	0.007	0.027	-0.05	0.152	-0.023	-0.05	0.053	0.044	0.069	0.15	0.03	0.167	0.113	0.12	-0.011	0.043	0.062
27	-0.062	-0.032	-0.004	0.007	0.048	-0.038	0.103	-0.021	0.043	-0.028	0.051	-0.029	-0.07	-0.025	0.02	0.015	0.025	0.082	0.063	-0.084	0.017	0.042	0.072	0.072	0.068	0.113	0.247	0.159	0.003	-0.024	0.053
28	-0.074	0.087	-0.036	0.041	0.011	-0.021	0.047	-0.089	0.01	-0.02	0.038	-0.005	0.014	0.047	0.019	-0.048	-0.046	0.049	0.045	-0.021	-0.106	0.104	-0.038	0.175	0.077	0.12	0.159	0.389	0.013	-0.033	0.197
29	-0.006	0.012	-0.003	-0.005	-0.002	-0.001	-0.001	-0.011	-0.002	0.01	0.003	0.005	0.005	0.013	0.001	-0.003	0.004	-0.009	0.008	-0.011	-0.005	0.003	0.008	-0.01	0.002	-0.011	0.003	0.013	0.007	-0.013	0.017
30	0.037	0.024	0.009	0.052	0.005	-0.001	0.023	0.071	-0.03	-0.022	-0.014	-0.026	0.046	-0.032	-0.009	0.006	-0.059	0.038	-0.053	0.002	-0.002	-0.017	-0.007	0.074	-0.024	0.043	-0.024	-0.033	-0.013	0.099	-0.014
31	-0.035	0.085	-0.022	0.022	0.003	-0.022	0.029	-0.07	-0.009	-0.015	0.023	0.004	0.064	0.067	0.005	-0.037	-0.047	0.039	0.004	-0.025	-0.06	0.067	-0.019	0.093	0.038	0.062	0.053	0.197	0.017	-0.014	0.167
