V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t115	0.035	0.032	0.004	0.005	0.001	0.004	0.009	0.038	0.261	0.018	0.273	0.008	0.003	0.07	0.005	0.004	0.006	0.001	0.003	0.003	0.011	0.043	0.017	0.001	0.03	0.008	0.005	0.016	0.014	0.073
t111	0.02	0.02	0.003	0.013	0.003	0.018	0.014	0.078	0.223	0.025	0.268	0.014	0.004	0.017	0.012	0.024	0.005	0.003	0.014	0.016	0.003	0.019	0.025	0.001	0.015	0.017	0.022	0.01	0.024	0.07
t20	0.011	0.014	0.003	0.022	0.003	0.057	0.018	0.071	0.098	0.03	0.246	0.027	0.004	0.003	0.019	0.046	0.004	0.004	0.038	0.038	0.002	0.014	0.03	0.001	0.012	0.021	0.053	0.01	0.039	0.06
t117	0.022	0.106	0.004	0.002	0.014	0.009	0.003	0.005	0.12	0.024	0.225	0.02	0.002	0.05	0.003	0.005	0.009	0.002	0.002	0.002	0.033	0.078	0.021	0.002	0.122	0.003	0.006	0.009	0.007	0.088
t107	0.008	0.172	0.002	0.001	0.055	0.011	0.001	0.001	0.027	0.018	0.118	0.032	0.001	0.016	0.001	0.003	0.007	0.003	0.001	0	0.057	0.093	0.015	0.002	0.281	0.001	0.004	0.004	0.003	0.061
t57	0.021	0.002	0.002	0.008	0	0.001	0.02	0.321	0.33	0.006	0.146	0.001	0.003	0.026	0.006	0.004	0.001	0	0.004	0.009	0.001	0.005	0.007	0	0.001	0.02	0.004	0.01	0.016	0.024
t79	0.003	0.009	0.001	0.02	0.01	0.206	0.008	0.024	0.025	0.026	0.121	0.046	0.002	0	0.019	0.105	0.002	0.006	0.081	0.056	0.001	0.006	0.026	0.001	0.008	0.013	0.108	0.003	0.029	0.033
t170	0.039	0.047	0.003	0.001	0.001	0.001	0.003	0.008	0.209	0.009	0.178	0.003	0.001	0.244	0.001	0.001	0.006	0	0	0	0.031	0.072	0.008	0	0.056	0.002	0.001	0.014	0.004	0.056
t195	0.033	0.039	0.004	0.004	0.002	0.004	0.008	0.029	0.251	0.019	0.267	0.009	0.003	0.073	0.005	0.005	0.006	0.001	0.003	0.003	0.013	0.046	0.018	0.001	0.038	0.007	0.006	0.014	0.012	0.077
t119	0.038	0.012	0.002	0.001	0	0	0.004	0.03	0.36	0.004	0.125	0.001	0.001	0.327	0.001	0	0.002	0	0	0	0.007	0.022	0.004	0	0.01	0.003	0	0.01	0.003	0.031
t169	0.023	0.042	0.004	0.008	0.006	0.017	0.01	0.031	0.176	0.029	0.292	0.021	0.003	0.024	0.009	0.016	0.007	0.003	0.009	0.008	0.009	0.038	0.028	0.001	0.04	0.01	0.017	0.012	0.019	0.087
t129	0.013	0.079	0.003	0.006	0.036	0.044	0.005	0.009	0.086	0.036	0.24	0.045	0.002	0.011	0.008	0.023	0.008	0.005	0.011	0.007	0.014	0.047	0.033	0.003	0.084	0.006	0.024	0.007	0.014	0.09
t116	0.012	0.021	0.003	0.018	0.004	0.062	0.015	0.048	0.095	0.033	0.258	0.034	0.004	0.004	0.017	0.043	0.005	0.005	0.033	0.029	0.003	0.019	0.033	0.002	0.019	0.017	0.05	0.01	0.035	0.068
t124	0.023	0.057	0.004	0.007	0.006	0.018	0.008	0.018	0.135	0.03	0.292	0.026	0.003	0.023	0.008	0.011	0.008	0.003	0.007	0.006	0.015	0.054	0.029	0.002	0.062	0.007	0.015	0.013	0.018	0.092
