V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.124	0.008	0.056	-0.005	-0.164	-0.159	0.066	0.12	0.14	-0.01	0.052	-0.092	0.044	0.228	-0.014	-0.095	0.032	-0.065	-0.094	-0.05	0.06	0.054	-0.006	-0.041	-0.002	0.045	-0.091	0.094	0.012	0.036	0.044
2	0.008	0.055	0.002	-0.065	0.044	-0.047	-0.056	-0.089	-0.013	-0.009	-0.008	-0.002	-0.034	0.056	-0.053	-0.067	0.017	-0.015	-0.08	-0.094	0.079	0.048	-0.012	0.006	0.068	-0.065	-0.062	-0.005	-0.049	0.006	-0.024
3	0.056	0.002	0.025	0	-0.076	-0.07	0.032	0.057	0.064	-0.004	0.024	-0.041	0.021	0.101	-0.004	-0.041	0.014	-0.029	-0.04	-0.02	0.024	0.023	-0.002	-0.019	-0.003	0.022	-0.039	0.043	0.007	0.016	0.021
4	-0.005	-0.065	0	0.077	-0.058	0.051	0.069	0.11	0.02	0.011	0.011	-0.001	0.042	-0.059	0.063	0.077	-0.019	0.016	0.092	0.111	-0.093	-0.055	0.014	-0.008	-0.081	0.079	0.071	0.009	0.059	-0.006	0.03
5	-0.164	0.044	-0.076	-0.058	0.276	0.173	-0.148	-0.254	-0.204	0.005	-0.08	0.124	-0.095	-0.258	-0.033	0.067	-0.027	0.075	0.05	-0.024	-0.004	-0.028	-0.004	0.062	0.069	-0.126	0.065	-0.138	-0.067	-0.044	-0.085
6	-0.159	-0.047	-0.07	0.051	0.173	0.229	-0.044	-0.087	-0.164	0.019	-0.059	0.115	-0.032	-0.321	0.053	0.164	-0.051	0.091	0.171	0.127	-0.128	-0.1	0.016	0.046	-0.045	-0.011	0.155	-0.113	0.019	-0.049	-0.039
7	0.066	-0.056	0.032	0.069	-0.148	-0.044	0.102	0.171	0.098	0.004	0.04	-0.053	0.064	0.075	0.05	0.017	0	-0.022	0.032	0.074	-0.052	-0.021	0.01	-0.031	-0.076	0.098	0.013	0.062	0.062	0.015	0.053
8	0.12	-0.089	0.057	0.11	-0.254	-0.087	0.171	0.289	0.175	0.005	0.07	-0.095	0.108	0.146	0.08	0.018	0.003	-0.043	0.042	0.114	-0.078	-0.028	0.015	-0.054	-0.124	0.164	0.012	0.109	0.101	0.028	0.09
9	0.14	-0.013	0.064	0.02	-0.204	-0.164	0.098	0.175	0.167	-0.008	0.063	-0.105	0.065	0.241	0.006	-0.082	0.029	-0.069	-0.076	-0.02	0.036	0.042	-0.002	-0.049	-0.03	0.078	-0.08	0.109	0.034	0.039	0.061
10	-0.01	-0.009	-0.004	0.011	0.005	0.019	0.004	0.005	-0.008	0.002	-0.003	0.007	0.002	-0.025	0.009	0.017	-0.005	0.007	0.019	0.018	-0.017	-0.011	0.002	0.002	-0.011	0.007	0.016	-0.006	0.007	-0.004	0.001
