V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t65	-6.188	-2.285	-5.35	-5.351	-1.87	-7.835	-3.647	-4.711	-7.141	-3.695	-2.518	-4.627	-1.778	-2.641	-4.169	-5.958	-2.19	-3.893	-4.434	-6.613	-5.674	-3.431	-3.005	-5.352	-4.008	-6.186	-2.862	-5.012	-6.551	-6.266
t69	-2.512	-5.347	-3.782	-4.359	-4.943	-5.719	-2.832	-3.725	-5.626	-4.182	-4.996	-4.887	-3.449	-2.132	-3.26	-3.38	-3.251	-5.166	-2.887	-3.282	-3.614	-3.225	-4.105	-5.094	-4.171	-2.628	-3.451	-3.799	-4.517	-1.9
t100	-2.399	-6.231	-3.68	-4.48	-5.721	-5.946	-3.042	-3.835	-5.708	-4.45	-5.706	-4.984	-4.02	-2.006	-3.378	-3.392	-3.517	-5.446	-2.983	-3.263	-3.562	-3.373	-4.484	-5.157	-4.286	-2.668	-3.804	-3.878	-4.425	-1.564
t160	-3.869	-4.515	-4.326	-4.564	-3.488	-6.798	-3.469	-4.019	-6.102	-3.858	-4.335	-3.847	-3.017	-1.18	-3.138	-4.553	-2.36	-4.234	-3.101	-4.417	-3.95	-2.888	-3.497	-4.569	-3.654	-4.494	-4.555	-3.99	-4.656	-3.254
t55	-2.79	-4.179	-4.044	-4.306	-3.74	-5.803	-2.87	-3.718	-5.669	-3.801	-4.227	-4.415	-2.81	-1.999	-3.051	-3.718	-2.854	-4.68	-2.837	-3.536	-3.727	-2.969	-3.566	-4.9	-3.871	-3.232	-3.377	-3.766	-4.712	-2.625
t193	-1.832	-10.605	-4.734	-6.202	-10.627	-6.42	-4.319	-5.42	-6.93	-7.384	-9.728	-8.449	-7.658	-4.887	-5.262	-3.334	-7.038	-9.165	-4.393	-3.129	-4.591	-5.848	-7.935	-7.795	-7.2	-1.905	-5.274	-5.499	-5.791	-0.642
t78	-4.283	-3.541	-4.441	-4.631	-2.612	-6.847	-3.27	-4.037	-6.236	-3.624	-3.537	-4.109	-2.373	-1.61	-3.292	-4.742	-2.184	-3.996	-3.381	-4.911	-4.359	-2.926	-3.141	-4.709	-3.624	-4.785	-3.571	-4.138	-5.181	-4.098
t110	-3.989	-4.62	-4.224	-4.463	-3.805	-6.464	-3.244	-3.875	-5.946	-3.8	-4.286	-3.676	-2.841	-1.338	-3.141	-4.365	-2.562	-4.364	-2.952	-4.011	-3.819	-2.928	-3.514	-4.69	-3.653	-3.807	-4.275	-3.888	-4.409	-2.958
t114	-2.023	-6.853	-4.123	-5.152	-7.422	-5.328	-2.801	-4.306	-6.05	-5.564	-6.435	-7.183	-4.781	-4.528	-4.307	-2.804	-5.324	-7.254	-3.627	-2.902	-4.237	-4.592	-5.775	-6.835	-5.865	-1.561	-2.45	-4.604	-5.584	-1.45
t2	-3.779	-3.785	-4.351	-5.073	-4.221	-6.076	-2.429	-4.201	-6.369	-4.419	-3.775	-6.562	-2.719	-4.205	-4.249	-3.788	-3.647	-5.475	-4.066	-4.712	-5.044	-3.967	-4.157	-6.224	-4.952	-3.342	-0.718	-4.717	-6.33	-3.954
t40	-2.077	-8.894	-4.174	-5.336	-8.467	-6.183	-3.696	-4.616	-6.292	-6.067	-7.984	-6.706	-6.093	-3.239	-4.249	-3.241	-5.296	-7.385	-3.569	-3.023	-3.908	-4.599	-6.375	-6.433	-5.792	-2.187	-4.88	-4.649	-4.839	-0.776
t156	-2.393	-5.058	-3.998	-4.466	-5.155	-5.238	-2.643	-3.789	-5.647	-4.367	-4.925	-5.29	-3.257	-3.149	-3.515	-3.172	-3.951	-5.692	-3.038	-2.947	-3.849	-3.608	-4.339	-5.717	-4.543	-1.853	-2.747	-3.964	-4.926	-1.963
t147	-5.863	-3.531	-5.417	-5.146	-2.27	-7.9	-4.346	-4.688	-6.955	-3.794	-3.534	-3.338	-2.419	-1.222	-3.622	-6.125	-2.074	-3.782	-3.785	-5.832	-4.895	-3.097	-3.133	-4.761	-3.61	-6.211	-5.648	-4.635	-5.36	-5.297
t124	-3.057	-4.757	-3.955	-4.304	-4.318	-5.836	-2.925	-3.697	-5.658	-3.888	-4.379	-4.209	-2.893	-1.905	-3.097	-3.682	-2.998	-4.764	-2.816	-3.405	-3.639	-3.029	-3.727	-4.932	-3.89	-2.944	-3.632	-3.763	-4.454	-2.311
t157	-2.777	-4.673	-3.716	-4.332	-4.247	-5.855	-2.678	-3.646	-5.646	-3.943	-4.403	-4.889	-3.099	-2.057	-3.149	-3.435	-2.886	-4.82	-2.945	-3.633	-3.708	-3.068	-3.763	-4.96	-4.041	-3.109	-2.91	-3.789	-4.8	-2.338
t166	-1.936	-6.733	-3.69	-4.837	-6.919	-5.659	-2.73	-4.06	-5.875	-5.118	-6.21	-6.662	-4.589	-3.468	-4.014	-2.883	-4.46	-6.478	-3.471	-3.228	-3.994	-4.072	-5.29	-6.066	-5.23	-2.068	-2.567	-4.299	-5.184	-1.375
