V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t65	0.002	0.102	0.005	0.005	0.154	0	0.026	0.009	0.001	0.025	0.081	0.01	0.169	0.071	0.015	0.003	0.112	0.02	0.012	0.001	0.003	0.032	0.05	0.005	0.018	0.002	0.057	0.007	0.001	0.002
t69	0.081	0.005	0.023	0.013	0.007	0.003	0.059	0.024	0.004	0.015	0.007	0.008	0.032	0.119	0.038	0.034	0.039	0.006	0.056	0.038	0.027	0.04	0.016	0.006	0.015	0.072	0.032	0.022	0.011	0.15
t100	0.091	0.002	0.025	0.011	0.003	0.003	0.048	0.022	0.003	0.012	0.003	0.007	0.018	0.135	0.034	0.034	0.03	0.004	0.051	0.038	0.028	0.034	0.011	0.006	0.014	0.069	0.022	0.021	0.012	0.209
t160	0.021	0.011	0.013	0.01	0.031	0.001	0.031	0.018	0.002	0.021	0.013	0.021	0.049	0.307	0.043	0.011	0.094	0.014	0.045	0.012	0.019	0.056	0.03	0.01	0.026	0.011	0.011	0.018	0.01	0.039
t55	0.061	0.015	0.018	0.013	0.024	0.003	0.057	0.024	0.003	0.022	0.015	0.012	0.06	0.135	0.047	0.024	0.058	0.009	0.059	0.029	0.024	0.051	0.028	0.007	0.021	0.039	0.034	0.023	0.009	0.072
t193	0.16	0	0.009	0.002	0	0.002	0.013	0.004	0.001	0.001	0	0	0	0.008	0.005	0.036	0.001	0	0.012	0.044	0.01	0.003	0	0	0.001	0.149	0.005	0.004	0.003	0.526
t78	0.014	0.029	0.012	0.01	0.073	0.001	0.038	0.018	0.002	0.027	0.029	0.016	0.093	0.2	0.037	0.009	0.113	0.018	0.034	0.007	0.013	0.054	0.043	0.009	0.027	0.008	0.028	0.016	0.006	0.017
t110	0.019	0.01	0.015	0.012	0.022	0.002	0.039	0.021	0.003	0.022	0.014	0.025	0.058	0.262	0.043	0.013	0.077	0.013	0.052	0.018	0.022	0.053	0.03	0.009	0.026	0.022	0.014	0.02	0.012	0.052
t114	0.132	0.001	0.016	0.006	0.001	0.005	0.061	0.013	0.002	0.004	0.002	0.001	0.008	0.011	0.013	0.061	0.005	0.001	0.027	0.055	0.014	0.01	0.003	0.001	0.003	0.21	0.086	0.01	0.004	0.235
t2	0.023	0.023	0.013	0.006	0.015	0.002	0.088	0.015	0.002	0.012	0.023	0.001	0.066	0.015	0.014	0.023	0.026	0.004	0.017	0.009	0.006	0.019	0.016	0.002	0.007	0.035	0.488	0.009	0.002	0.019
t40	0.125	0	0.015	0.005	0	0.002	0.025	0.01	0.002	0.002	0	0.001	0.002	0.039	0.014	0.039	0.005	0.001	0.028	0.049	0.02	0.01	0.002	0.002	0.003	0.112	0.008	0.01	0.008	0.46
t156	0.091	0.006	0.018	0.011	0.006	0.005	0.071	0.023	0.004	0.013	0.007	0.005	0.038	0.043	0.03	0.042	0.019	0.003	0.048	0.053	0.021	0.027	0.013	0.003	0.011	0.157	0.064	0.019	0.007	0.14
t147	0.003	0.029	0.004	0.006	0.103	0	0.013	0.009	0.001	0.022	0.029	0.036	0.089	0.295	0.027	0.002	0.126	0.023	0.023	0.003	0.007	0.045	0.044	0.009	0.027	0.002	0.004	0.01	0.005	0.005
t124	0.047	0.009	0.019	0.014	0.013	0.003	0.054	0.025	0.003	0.02	0.013	0.015	0.055	0.149	0.045	0.025	0.05	0.009	0.06	0.033	0.026	0.048	0.024	0.007	0.02	0.053	0.026	0.023	0.012	0.099
t157	0.062	0.009	0.024	0.013	0.014	0.003	0.069	0.026	0.004	0.019	0.012	0.008	0.045	0.128	0.043	0.032	0.056	0.008	0.053	0.026	0.025	0.047	0.023	0.007	0.018	0.045	0.054	0.023	0.008	0.096
t166	0.144	0.001	0.025	0.008	0.001	0.003	0.065	0.017	0.003	0.006	0.002	0.001	0.01	0.031	0.018	0.056	0.012	0.002	0.031	0.04	0.018	0.017	0.005	0.002	0.005	0.126	0.077	0.014	0.006	0.253
