V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.016	0	-0.025	-0.001	-0.001	-0.015	0.003	-0.006	-0.006	0.001	0.016	0.03	-0.003	0.013	-0.009	0.003	0.01	-0.024	0.022	0.027	0.015	0.015	-0.012	0	0.037	-0.016	-0.004	0.004	-0.042	0.011	-0.005
2	0	0.004	-0.013	-0.003	-0.007	0.002	-0.012	-0.012	0.022	0.004	0.006	0.007	0.012	0.01	-0.001	0.019	-0.001	-0.011	0.001	0.003	0.016	0.02	0.021	-0.025	0.01	-0.023	-0.006	0.012	0.001	0.005	0.008
3	-0.025	-0.013	0.085	0.014	0.023	0.026	0.012	0.054	-0.062	-0.012	-0.047	-0.075	-0.052	-0.049	0.021	-0.081	-0.013	0.078	-0.044	-0.067	-0.071	-0.094	-0.027	0.072	-0.1	0.103	0.028	-0.041	0.073	-0.041	-0.016
4	-0.001	-0.003	0.014	0.004	0.007	0.004	-0.008	0.016	-0.016	-0.001	-0.01	-0.01	-0.017	-0.012	0.004	-0.029	0.002	0.014	-0.004	-0.014	-0.013	-0.027	-0.011	0.021	-0.02	0.016	0.008	-0.011	0.005	-0.01	-0.007
5	-0.001	-0.007	0.023	0.007	0.013	0.001	0.006	0.026	-0.034	-0.005	-0.014	-0.015	-0.023	-0.022	0.004	-0.039	0.004	0.021	-0.003	-0.013	-0.028	-0.045	-0.035	0.044	-0.025	0.034	0.013	-0.022	0.001	-0.013	-0.015
6	-0.015	0.002	0.026	0.004	0.001	0.046	-0.121	0.033	0.009	0.019	-0.038	-0.041	-0.057	-0.005	0.021	-0.103	0.003	0.042	-0.032	-0.092	0.011	-0.047	0.075	-0.019	-0.086	0.006	0.015	0.005	0.052	-0.044	0.014
7	0.003	-0.012	0.012	-0.008	0.006	-0.121	0.512	-0.093	-0.053	-0.089	0.089	0.041	0.201	-0.035	-0.048	0.363	-0.051	-0.06	0.054	0.269	-0.117	0.112	-0.249	0.105	0.186	0.075	-0.035	-0.044	-0.033	0.129	-0.049
8	-0.006	-0.012	0.054	0.016	0.026	0.033	-0.093	0.076	-0.06	0.008	-0.052	-0.047	-0.095	-0.04	0.021	-0.167	0.015	0.064	-0.026	-0.094	-0.037	-0.119	-0.009	0.069	-0.101	0.064	0.035	-0.035	0.023	-0.057	-0.018
9	-0.006	0.022	-0.062	-0.016	-0.034	0.009	-0.053	-0.06	0.14	0.019	0.023	0.037	0.096	0.032	-0.008	0.126	-0.006	-0.055	0.011	0.019	0.072	0.086	0.085	-0.106	0.043	-0.143	-0.034	0.053	0.019	0.034	0.039
10	0.001	0.004	-0.012	-0.001	-0.005	0.019	-0.089	0.008	0.019	0.018	-0.01	0.001	-0.03	0.013	0.006	-0.05	0.009	0.002	-0.005	-0.039	0.03	-0.006	0.054	-0.03	-0.022	-0.027	0.002	0.014	0.003	-0.018	0.012
11	0.016	0.006	-0.047	-0.01	-0.014	-0.038	0.089	-0.052	0.023	-0.01	0.047	0.051	0.064	0.029	-0.022	0.12	-0.004	-0.057	0.035	0.091	0.023	0.084	-0.022	-0.03	0.096	-0.04	-0.025	0.019	-0.046	0.048	0.003
12	0.03	0.007	-0.075	-0.01	-0.015	-0.041	0.041	-0.047	0.037	0.001	0.051	0.081	0.054	0.035	-0.026	0.092	0.013	-0.078	0.053	0.092	0.046	0.079	-0.017	-0.034	0.114	-0.082	-0.025	0.024	-0.084	0.049	0.001
13	-0.003	0.012	-0.052	-0.017	-0.023	-0.057	0.201	-0.095	0.096	-0.03	0.064	0.054	0.214	0.004	-0.032	0.299	-0.028	-0.081	0.036	0.154	-0.001	0.124	-0.082	-0.028	0.137	-0.086	-0.046	0.019	-0.012	0.096	0.007
14	0.013	0.01	-0.049	-0.012	-0.022	-0.005	-0.035	-0.04	0.032	0.013	0.029	0.035	0.004	0.059	-0.008	0.026	0.001	-0.04	0.011	0.017	0.062	0.085	0.074	-0.083	0.053	-0.041	-0.02	0.042	-0.03	0.013	0.027
15	-0.009	-0.001	0.021	0.004	0.004	0.021	-0.048	0.021	-0.008	0.006	-0.022	-0.026	-0.032	-0.008	0.011	-0.055	0	0.028	-0.02	-0.047	-0.006	-0.031	0.024	0.003	-0.047	0.019	0.01	-0.004	0.027	-0.024	0.003
16	0.003	0.019	-0.081	-0.029	-0.039	-0.103	0.363	-0.167	0.126	-0.05	0.12	0.092	0.299	0.026	-0.055	0.521	-0.054	-0.137	0.071	0.276	0.007	0.217	-0.119	-0.056	0.235	-0.113	-0.079	0.033	-0.015	0.16	0.007
