V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t82	0.005	0.008	0.012	0.047	0.031	0.017	0.028	0.017	0.01	0.01	0.043	0.003	0.055	0.01	0.005	0.004	0.16	0.032	0.011	0.218	0.012	0.077	0.007	0.013	0.106	0.013	0.014	0.008	0.01	0.013
t166	0.008	0.001	0.003	0.199	0.011	0.002	0.04	0.009	0.003	0.161	0.029	0.002	0.028	0.037	0.003	0.001	0.22	0.012	0.013	0.022	0.061	0.055	0.002	0.009	0.03	0.002	0.024	0.008	0.001	0.005
t148	0.011	0.001	0.006	0.224	0.009	0.001	0.01	0.007	0.003	0.079	0.045	0.002	0.027	0.032	0.003	0.001	0.273	0.01	0.016	0.013	0.081	0.057	0.002	0.009	0.034	0.001	0.025	0.014	0	0.004
t179	0.007	0.003	0.022	0.126	0.018	0.006	0.011	0.026	0.008	0.038	0.032	0.003	0.042	0.031	0.008	0.002	0.226	0.024	0.012	0.091	0.046	0.072	0.005	0.026	0.065	0.01	0.019	0.009	0.002	0.01
t36	0.008	0.003	0.011	0.147	0.018	0.004	0.021	0.018	0.006	0.059	0.036	0.003	0.041	0.032	0.006	0.002	0.243	0.021	0.013	0.062	0.05	0.072	0.004	0.017	0.057	0.006	0.022	0.009	0.002	0.009
t176	0.005	0.001	0.001	0.163	0.008	0.001	0.117	0.006	0.002	0.303	0.017	0.001	0.021	0.033	0.002	0.001	0.15	0.009	0.009	0.016	0.043	0.039	0.001	0.005	0.017	0.001	0.02	0.004	0	0.004
t24	0.01	0.002	0.006	0.174	0.014	0.003	0.021	0.01	0.005	0.063	0.049	0.003	0.037	0.028	0.004	0.001	0.271	0.015	0.017	0.029	0.056	0.07	0.003	0.01	0.049	0.003	0.026	0.013	0.001	0.006
t162	0.003	0.008	0.012	0.044	0.025	0.014	0.041	0.033	0.01	0.024	0.015	0.002	0.042	0.017	0.008	0.006	0.106	0.032	0.006	0.333	0.012	0.056	0.007	0.022	0.067	0.025	0.01	0.003	0.006	0.014
t144	0.006	0.002	0.004	0.155	0.015	0.003	0.068	0.015	0.005	0.153	0.024	0.002	0.034	0.037	0.004	0.002	0.197	0.017	0.011	0.049	0.046	0.06	0.003	0.012	0.037	0.004	0.022	0.006	0.001	0.007
t4	0.005	0.003	0.008	0.152	0.016	0.004	0.035	0.024	0.006	0.122	0.02	0.002	0.035	0.043	0.006	0.002	0.194	0.02	0.01	0.072	0.05	0.061	0.004	0.021	0.042	0.007	0.02	0.005	0.001	0.008
t18	0.011	0.001	0.007	0.225	0.009	0.001	0.007	0.007	0.003	0.064	0.049	0.002	0.027	0.031	0.003	0	0.282	0.01	0.016	0.012	0.083	0.058	0.002	0.009	0.035	0.001	0.025	0.015	0	0.004
t17	0.012	0	0.001	0.249	0.006	0.001	0.022	0.003	0.002	0.136	0.048	0.002	0.02	0.027	0.001	0	0.252	0.006	0.017	0.004	0.077	0.045	0.001	0.003	0.02	0	0.028	0.014	0	0.002
t84	0.011	0	0.002	0.338	0.002	0	0.002	0.002	0.001	0.119	0.027	0.001	0.007	0.031	0.001	0	0.212	0.002	0.011	0.001	0.169	0.022	0	0.003	0.007	0	0.019	0.012	0	0.001
t194	0.012	0.001	0.009	0.209	0.01	0.002	0.007	0.008	0.003	0.05	0.053	0.002	0.029	0.029	0.003	0.001	0.293	0.011	0.017	0.014	0.08	0.061	0.002	0.01	0.04	0.002	0.025	0.017	0.001	0.004
t158	0.009	0.004	0.016	0.107	0.021	0.007	0.013	0.014	0.008	0.02	0.059	0.003	0.049	0.019	0.005	0.002	0.254	0.023	0.016	0.075	0.034	0.083	0.005	0.015	0.086	0.006	0.021	0.014	0.003	0.009
t111	0.007	0.004	0.021	0.097	0.022	0.009	0.012	0.021	0.009	0.02	0.045	0.003	0.049	0.021	0.007	0.003	0.227	0.026	0.013	0.109	0.032	0.08	0.005	0.02	0.086	0.01	0.019	0.011	0.003	0.011
t108	0.007	0.003	0.008	0.146	0.018	0.004	0.03	0.017	0.006	0.07	0.036	0.003	0.042	0.032	0.005	0.002	0.234	0.021	0.013	0.063	0.045	0.072	0.004	0.016	0.056	0.006	0.023	0.009	0.002	0.009
t154	0.001	0.009	0.006	0.015	0.02	0.017	0.059	0.029	0.008	0.012	0.006	0.001	0.027	0.008	0.005	0.008	0.042	0.026	0.002	0.544	0.003	0.031	0.006	0.015	0.043	0.033	0.004	0.001	0.007	0.011
t26	0.009	0.002	0.017	0.156	0.015	0.004	0.009	0.016	0.006	0.038	0.045	0.003	0.039	0.029	0.006	0.001	0.265	0.019	0.015	0.046	0.057	0.073	0.003	0.018	0.06	0.005	0.022	0.012	0.001	0.008
t133	0.012	0	0.004	0.253	0.006	0.001	0.007	0.005	0.002	0.082	0.045	0.002	0.021	0.031	0.002	0	0.274	0.007	0.016	0.006	0.098	0.048	0.001	0.007	0.025	0.001	0.025	0.015	0	0.003
t130	0.014	0	0.002	0.29	0.004	0	0.005	0.002	0.001	0.092	0.05	0.001	0.014	0.025	0.001	0	0.265	0.004	0.017	0.002	0.112	0.036	0.001	0.003	0.015	0	0.025	0.018	0	0.001
t153	0.007	0.002	0.014	0.163	0.015	0.004	0.014	0.024	0.006	0.075	0.026	0.002	0.036	0.041	0.007	0.002	0.228	0.019	0.011	0.059	0.062	0.065	0.004	0.023	0.047	0.007	0.02	0.007	0.001	0.008
t197	0.009	0	0.003	0.267	0.005	0	0.01	0.005	0.002	0.157	0.027	0.002	0.017	0.04	0.002	0	0.226	0.006	0.012	0.006	0.104	0.039	0.001	0.007	0.017	0.001	0.023	0.009	0	0.002
t34	0.01	0.002	0.01	0.142	0.017	0.004	0.014	0.011	0.006	0.032	0.062	0.003	0.043	0.022	0.004	0.001	0.28	0.018	0.018	0.041	0.046	0.079	0.004	0.012	0.067	0.003	0.024	0.016	0.002	0.007
t151	0.002	0.006	0.05	0.042	0.017	0.013	0.005	0.058	0.01	0.012	0.01	0.002	0.032	0.019	0.014	0.005	0.095	0.028	0.004	0.333	0.016	0.045	0.006	0.048	0.06	0.041	0.007	0.002	0.003	0.012
t116	0.01	0.001	0.008	0.255	0.006	0.001	0.004	0.007	0.002	0.08	0.036	0.002	0.021	0.037	0.003	0	0.264	0.008	0.014	0.008	0.11	0.047	0.001	0.01	0.025	0.001	0.023	0.013	0	0.003
t170	0.007	0.001	0.019	0.192	0.011	0.002	0.006	0.021	0.005	0.068	0.027	0.002	0.03	0.044	0.007	0.001	0.242	0.015	0.011	0.036	0.082	0.059	0.003	0.024	0.041	0.005	0.02	0.009	0.001	0.006
t163	0.004	0.008	0.024	0.04	0.028	0.019	0.011	0.021	0.011	0.006	0.037	0.002	0.051	0.01	0.007	0.005	0.147	0.032	0.009	0.25	0.012	0.071	0.007	0.018	0.111	0.017	0.012	0.007	0.009	0.013
