feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t82	-0.92	-1.428	-0.41	1.843	0.271	-0.876	0.46	0.1	-0.772	0.803	0.835	-1.835	1.031	0.338	-1.056	-1.862	2.555	0.406	-0.28	1.783	0.645	1.519	-1.205	-0.01	1.452	-0.741	0.173	-0.634	-1.707	-0.486
t166	-0.599	-1.893	-0.691	2.492	0.089	-1.502	0.742	0.079	-0.968	1.892	0.871	-1.752	0.978	0.934	-1.095	-2.249	2.827	0.255	-0.059	1.184	1.349	1.574	-1.459	0.041	1.197	-1.19	0.518	-0.476	-2.458	-0.643
t148	-0.602	-1.865	-0.383	2.413	0.078	-1.408	0.301	0.116	-0.925	1.541	0.918	-1.742	0.978	0.84	-1.016	-2.254	2.826	0.263	-0.07	1.226	1.32	1.573	-1.433	0.12	1.275	-1.104	0.457	-0.407	-2.405	-0.636
t179	-0.766	-1.755	-0.242	2.249	0.098	-1.266	0.201	0.248	-0.864	1.359	0.762	-1.795	0.954	0.769	-0.92	-2.107	2.714	0.307	-0.211	1.444	1.17	1.52	-1.369	0.219	1.284	-0.87	0.325	-0.576	-2.306	-0.584
t36	-0.754	-1.724	-0.288	2.211	0.128	-1.23	0.247	0.196	-0.859	1.285	0.809	-1.788	0.972	0.707	-0.958	-2.1	2.715	0.313	-0.191	1.454	1.118	1.532	-1.355	0.159	1.313	-0.897	0.326	-0.544	-2.226	-0.577
t176	-0.627	-1.894	-1.025	2.538	0.115	-1.573	1.237	0.053	-1.002	2.238	0.795	-1.771	0.978	1.011	-1.173	-2.211	2.806	0.256	-0.071	1.185	1.342	1.566	-1.471	-0.045	1.117	-1.245	0.562	-0.583	-2.481	-0.637
t24	-0.472	-1.953	-0.566	2.545	0.082	-1.536	0.481	-0.001	-0.978	1.732	1.031	-1.7	0.997	0.901	-1.108	-2.366	2.919	0.227	0.045	1.052	1.441	1.616	-1.487	0.011	1.254	-1.305	0.571	-0.287	-2.482	-0.672
t162	-1.118	-1.38	-0.479	1.798	0.255	-0.867	0.704	0.294	-0.754	1.063	0.542	-1.914	0.978	0.451	-0.965	-1.705	2.428	0.437	-0.458	1.968	0.589	1.443	-1.18	0.119	1.342	-0.523	0.085	-0.938	-1.775	-0.447
t144	-0.829	-1.696	-0.751	2.241	0.167	-1.292	0.953	0.175	-0.897	1.742	0.678	-1.829	0.971	0.795	-1.062	-2.01	2.656	0.327	-0.235	1.503	1.058	1.512	-1.357	0.05	1.205	-0.933	0.361	-0.73	-2.221	-0.559
t4	-0.943	-1.659	-0.464	2.162	0.126	-1.213	0.629	0.34	-0.85	1.584	0.545	-1.866	0.934	0.798	-0.92	-1.936	2.585	0.348	-0.352	1.635	1.023	1.465	-1.325	0.229	1.207	-0.721	0.254	-0.84	-2.245	-0.538
t18	-0.57	-1.879	-0.396	2.435	0.072	-1.421	0.296	0.085	-0.934	1.545	0.96	-1.732	0.985	0.839	-1.037	-2.28	2.845	0.257	-0.042	1.189	1.334	1.585	-1.441	0.1	1.283	-1.146	0.478	-0.365	-2.406	-0.646
t17	-0.474	-1.938	-0.845	2.568	0.106	-1.565	0.87	-0.069	-1.006	1.949	1.029	-1.708	1.013	0.919	-1.205	-2.343	2.906	0.232	0.06	1.043	1.398	1.622	-1.489	-0.093	1.22	-1.382	0.612	-0.327	-2.444	-0.672
t84	0.063	-2.527	-0.343	3.251	-0.151	-2.171	-0.097	-0.1	-1.163	2.308	1.357	-1.524	0.964	1.407	-1.084	-2.974	3.349	0.027	0.427	0.24	2.32	1.735	-1.781	0.118	1.142	-1.874	0.959	0.24	-3.292	-0.884
t194	-0.703	-1.743	-0.31	2.239	0.128	-1.247	0.242	0.142	-0.871	1.275	0.879	-1.77	0.985	0.696	-0.992	-2.141	2.747	0.304	-0.144	1.398	1.138	1.552	-1.366	0.12	1.33	-0.965	0.359	-0.475	-2.221	-0.59
t158	-0.705	-1.661	-0.376	2.141	0.179	-1.145	0.311	0.053	-0.854	1.097	0.96	-1.766	1.019	0.557	-1.061	-2.103	2.727	0.326	-0.125	1.452	0.998	1.568	-1.326	0.019	1.395	-0.984	0.34	-0.434	-2.036	-0.572
t111	-0.842	-1.608	-0.262	2.061	0.166	-1.081	0.244	0.2	-0.817	1.074	0.789	-1.815	0.985	0.575	-0.961	-1.996	2.638	0.352	-0.251	1.604	0.936	1.517	-1.293	0.143	1.365	-0.79	0.245	-0.602	-2.043	-0.541
t108	-0.828	-1.652	-0.422	2.14	0.161	-1.17	0.474	0.194	-0.848	1.322	0.752	-1.817	0.978	0.666	-0.991	-2.013	2.653	0.339	-0.24	1.553	1	1.516	-1.322	0.118	1.305	-0.848	0.293	-0.639	-2.127	-0.551
t154	-1.485	-1.116	-0.487	1.461	0.326	-0.584	0.933	0.51	-0.651	0.912	0.191	-2.042	0.945	0.315	-0.863	-1.35	2.162	0.539	-0.755	2.443	0.204	1.333	-1.04	0.22	1.323	-0.092	-0.161	-1.361	-1.511	-0.331
t26	-0.639	-1.829	-0.272	2.35	0.081	-1.345	0.163	0.149	-0.899	1.396	0.902	-1.751	0.974	0.791	-0.978	-2.221	2.8	0.276	-0.103	1.288	1.27	1.562	-1.41	0.158	1.302	-1.03	0.41	-0.423	-2.358	-0.622
t133	-0.34	-2.042	-0.409	2.641	0.038	-1.599	0.177	-0.056	-0.998	1.639	1.178	-1.651	1.007	0.918	-1.105	-2.501	3.013	0.193	0.146	0.893	1.574	1.654	-1.529	0.024	1.294	-1.421	0.633	-0.102	-2.566	-0.716
t130	-0.26	-2.099	-0.698	2.751	0.052	-1.715	0.537	-0.16	-1.052	1.924	1.233	-1.63	1.024	0.987	-1.215	-2.561	3.067	0.17	0.225	0.771	1.644	1.682	-1.57	-0.099	1.248	-1.594	0.734	-0.061	-2.617	-0.739
t153	-0.913	-1.662	-0.251	2.13	0.121	-1.172	0.305	0.346	-0.827	1.34	0.606	-1.847	0.936	0.739	-0.872	-1.97	2.61	0.344	-0.333	1.626	1.038	1.474	-1.32	0.27	1.263	-0.698	0.232	-0.756	-2.229	-0.54
t197	-0.344	-2.146	-0.626	2.809	-0.005	-1.785	0.519	0.006	-1.054	2.146	1.045	-1.667	0.972	1.146	-1.106	-2.528	3.028	0.165	0.13	0.809	1.734	1.635	-1.59	0.058	1.155	-1.472	0.704	-0.218	-2.799	-0.739
t34	-0.946	-1.481	-0.222	1.889	0.217	-0.922	0.234	0.221	-0.766	0.837	0.747	-1.845	0.994	0.433	-0.948	-1.877	2.554	0.395	-0.326	1.779	0.745	1.495	-1.225	0.132	1.416	-0.657	0.15	-0.68	-1.852	-0.494
t151	-1.072	-1.512	0.042	1.902	0.136	-0.943	-0.027	0.462	-0.741	0.916	0.518	-1.894	0.926	0.575	-0.763	-1.819	2.49	0.399	-0.468	1.874	0.822	1.429	-1.229	0.383	1.341	-0.433	0.065	-0.861	-2.039	-0.486
t116	-0.585	-1.938	-0.306	2.496	0.034	-1.491	0.202	0.178	-0.939	1.655	0.874	-1.739	0.952	0.945	-0.961	-2.299	2.853	0.242	-0.074	1.168	1.441	1.565	-1.468	0.201	1.232	-1.1	0.476	-0.416	-2.554	-0.655
