V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.004	-0.013	0.003	-0.007	0.012	-0.009	-0.007	0.018	0.001	-0.002	0.003	0.002	0.001	0.007	0.016	0.002	0.001	-0.002	0.003	-0.002	-0.001	-0.009	0.008	0.015	-0.003	-0.001	-0.004	0	-0.001	0.011	0.005
2	-0.013	0.298	-0.019	-0.016	-0.108	-0.072	0.203	-0.276	-0.031	0.103	-0.089	0.003	0.003	0.046	-0.09	-0.034	-0.019	0.01	0.041	0.012	0.01	-0.013	-0.156	0.076	0.039	0.078	0.021	-0.058	-0.087	0.129	-0.027
3	0.003	-0.019	0.026	-0.032	0.001	-0.001	-0.002	0	0	0.035	-0.005	0.029	-0.003	0.054	0	-0.011	-0.014	-0.003	-0.005	-0.006	0.002	0.013	0.029	0.016	-0.004	-0.024	-0.01	0.005	-0.011	-0.01	0.006
4	-0.007	-0.016	-0.032	0.072	0.004	0.056	-0.014	0.04	0.006	-0.087	0.046	-0.031	0.004	-0.093	0.021	0.019	-0.012	0.005	-0.015	0.007	-0.001	-0.038	-0.029	-0.069	0.004	-0.014	0.008	0.019	0.047	-0.049	-0.009
5	0.012	-0.108	0.001	0.004	0.078	0.026	-0.104	0.145	0.012	-0.065	0.042	-0.008	0.003	-0.034	0.076	0.029	0.014	-0.006	0.006	-0.003	-0.006	-0.042	0.052	0.004	-0.019	-0.009	-0.016	0.007	0.031	-0.014	0.02
6	-0.009	-0.072	-0.001	0.056	0.026	0.197	-0.132	0.088	0.01	-0.092	0.082	0.002	0	-0.118	0.014	0.032	-0.047	0.005	-0.03	0.003	-0.001	-0.036	0.047	-0.115	0.02	-0.053	-0.032	0.019	0.054	-0.157	-0.01
7	-0.007	0.203	-0.002	-0.014	-0.104	-0.132	0.295	-0.23	-0.024	0.091	-0.029	0.042	0.003	0.128	-0.002	-0.058	-0.083	0.003	0.014	-0.005	0.016	-0.042	-0.137	0.064	0.004	-0.021	0.033	0.007	-0.047	0.102	-0.009
8	0.018	-0.276	0	0.04	0.145	0.088	-0.23	0.357	0.033	-0.185	0.108	-0.016	0.004	-0.085	0.139	0.057	0.018	-0.011	-0.036	-0.008	-0.011	-0.058	0.126	-0.066	-0.034	-0.087	-0.032	0.063	0.101	-0.123	0.036
9	0.001	-0.031	0	0.006	0.012	0.01	-0.024	0.033	0.004	-0.016	0.009	-0.003	0	-0.008	0.01	0.005	0.004	-0.001	-0.008	-0.001	-0.001	0	0.01	-0.012	-0.005	-0.008	0	0.008	0.012	-0.014	0.002
10	-0.002	0.103	0.035	-0.087	-0.065	-0.092	0.091	-0.185	-0.016	0.181	-0.103	0.032	-0.007	0.139	-0.09	-0.045	0.022	-0.001	0.016	-0.004	0.004	0.089	-0.027	0.087	-0.001	0.06	0.016	-0.043	-0.082	0.106	-0.011
