V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.012	-0.004	-0.008	0.021	-0.016	0.014	-0.004	-0.006	-0.025	0.009	0.014	0.01	-0.006	0.01	-0.005	0.014	-0.021	0.008	-0.01	0.014	-0.006	0.037	-0.009	0.017	0.025	-0.006	-0.006	0.006	-0.012	0.012	0.031
2	-0.004	0.17	-0.009	0.097	0.064	-0.055	0.187	0.026	0.034	0.029	-0.002	0.134	-0.044	-0.053	-0.077	-0.006	-0.01	0.061	-0.025	-0.028	0.045	0.094	0.035	0.002	0.023	-0.059	0.023	-0.017	-0.008	0.027	-0.044
3	-0.008	-0.009	0.054	-0.029	-0.01	0.015	-0.008	0.048	0.046	-0.06	-0.039	-0.01	0.007	-0.027	0.017	0.016	-0.012	-0.048	0.001	-0.021	-0.023	-0.105	0.009	-0.024	-0.029	-0.004	-0.029	-0.026	-0.065	-0.035	-0.026
4	0.021	0.097	-0.029	0.142	0.03	-0.026	0.134	-0.022	-0.046	0.044	0.037	0.149	-0.052	-0.012	-0.044	0.036	-0.027	0.076	-0.05	0.012	0.043	0.145	-0.005	0.031	0.064	-0.043	0.048	0.01	-0.025	0.044	0.023
5	-0.016	0.064	-0.01	0.03	0.095	-0.068	0.034	-0.036	0.013	-0.011	0.005	0.08	-0.02	-0.015	-0.001	-0.025	0.059	0.058	-0.009	-0.017	0.057	-0.03	0.006	-0.02	-0.018	0.002	0.097	0.001	0.032	0	-0.067
6	0.014	-0.055	0.015	-0.026	-0.068	0.066	-0.042	0.035	-0.002	-0.012	-0.006	-0.058	0.019	0.012	0.002	0.025	-0.061	-0.057	0.006	0.015	-0.053	0.016	-0.007	0.019	0.02	-0.005	-0.079	-0.008	-0.049	0.001	0.063
7	-0.004	0.187	-0.008	0.134	0.034	-0.042	0.299	0.063	0.052	0.066	-0.019	0.143	-0.049	-0.075	-0.093	0.003	-0.036	0.039	-0.03	-0.042	0.039	0.163	0.054	0.003	0.024	-0.082	-0.028	-0.029	-0.02	0.032	-0.032
8	-0.006	0.026	0.048	-0.022	-0.036	0.035	0.063	0.093	0.075	-0.03	-0.052	-0.027	0.012	-0.045	-0.025	0.01	-0.049	-0.071	0.008	-0.032	-0.045	-0.035	0.033	-0.015	-0.017	-0.03	-0.099	-0.041	-0.07	-0.021	-0.005
9	-0.025	0.034	0.046	-0.046	0.013	-0.002	0.052	0.075	0.107	-0.042	-0.065	-0.031	0.021	-0.051	-0.009	-0.03	0.004	-0.069	0.024	-0.051	-0.021	-0.093	0.043	-0.042	-0.056	-0.009	-0.055	-0.042	-0.024	-0.035	-0.057
10	0.009	0.029	-0.06	0.044	-0.011	-0.012	0.066	-0.03	-0.042	0.092	0.037	0.01	-0.011	0.017	-0.038	-0.011	-0.003	0.047	-0.002	0.018	0.02	0.16	0.002	0.029	0.035	-0.01	-0.004	0.024	0.071	0.044	0.032
11	0.014	-0.002	-0.039	0.037	0.005	-0.006	-0.019	-0.052	-0.065	0.037	0.047	0.03	-0.014	0.032	-0.007	0.011	-0.001	0.054	-0.013	0.032	0.021	0.086	-0.023	0.03	0.04	0.002	0.042	0.029	0.028	0.031	0.034
