V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t81	-5.629	-2.98	-8.1	-4.416	-6.251	-6.033	-0.197	-8.105	-4.397	-5.406	-8.163	-4.286	-8.539	-5.734	-8.181	-5.554	-5.827	-5.42	-7.271	-6.437	-6.287	-3.504	-4.895	-5.955	-4.776	-7.62	-6.609	-7.869	-5.159	-7.321
t144	-3.233	-3.795	-4.418	-4.431	-3.729	-2.517	-2.748	-5.603	-2.048	-5.069	-5.834	-3.612	-5.124	-2.663	-3.757	-1.799	-2.945	-3.977	-4.729	-3.364	-4.767	-5.069	-3.113	-4.041	-2.815	-3.979	-3.976	-5.322	-4.215	-5.703
t90	-2.749	-4.251	-4.91	-4.221	-5.002	-1.934	-2.92	-5.919	-3.133	-4.592	-5.558	-4.184	-5.442	-2.145	-4.119	-1.915	-4.089	-4.001	-4.98	-3.014	-5.386	-3.894	-3.616	-3.347	-2.179	-4.36	-5.09	-5.254	-4.225	-5.511
t106	-3.475	-4.869	-8.371	-3.66	-4.809	-4.705	-4.537	-10.125	-6.646	-3.484	-4.815	-4.27	-7.17	-1.827	-5.482	-4.177	-3.332	-1.968	-6.29	-3.271	-4.757	-2.369	-5.327	-3.669	-2.465	-4.724	-3.288	-4.995	-1.702	-5.476
t92	-3.122	-5.653	-6.483	-3.805	-4.302	-3.53	-5.179	-9.207	-5.44	-4.647	-4.856	-3.545	-6.275	-1.465	-3.478	-2.595	-3.035	-2.878	-5.718	-2.758	-4.478	-3.896	-5.053	-3.655	-2.493	-3.821	-2.449	-4.659	-2.953	-5.626
t38	-3.83	-4.477	-7.408	-2.673	-5.573	-4.223	-0.888	-8.382	-5.151	-3.779	-6.202	-3.169	-7.37	-3.403	-5.431	-3.313	-4.449	-3.901	-6.841	-4.242	-5.235	-1.853	-4.765	-4.388	-2.92	-5.628	-4.853	-5.994	-3.969	-5.899
t55	-2.785	-4.307	-5.188	-3.22	-4.26	-2.879	-3.432	-7.049	-3.45	-4.699	-5.415	-3.193	-5.612	-2.085	-3.624	-1.996	-2.76	-3.367	-5.396	-3.046	-4.662	-4.726	-3.808	-3.732	-2.434	-3.673	-3.441	-4.903	-3.562	-5.622
t188	-4.232	-2.849	-7.346	-3.356	-2.805	-5.766	-2.836	-9.44	-4.836	-5.003	-5.572	-2.025	-7.39	-3.036	-5.6	-4.249	-2.92	-2.074	-6.189	-4.194	-3.707	-3.824	-4.762	-4.51	-3.373	-5.18	-1.717	-5.551	-2.752	-5.95
t145	-3.192	-5.716	-6.585	-4.515	-3.294	-3.366	-6.432	-9.099	-4.548	-5.47	-5.062	-4.015	-5.769	-1.348	-3.257	-3.573	-2.722	-3.307	-5.362	-2.946	-4.717	-4.964	-4.819	-3.744	-2.561	-3.463	-2.191	-4.949	-2.765	-5.575
t22	-2.916	-4.807	-5.384	-3.038	-4.667	-2.626	-4.218	-7.293	-4.46	-5.508	-5.257	-2.806	-6.239	-2.37	-4.183	-1.411	-3.957	-3.462	-6.074	-3.013	-5.119	-4.701	-4.559	-3.671	-1.954	-4.423	-3.414	-5.294	-5.447	-5.727
t30	-3.833	-2.348	-6.083	-3.305	-2.695	-4.495	-2.458	-7.646	-3.005	-5.199	-5.698	-1.982	-6.298	-3.095	-5.059	-3.061	-2.933	-3.104	-5.605	-3.878	-4.109	-3.704	-3.814	-4.388	-2.941	-4.739	-2.457	-5.45	-3.54	-5.516
