V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t122	0.017	0.026	0.019	0.004	0.005	0.017	0.069	0.32	0.004	0.015	0.041	0.007	0.087	0.044	0.005	0.013	0.037	0.046	0.02	0.032	0.019	0.003	0.011	0.014	0.023	0.016	0.004	0.022	0.011	0.047
t30	0	0.012	0.028	0.03	0.016	0.007	0.035	0.019	0	0.005	0.086	0.001	0.325	0.001	0.008	0.018	0.002	0	0.001	0.077	0.014	0.029	0	0.003	0.042	0.017	0.002	0.211	0.009	0.001
t66	0.054	0.007	0.004	0.001	0.002	0.036	0.05	0.514	0.007	0.009	0.025	0.006	0.012	0.031	0.002	0.006	0.062	0.018	0.042	0.009	0.005	0	0.012	0.011	0.008	0.007	0.002	0.007	0.005	0.045
t88	0.022	0.008	0.001	0.001	0.002	0.016	0.045	0.495	0.01	0.022	0.007	0.006	0.019	0.123	0.002	0.004	0.063	0.011	0.01	0.016	0.011	0	0.019	0.014	0.011	0.003	0.004	0.003	0.006	0.045
t193	0.009	0.015	0.057	0.021	0.022	0.048	0.068	0.121	0.001	0.004	0.236	0.004	0.049	0.002	0.007	0.021	0.01	0.012	0.022	0.043	0.011	0.022	0.002	0.005	0.024	0.042	0.002	0.107	0.009	0.004
t187	0.076	0.007	0.002	0	0.001	0.014	0.034	0.531	0.009	0.008	0.012	0.006	0.008	0.054	0.001	0.003	0.076	0.02	0.041	0.005	0.005	0	0.017	0.01	0.004	0.004	0.002	0.002	0.003	0.043
t64	0	0.012	0.046	0.046	0.016	0.003	0.024	0.013	0	0.002	0.168	0.001	0.17	0	0.006	0.016	0.001	0.003	0.004	0.032	0.011	0.025	0	0.002	0.029	0.024	0.001	0.341	0.005	0.001
t141	0.004	0.005	0.021	0.022	0.033	0.088	0.058	0.071	0.001	0.004	0.26	0.002	0.019	0	0.008	0.018	0.004	0.001	0.01	0.059	0.008	0.024	0.001	0.002	0.029	0.034	0.002	0.203	0.007	0.001
t96	0.003	0.014	0.004	0	0	0.001	0.015	0.106	0.002	0.008	0.003	0.003	0.101	0.139	0.001	0.003	0.019	0.434	0.003	0.007	0.01	0	0.008	0.008	0.006	0.002	0.002	0.001	0.004	0.093
t176	0.037	0.01	0.002	0.001	0.001	0.008	0.035	0.467	0.01	0.014	0.009	0.006	0.014	0.118	0.001	0.003	0.059	0.037	0.025	0.008	0.009	0	0.018	0.013	0.007	0.004	0.002	0.003	0.005	0.071
