V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t71	0.002	0	0	0.012	0.012	0	0.003	0	0.144	0.008	0.005	0.009	0.002	0.07	0.015	0.025	0.19	0	0.001	0.001	0	0.001	0.004	0.001	0.484	0.003	0.001	0	0.001	0.005
t62	0.063	0.018	0.009	0.013	0.026	0.06	0.015	0.023	0.015	0.014	0.011	0.031	0.038	0.012	0.032	0.071	0.04	0.012	0.053	0.019	0.075	0.044	0.006	0.042	0.055	0.014	0.066	0.028	0.046	0.049
t144	0.258	0.013	0.006	0.007	0.032	0.014	0.032	0.022	0.012	0.007	0.007	0.018	0.06	0.007	0.012	0.053	0.027	0.012	0.055	0.025	0.043	0.029	0.008	0.037	0.018	0.009	0.101	0.009	0.033	0.033
t103	0.016	0.009	0.007	0.024	0.027	0.04	0.006	0.012	0.025	0.026	0.014	0.04	0.02	0.017	0.034	0.091	0.087	0.007	0.027	0.046	0.033	0.032	0.005	0.025	0.194	0.013	0.022	0.024	0.032	0.046
t170	0.032	0.027	0.007	0.004	0.009	0.247	0.004	0.026	0.002	0.006	0.004	0.015	0.025	0.002	0.009	0.031	0.008	0.012	0.051	0.03	0.174	0.059	0.002	0.04	0.008	0.005	0.047	0.042	0.044	0.03
t161	0.092	0.008	0.006	0.016	0.04	0.009	0.028	0.013	0.048	0.015	0.013	0.031	0.036	0.028	0.045	0.081	0.078	0.008	0.034	0.009	0.021	0.021	0.011	0.027	0.129	0.015	0.058	0.01	0.028	0.041
t84	0.356	0.013	0.005	0.003	0.019	0.016	0.035	0.023	0.006	0.003	0.004	0.01	0.057	0.003	0.016	0.029	0.009	0.011	0.052	0.008	0.034	0.028	0.005	0.032	0.011	0.007	0.141	0.009	0.028	0.024
t187	0.24	0.019	0.007	0.004	0.02	0.037	0.023	0.029	0.005	0.004	0.005	0.013	0.058	0.003	0.011	0.036	0.011	0.013	0.064	0.021	0.069	0.041	0.005	0.041	0.009	0.007	0.121	0.015	0.038	0.03
t13	0.283	0.018	0.006	0.003	0.018	0.034	0.024	0.029	0.004	0.003	0.004	0.011	0.059	0.002	0.01	0.03	0.008	0.013	0.062	0.019	0.06	0.038	0.004	0.039	0.007	0.007	0.132	0.013	0.034	0.026
t65	0.33	0.015	0.006	0.004	0.023	0.016	0.029	0.022	0.006	0.003	0.005	0.012	0.059	0.004	0.006	0.033	0.014	0.012	0.059	0.018	0.059	0.027	0.007	0.038	0.005	0.007	0.113	0.009	0.031	0.026
t25	0.45	0.005	0.004	0.005	0.034	0.002	0.047	0.012	0.019	0.003	0.005	0.011	0.057	0.009	0.01	0.036	0.022	0.007	0.034	0.015	0.01	0.013	0.01	0.021	0.017	0.009	0.093	0.003	0.017	0.02
t105	0.011	0.006	0.005	0.029	0.029	0.016	0.006	0.007	0.042	0.028	0.016	0.044	0.014	0.039	0.024	0.099	0.184	0.005	0.02	0.019	0.031	0.017	0.007	0.019	0.179	0.011	0.014	0.013	0.023	0.042
t49	0.617	0.005	0.002	0.001	0.015	0.001	0.063	0.007	0.006	0.001	0.002	0.005	0.035	0.005	0.002	0.015	0.01	0.005	0.029	0.001	0.026	0.005	0.008	0.016	0.001	0.003	0.091	0.001	0.01	0.01
t96	0.08	0.007	0.006	0.017	0.04	0.008	0.025	0.012	0.053	0.015	0.014	0.031	0.034	0.03	0.047	0.08	0.082	0.007	0.031	0.011	0.017	0.02	0.011	0.025	0.154	0.016	0.052	0.009	0.026	0.04
t156	0.427	0.011	0.004	0.003	0.019	0.012	0.028	0.022	0.004	0.002	0.003	0.008	0.062	0.002	0.007	0.024	0.007	0.01	0.049	0.024	0.025	0.026	0.005	0.029	0.006	0.006	0.123	0.007	0.024	0.019
t35	0.068	0.014	0.008	0.014	0.031	0.043	0.012	0.023	0.016	0.015	0.01	0.03	0.043	0.009	0.028	0.076	0.039	0.011	0.046	0.079	0.035	0.046	0.006	0.036	0.086	0.013	0.057	0.023	0.04	0.045
t20	0.125	0.006	0.005	0.016	0.049	0.004	0.036	0.011	0.061	0.014	0.013	0.028	0.038	0.034	0.029	0.082	0.102	0.007	0.03	0.01	0.015	0.015	0.014	0.023	0.107	0.013	0.054	0.005	0.022	0.035
t145	0.532	0.012	0.003	0.001	0.009	0.013	0.022	0.021	0.001	0.001	0.001	0.004	0.052	0.001	0.003	0.011	0.002	0.009	0.044	0.012	0.032	0.021	0.002	0.024	0.001	0.003	0.131	0.005	0.018	0.011
t115	0.244	0.008	0.005	0.009	0.038	0.007	0.04	0.016	0.031	0.007	0.009	0.02	0.054	0.014	0.034	0.055	0.033	0.008	0.04	0.014	0.014	0.022	0.01	0.027	0.065	0.014	0.096	0.007	0.025	0.032
t129	0.126	0.027	0.007	0.003	0.011	0.135	0.011	0.036	0.002	0.004	0.004	0.011	0.046	0.001	0.013	0.026	0.005	0.014	0.065	0.024	0.096	0.062	0.002	0.044	0.008	0.007	0.109	0.03	0.044	0.028
t88	0.224	0.019	0.007	0.005	0.021	0.039	0.022	0.029	0.005	0.005	0.005	0.014	0.059	0.003	0.012	0.038	0.012	0.013	0.064	0.027	0.063	0.043	0.005	0.042	0.011	0.008	0.117	0.016	0.039	0.031
t184	0.07	0.019	0.008	0.01	0.022	0.084	0.013	0.028	0.01	0.012	0.009	0.025	0.042	0.006	0.041	0.059	0.021	0.012	0.053	0.03	0.052	0.057	0.004	0.04	0.065	0.013	0.076	0.031	0.045	0.044
t23	0.197	0.007	0.005	0.012	0.046	0.005	0.035	0.014	0.04	0.01	0.01	0.023	0.052	0.018	0.029	0.067	0.052	0.008	0.035	0.024	0.012	0.021	0.011	0.025	0.09	0.015	0.074	0.007	0.024	0.034
t102	0.379	0.013	0.004	0.003	0.018	0.018	0.023	0.026	0.004	0.002	0.003	0.008	0.066	0.002	0.009	0.025	0.005	0.01	0.05	0.043	0.023	0.034	0.004	0.03	0.008	0.006	0.127	0.009	0.026	0.02
t104	0.42	0.009	0.004	0.004	0.025	0.007	0.035	0.019	0.008	0.003	0.004	0.01	0.063	0.004	0.011	0.031	0.011	0.009	0.043	0.023	0.017	0.023	0.006	0.026	0.012	0.007	0.116	0.006	0.022	0.021
t127	0.599	0.007	0.002	0.001	0.012	0.003	0.046	0.011	0.003	0.001	0.002	0.004	0.04	0.002	0.004	0.012	0.004	0.006	0.033	0.002	0.024	0.009	0.005	0.018	0.001	0.003	0.12	0.002	0.013	0.01
t94	0.011	0.023	0.004	0.002	0.003	0.376	0.002	0.017	0	0.003	0.002	0.007	0.011	0	0.003	0.014	0.003	0.008	0.032	0.012	0.295	0.04	0.001	0.025	0.002	0.002	0.023	0.033	0.029	0.016
t110	0.061	0.001	0.002	0.013	0.039	0	0.031	0.002	0.172	0.008	0.01	0.016	0.015	0.072	0.035	0.049	0.133	0.002	0.008	0.002	0.001	0.003	0.014	0.006	0.252	0.011	0.019	0.001	0.006	0.015
t54	0.001	0	0.001	0.015	0.009	0	0.001	0	0.071	0.012	0.005	0.012	0.001	0.042	0.015	0.028	0.164	0	0.001	0.002	0.001	0.001	0.002	0.001	0.602	0.003	0.001	0.001	0.002	0.006
t136	0.123	0.013	0.008	0.013	0.037	0.018	0.029	0.018	0.024	0.012	0.012	0.03	0.045	0.019	0.021	0.077	0.063	0.011	0.052	0.012	0.062	0.028	0.011	0.039	0.039	0.013	0.075	0.013	0.038	0.046
t39	0.229	0.009	0.006	0.01	0.042	0.009	0.033	0.019	0.021	0.008	0.009	0.021	0.06	0.01	0.017	0.062	0.038	0.01	0.046	0.039	0.022	0.027	0.01	0.032	0.041	0.011	0.086	0.008	0.029	0.034
