V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t21	0.022	0.077	0.04	0.014	0.011	0.028	0.213	0.028	0.016	0.018	0.026	0.007	0.01	0.004	0.011	0.003	0.016	0.046	0.026	0.057	0.016	0.007	0.018	0.013	0.014	0.011	0.086	0.004	0.128	0.03
t123	0.042	0.188	0.017	0.051	0.029	0.012	0.137	0.009	0.011	0.011	0.008	0.016	0.057	0.007	0.02	0.001	0.004	0.005	0.01	0.013	0.003	0.004	0.036	0.007	0.005	0.027	0.138	0.002	0.039	0.092
t34	0.006	0.016	0.042	0.002	0.002	0.03	0.153	0.041	0.011	0.015	0.039	0.002	0.001	0.001	0.003	0.003	0.028	0.178	0.029	0.105	0.034	0.005	0.004	0.011	0.017	0.002	0.027	0.004	0.183	0.005
t176	0.007	0.021	0.043	0.003	0.003	0.031	0.167	0.04	0.012	0.016	0.038	0.002	0.001	0.002	0.004	0.003	0.027	0.15	0.03	0.099	0.032	0.006	0.006	0.012	0.017	0.003	0.033	0.004	0.18	0.007
t183	0.008	0.023	0.044	0.003	0.003	0.031	0.172	0.04	0.013	0.016	0.038	0.002	0.001	0.002	0.004	0.003	0.026	0.142	0.03	0.097	0.031	0.006	0.006	0.012	0.017	0.003	0.035	0.004	0.178	0.008
t69	0.016	0.053	0.043	0.009	0.008	0.031	0.207	0.033	0.016	0.018	0.031	0.005	0.005	0.003	0.008	0.003	0.02	0.071	0.029	0.072	0.021	0.007	0.013	0.013	0.015	0.007	0.066	0.004	0.151	0.02
t97	0.011	0.033	0.044	0.005	0.005	0.032	0.189	0.038	0.014	0.017	0.036	0.003	0.003	0.002	0.006	0.003	0.024	0.109	0.03	0.088	0.027	0.006	0.008	0.013	0.017	0.005	0.047	0.005	0.17	0.011
t137	0.044	0.211	0.012	0.064	0.033	0.008	0.103	0.005	0.009	0.008	0.005	0.017	0.082	0.007	0.021	0.001	0.002	0.002	0.007	0.008	0.002	0.003	0.038	0.005	0.003	0.03	0.137	0.001	0.024	0.11
t45	0.034	0.137	0.029	0.031	0.02	0.02	0.188	0.017	0.015	0.015	0.015	0.012	0.027	0.007	0.017	0.002	0.009	0.016	0.018	0.03	0.008	0.006	0.029	0.01	0.009	0.019	0.123	0.003	0.077	0.06
t122	0.01	0.031	0.044	0.005	0.004	0.032	0.186	0.038	0.014	0.017	0.036	0.003	0.002	0.002	0.005	0.003	0.025	0.116	0.03	0.09	0.028	0.006	0.008	0.012	0.017	0.004	0.044	0.004	0.172	0.01
