feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t21	-0.022	1.223	0.777	-0.493	-0.714	0.425	2.396	0.464	-0.185	-0.038	0.393	-1.111	-0.966	-1.58	-0.677	-1.801	-0.071	1.08	0.352	1.202	-0.062	-1.055	-0.224	-0.404	-0.287	-0.745	1.385	-1.499	1.974	0.25
t123	0.399	1.748	0.51	0.202	-0.162	0.141	2.311	0.037	-0.243	-0.175	-0.054	-0.644	-0.036	-1.228	-0.289	-2.103	-0.597	0.164	0.051	0.656	-0.69	-1.182	0.217	-0.589	-0.636	-0.21	1.716	-1.755	1.551	0.879
t34	-0.309	0.864	0.96	-0.967	-1.091	0.62	2.454	0.756	-0.146	0.056	0.698	-1.43	-1.602	-1.82	-0.942	-1.594	0.288	1.706	0.557	1.576	0.367	-0.969	-0.525	-0.278	-0.048	-1.11	1.158	-1.325	2.264	-0.18
t176	-0.097	1.13	0.825	-0.616	-0.813	0.476	2.411	0.54	-0.175	-0.013	0.473	-1.193	-1.131	-1.642	-0.745	-1.747	0.022	1.243	0.405	1.3	0.05	-1.032	-0.301	-0.371	-0.225	-0.84	1.326	-1.453	2.05	0.139
t183	-0.294	0.883	0.95	-0.942	-1.072	0.61	2.451	0.74	-0.148	0.051	0.682	-1.413	-1.568	-1.807	-0.927	-1.605	0.269	1.672	0.546	1.556	0.344	-0.973	-0.508	-0.285	-0.061	-1.09	1.17	-1.334	2.248	-0.156
t69	0.085	1.356	0.709	-0.316	-0.574	0.353	2.374	0.356	-0.2	-0.073	0.28	-0.992	-0.73	-1.49	-0.578	-1.877	-0.205	0.847	0.275	1.064	-0.222	-1.087	-0.111	-0.451	-0.375	-0.609	1.469	-1.564	1.867	0.41
t97	-0.006	1.243	0.767	-0.466	-0.694	0.415	2.393	0.448	-0.188	-0.043	0.377	-1.093	-0.931	-1.566	-0.662	-1.812	-0.091	1.045	0.34	1.182	-0.086	-1.06	-0.207	-0.411	-0.3	-0.725	1.397	-1.509	1.959	0.274
t137	0.337	1.67	0.549	0.099	-0.244	0.183	2.323	0.101	-0.235	-0.155	0.012	-0.713	-0.174	-1.28	-0.347	-2.058	-0.519	0.301	0.095	0.737	-0.597	-1.163	0.152	-0.561	-0.584	-0.289	1.667	-1.717	1.613	0.785
t45	0.245	1.555	0.608	-0.053	-0.365	0.245	2.342	0.194	-0.222	-0.125	0.11	-0.815	-0.379	-1.357	-0.432	-1.992	-0.403	0.502	0.162	0.857	-0.459	-1.135	0.055	-0.521	-0.508	-0.407	1.595	-1.661	1.706	0.647
t122	-0.003	1.246	0.765	-0.461	-0.69	0.413	2.392	0.445	-0.188	-0.044	0.373	-1.09	-0.924	-1.564	-0.659	-1.814	-0.095	1.038	0.338	1.178	-0.09	-1.061	-0.203	-0.413	-0.302	-0.721	1.399	-1.511	1.955	0.279
t155	0.473	1.84	0.463	0.323	-0.066	0.091	2.295	-0.037	-0.253	-0.199	-0.132	-0.562	0.126	-1.166	-0.222	-2.156	-0.689	0.004	-0.002	0.56	-0.8	-1.204	0.294	-0.621	-0.697	-0.117	1.774	-1.799	1.477	0.989
t185	0.247	1.558	0.607	-0.049	-0.362	0.244	2.341	0.192	-0.222	-0.126	0.108	-0.813	-0.373	-1.355	-0.43	-1.994	-0.407	0.496	0.16	0.854	-0.463	-1.136	0.058	-0.522	-0.51	-0.404	1.596	-1.662	1.704	0.651
t129	0.072	1.341	0.718	-0.337	-0.591	0.362	2.377	0.369	-0.198	-0.069	0.293	-1.006	-0.758	-1.501	-0.59	-1.868	-0.189	0.875	0.284	1.08	-0.203	-1.083	-0.125	-0.445	-0.365	-0.625	1.459	-1.556	1.88	0.391
t109	-0.594	0.509	1.14	-1.436	-1.464	0.811	2.511	1.042	-0.108	0.147	0.999	-1.745	-2.229	-2.058	-1.203	-1.391	0.641	2.322	0.759	1.943	0.789	-0.884	-0.822	-0.155	0.186	-1.471	0.933	-1.153	2.548	-0.604
t141	-0.242	0.948	0.918	-0.856	-1.004	0.575	2.441	0.688	-0.155	0.034	0.627	-1.355	-1.453	-1.764	-0.88	-1.642	0.204	1.56	0.509	1.489	0.267	-0.989	-0.454	-0.308	-0.104	-1.025	1.21	-1.365	2.196	-0.079
t43	0.22	1.526	0.623	-0.092	-0.397	0.262	2.347	0.218	-0.219	-0.117	0.136	-0.842	-0.43	-1.377	-0.453	-1.975	-0.375	0.552	0.178	0.887	-0.424	-1.128	0.031	-0.511	-0.488	-0.437	1.576	-1.646	1.73	0.613
t117	-0.11	1.113	0.833	-0.637	-0.83	0.485	2.414	0.553	-0.173	-0.01	0.486	-1.208	-1.16	-1.653	-0.757	-1.738	0.038	1.27	0.414	1.316	0.069	-1.029	-0.315	-0.366	-0.214	-0.856	1.315	-1.446	2.063	0.12
t181	0.658	2.072	0.343	0.63	0.178	-0.036	2.257	-0.227	-0.28	-0.261	-0.33	-0.356	0.538	-1.011	-0.05	-2.291	-0.923	-0.403	-0.136	0.317	-1.079	-1.261	0.489	-0.703	-0.853	0.119	1.921	-1.913	1.288	1.267
