V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t36	0.088	0.031	0.002	0.028	0.053	0.047	0.07	0.028	0.019	0.005	0.032	0.041	0.029	0.002	0.004	0.003	0.002	0.014	0.007	0.098	0.017	0.023	0.001	0.008	0.003	0.003	0.134	0.013	0.162	0.036
t67	0.016	0.034	0.092	0.02	0.015	0.024	0.076	0.008	0.023	0.002	0.029	0.038	0.007	0.012	0.014	0.003	0.007	0.013	0.012	0.069	0.014	0.01	0.006	0.015	0.003	0.007	0.114	0.009	0.22	0.088
t54	0.014	0.027	0.012	0.015	0.021	0.061	0.035	0.007	0.023	0.002	0.03	0.096	0.002	0.001	0.002	0.002	0.009	0.007	0.007	0.009	0.005	0.018	0.01	0.02	0.002	0.001	0.073	0.01	0.112	0.367
t174	0.01	0.014	0.162	0.013	0.004	0.01	0.067	0.002	0.013	0.001	0.011	0.014	0.003	0.01	0.015	0.002	0.009	0.012	0.013	0.093	0.02	0.003	0.004	0.006	0.001	0.015	0.11	0.004	0.337	0.02
t155	0.063	0.04	0.011	0.026	0.04	0.03	0.065	0.022	0.019	0.004	0.022	0.017	0.065	0.013	0.014	0.002	0.002	0.012	0.004	0.165	0.019	0.023	0	0.007	0.003	0.004	0.085	0.011	0.188	0.024
t86	0.015	0.008	0.05	0.009	0.01	0.065	0.016	0.002	0.016	0.001	0.006	0.058	0.001	0.001	0.002	0.001	0.004	0.003	0.002	0.003	0.004	0.017	0.002	0.019	0	0	0.031	0.004	0.448	0.202
t163	0.016	0.084	0.006	0.024	0.025	0.012	0.092	0.03	0.019	0.004	0.06	0.013	0.032	0.035	0.014	0.006	0.008	0.018	0.009	0.255	0.015	0.008	0.005	0.004	0.01	0.015	0.113	0.017	0.023	0.028
t195	0.007	0.019	0.141	0.013	0.006	0.014	0.066	0.004	0.017	0.001	0.024	0.032	0.002	0.005	0.009	0.002	0.014	0.012	0.019	0.058	0.012	0.004	0.011	0.012	0.002	0.009	0.137	0.005	0.266	0.077
t61	0.002	0.052	0.003	0.012	0.008	0.01	0.062	0.009	0.015	0.001	0.1	0.047	0.001	0.002	0.002	0.01	0.052	0.013	0.033	0.024	0.006	0.002	0.183	0.005	0.012	0.01	0.149	0.012	0.007	0.157
t37	0.019	0.004	0.011	0.008	0.004	0.014	0.034	0.003	0.007	0	0.007	0.022	0.001	0	0.002	0.001	0.002	0.006	0.009	0.032	0.01	0.003	0.001	0.005	0	0.002	0.119	0.002	0.655	0.015
t154	0.012	0.137	0.021	0.024	0.031	0.019	0.069	0.032	0.025	0.005	0.072	0.017	0.036	0.065	0.018	0.004	0.009	0.013	0.005	0.109	0.009	0.013	0.008	0.007	0.012	0.009	0.081	0.021	0.024	0.09
t95	0.013	0.145	0.001	0.023	0.052	0.016	0.062	0.073	0.019	0.008	0.12	0.021	0.04	0.019	0.006	0.006	0.005	0.012	0.006	0.104	0.006	0.012	0.008	0.005	0.02	0.005	0.084	0.026	0.006	0.079
t33	0.014	0.071	0.001	0.023	0.025	0.016	0.094	0.044	0.02	0.005	0.122	0.026	0.009	0.005	0.005	0.009	0.011	0.019	0.02	0.149	0.009	0.006	0.014	0.004	0.016	0.008	0.168	0.02	0.011	0.055
t26	0.017	0.04	0.016	0.018	0.029	0.059	0.04	0.011	0.026	0.003	0.035	0.079	0.005	0.002	0.004	0.002	0.008	0.007	0.006	0.014	0.006	0.024	0.007	0.02	0.003	0.001	0.071	0.012	0.104	0.329
t140	0.007	0.085	0.14	0.019	0.012	0.013	0.073	0.01	0.022	0.002	0.039	0.012	0.015	0.093	0.027	0.004	0.018	0.013	0.008	0.107	0.014	0.006	0.013	0.006	0.007	0.021	0.087	0.012	0.059	0.054
