feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t36	0.536	1.053	-0.452	0.334	0.604	0.797	1.341	-0.022	0.334	-1.606	0.769	0.777	-0.138	-0.977	-0.865	-1.527	-0.924	-0.313	-0.868	1.256	-0.261	0	-1.526	-0.525	-1.415	-1.384	1.811	-0.214	1.83	1.568
t67	-0.208	1.146	0.66	0.158	0.147	0.454	1.31	-0.404	0.331	-1.986	0.808	0.682	-0.676	-0.34	-0.593	-1.584	-0.462	-0.391	-0.708	1.058	-0.437	-0.425	-0.637	-0.433	-1.303	-1.031	1.717	-0.317	1.598	1.859
t54	-0.026	1.086	0.428	0.199	0.356	0.997	1.17	-0.459	0.502	-1.845	0.816	1.186	-1.021	-1.091	-1.013	-1.627	-0.315	-0.503	-0.775	0.445	-0.614	0.017	-0.493	-0.087	-1.449	-1.667	1.67	-0.23	1.816	2.52
t174	-0.15	0.99	0.928	0.172	-0.054	0.313	1.426	-0.605	0.292	-2.181	0.636	0.475	-0.697	-0.197	-0.365	-1.531	-0.405	-0.26	-0.565	1.39	-0.17	-0.59	-0.833	-0.606	-1.438	-0.685	1.816	-0.436	1.878	1.446
t155	0.281	1.295	-0.256	0.28	0.55	0.538	1.284	0.063	0.274	-1.624	0.808	0.425	0.168	-0.271	-0.631	-1.53	-0.881	-0.367	-1.089	1.409	-0.349	-0.098	-1.461	-0.721	-1.228	-1.188	1.643	-0.181	1.407	1.442
t86	0.076	1.059	0.649	0.206	0.388	1.201	1.098	-0.571	0.561	-1.827	0.705	1.267	-1.06	-1.183	-1.024	-1.711	-0.265	-0.569	-0.898	0.198	-0.609	0.151	-0.543	0.023	-1.593	-1.821	1.603	-0.228	2.057	2.652
t163	-0.101	1.372	-0.394	0.224	0.405	0.375	1.328	0.009	0.285	-1.712	1.008	0.481	-0.247	-0.264	-0.728	-1.339	-0.551	-0.323	-0.821	1.327	-0.463	-0.345	-0.816	-0.787	-0.992	-1.04	1.673	-0.119	0.938	1.611
t195	-0.359	1.012	0.984	0.115	-0.147	0.362	1.37	-0.567	0.311	-2.295	0.817	0.703	-1.068	-0.54	-0.645	-1.557	-0.129	-0.308	-0.43	1.14	-0.363	-0.627	-0.355	-0.428	-1.354	-0.806	1.913	-0.473	1.861	1.862
t61	-0.705	1.301	-0.151	0.099	0.004	0.338	1.365	-0.367	0.34	-2.135	1.255	0.935	-1.437	-0.89	-1.17	-1.094	0.308	-0.271	-0.203	0.794	-0.59	-0.759	0.571	-0.593	-0.844	-0.863	1.925	-0.172	0.79	2.214
t37	0.481	0.633	0.629	0.276	0.152	0.826	1.44	-0.557	0.35	-2.1	0.525	1.002	-0.841	-1.368	-0.793	-1.676	-0.649	-0.237	-0.448	1.17	-0.032	-0.267	-1.293	-0.238	-1.824	-1.14	2.082	-0.535	2.8	1.619
t154	-0.185	1.316	0.184	0.182	0.302	0.452	1.264	-0.119	0.332	-1.751	0.969	0.569	-0.412	-0.239	-0.629	-1.568	-0.571	-0.427	-0.861	1.119	-0.584	-0.319	-0.736	-0.556	-1.098	-1.165	1.645	-0.189	1.214	1.856
t95	-0.316	1.526	-0.436	0.178	0.447	0.431	1.222	0.082	0.32	-1.65	1.179	0.622	-0.394	-0.313	-0.897	-1.354	-0.398	-0.432	-0.882	1.003	-0.713	-0.303	-0.408	-0.668	-0.832	-1.233	1.607	-0.038	0.634	2.011
t33	0.062	1.207	-0.872	0.271	0.331	0.27	1.488	0.178	0.222	-1.7	1.124	0.448	-0.301	-0.635	-0.802	-1.253	-0.644	-0.153	-0.497	1.718	-0.329	-0.542	-0.957	-0.94	-0.939	-0.867	1.96	-0.171	1.036	1.283
t26	-0.163	1.208	0.402	0.178	0.369	0.848	1.166	-0.405	0.471	-1.82	0.866	1.052	-0.897	-0.78	-0.918	-1.583	-0.313	-0.514	-0.836	0.509	-0.65	-0.061	-0.434	-0.193	-1.321	-1.549	1.587	-0.182	1.52	2.436
