feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t33	-2.612	-3.298	-4.819	-2.607	-4.21	-3.602	-3.878	-2.386	-3.688	-3.413	-4.123	-4.349	-3.844	-2.229	-3.638	-3.009	-3.525	-4.456	-3.263	-2.977	-4.567	-3.883	-3.488	-6.204	-4.81	-2.74	-3.814	-4.201	-3.964	-3.253
t19	-4.841	-3.784	-3.932	-3.086	-4.411	-3.709	-4.039	-2.89	-4.845	-3.599	-4.281	-4.673	-1.512	-3.787	-4.84	-3.555	-3.947	-2.968	-2.92	-4.416	-2.088	-3.353	-3.889	-4.495	-5.095	-3.561	-3.539	-4.361	-3.191	-4.459
t26	-4.816	-4.37	-5.196	-5.979	-5.195	-4.806	-3.72	-4.851	-3.813	-4.269	-4.71	-3.206	-3.806	-6.281	-3.043	-4.533	-3.773	-3.877	-3.663	-4.853	-0.662	-4.609	-5.193	-3.567	-4.007	-4.223	-4.743	-5.231	-2.72	-4.861
t1	-3.272	-3.788	-2.798	-5.374	-4.3	-3.855	-3.241	-4.415	-4.255	-2.963	-3.739	-3.497	-2.41	-2.894	-4.552	-3.802	-3.01	-2.786	-3.513	-4.973	-2.95	-4.013	-3.245	-2.409	-3.937	-3.872	-4.106	-2.774	-4.699	-4.23
t44	-4.882	-3.672	-2.981	-4.8	-2.433	-3.903	-3.888	-4.912	-4.255	-3.817	-3.782	-4.748	-1.51	-5.477	-3.527	-4.287	-4.426	-3.94	-4.858	-3.601	-2.812	-3.096	-5.231	-4.754	-4.388	-2.969	-4.746	-4.614	-1.888	-4.08
t15	-4.172	-3.721	-3.849	-3.975	-2.559	-3.734	-3.655	-1.96	-4.15	-3.98	-4.091	-3.376	-3.682	-3.478	-3.449	-4.458	-3.229	-3.862	-2.958	-2.787	-3.779	-3.334	-3.966	-2.189	-3.174	-4.554	-4.064	-5.304	-5.342	-3.705
t25	-2.007	-3.591	-4.363	-6.912	-4.213	-3.555	-4.268	-2.267	-4.718	-3.855	-4.722	-5.379	-3.159	-4.199	-5.324	-3.749	-2.883	-3.92	-2.949	-5.048	-1.779	-3.856	-3.383	-2.52	-5.148	-4.139	-4.424	-5.314	-3.01	-4.981
t36	-4.273	-4.631	-3.666	-6.802	-5.099	-4.26	-5.26	-3.852	-4.999	-4.755	-5.225	-5.05	-2.521	-3.645	-3.03	-4.319	-4.429	-4.481	-5.255	-5.384	-0.55	-4.167	-3.835	-6.663	-4.901	-3.875	-4.234	-5.175	-5.514	-4.967
t9	-4.416	-3.663	-3.021	-4.387	-2.061	-3.753	-4.323	-2.125	-3.048	-3.802	-4.842	-5.316	-3.861	-2.4	-3.093	-3.871	-2.62	-3.852	-5.541	-3.968	-4.082	-3.7	-3.682	-2.949	-5.245	-4.103	-4.001	-3.834	-3.735	-3.339
t18	-4.756	-4.26	-2.141	-4.265	-4.599	-4.404	-4.349	-1.071	-4.684	-4.192	-4.141	-4.737	-2.941	-3.23	-3.724	-3.759	-4.059	-4.314	-3.975	-4.754	-4.955	-4.387	-2.975	-5.288	-3.498	-4.779	-4.264	-4.084	-2.78	-4.285
t31	-5.478	-4.016	-3.649	-5.214	-2.879	-4.31	-4.75	-3.408	-4.433	-4.186	-4.048	-5.335	-1.015	-4.379	-2.614	-4.316	-4.259	-3.703	-2.992	-4.369	-1.982	-4.335	-5.309	-5.684	-3.587	-4.778	-4.78	-5.255	-5.906	-4.529
t34	-3.507	-3.542	-4.826	-3.734	-3.423	-4.329	-3.769	-1.925	-5.03	-4.115	-3.826	-3.75	-3.595	-4.693	-2.863	-3.842	-3.347	-3.565	-4.15	-4.518	-2.302	-3.855	-3.082	-5.259	-4.1	-4.687	-4.093	-3.451	-1.831	-4.257
t50	-2.272	-4.172	-3.297	-5.722	-4.571	-4.036	-4.46	-3.455	-4.616	-4.773	-3.923	-4.265	-4.48	-4.292	-1.97	-3.917	-3.427	-3.531	-4.097	-3.918	-4.604	-4.197	-3.523	-1.387	-5.853	-3.638	-3.903	-3.006	-4.036	-4.233
t27	-4.066	-3.741	-5.489	-4.366	-4.584	-3.959	-3.244	-1.756	-3.315	-4.314	-3.812	-5.247	-5.305	-3.325	-5.256	-3.731	-4.287	-3.968	-3.272	-3.102	-3.724	-3.892	-3.019	-1.94	-4.843	-4.197	-3.127	-3.638	-2.447	-3.83
t48	-2.726	-3.655	-4.458	-6.019	-3.986	-3.477	-3.204	-3.77	-4.042	-4.165	-4.125	-4.267	-1.841	-5.737	-4.983	-3.573	-3.643	-3.385	-4.257	-3.932	-1.898	-3.495	-4.902	-2.027	-5.798	-3.922	-4.272	-4.681	-3.056	-4.193
t39	-3.73	-4.266	-4.48	-4.655	-4.356	-3.784	-3.593	-1.089	-3.552	-4.159	-3.552	-3.54	-3.999	-3.51	-2.284	-3.997	-3.896	-3.882	-4.062	-3.928	-5.477	-4.378	-3.912	-4.488	-3.542	-5.099	-3.64	-2.992	-4.061	-4.108
t24	-4.997	-3.599	-2.467	-4.954	-4.393	-3.271	-3.055	-4.374	-3.768	-3.646	-3.809	-4.645	-3.747	-2.749	-1.837	-3.706	-3.344	-3.675	-2.644	-4.4	-3.748	-4.094	-3.754	-3.356	-4.452	-3.002	-4.137	-2.899	-3.743	-4.345
t49	-2.079	-3.961	-3.711	-4.231	-4.034	-4.111	-4.472	-2.727	-4.243	-4.09	-4.104	-3.702	-5.182	-3.541	-3.64	-3.048	-4.648	-3.707	-3.775	-3.904	-5.832	-4.091	-4.237	-2.005	-3.885	-2.586	-3.595	-4.296	-2.01	-4.776
