feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t33	0.073	0.037	0.008	0.074	0.015	0.027	0.021	0.092	0.025	0.033	0.016	0.013	0.021	0.108	0.026	0.049	0.029	0.012	0.038	0.051	0.01	0.021	0.031	0.002	0.008	0.065	0.022	0.015	0.019	0.039
t19	0.008	0.023	0.02	0.046	0.012	0.024	0.018	0.056	0.008	0.027	0.014	0.009	0.22	0.023	0.008	0.029	0.019	0.051	0.054	0.012	0.124	0.035	0.02	0.011	0.006	0.028	0.029	0.013	0.041	0.012
t26	0.008	0.013	0.006	0.003	0.006	0.008	0.024	0.008	0.022	0.014	0.009	0.041	0.022	0.002	0.048	0.011	0.023	0.021	0.026	0.008	0.516	0.01	0.006	0.028	0.018	0.015	0.009	0.005	0.066	0.008
t1	0.038	0.023	0.061	0.005	0.014	0.021	0.039	0.012	0.014	0.052	0.024	0.03	0.09	0.055	0.011	0.022	0.049	0.062	0.03	0.007	0.052	0.018	0.039	0.09	0.02	0.021	0.016	0.062	0.009	0.015
t44	0.008	0.025	0.051	0.008	0.088	0.02	0.02	0.007	0.014	0.022	0.023	0.009	0.221	0.004	0.029	0.014	0.012	0.019	0.008	0.027	0.06	0.045	0.005	0.009	0.012	0.051	0.009	0.01	0.151	0.017
t15	0.015	0.024	0.021	0.019	0.077	0.024	0.026	0.141	0.016	0.019	0.017	0.034	0.025	0.031	0.032	0.012	0.04	0.021	0.052	0.062	0.023	0.036	0.019	0.112	0.042	0.011	0.017	0.005	0.005	0.025
t25	0.134	0.028	0.013	0.001	0.015	0.029	0.014	0.104	0.009	0.021	0.009	0.005	0.042	0.015	0.005	0.024	0.056	0.02	0.052	0.006	0.169	0.021	0.034	0.08	0.006	0.016	0.012	0.005	0.049	0.007
t36	0.014	0.01	0.026	0.001	0.006	0.014	0.005	0.021	0.007	0.009	0.005	0.006	0.08	0.026	0.048	0.013	0.012	0.011	0.005	0.005	0.577	0.016	0.022	0.001	0.007	0.021	0.014	0.006	0.004	0.007
t9	0.012	0.026	0.049	0.012	0.127	0.023	0.013	0.119	0.047	0.022	0.008	0.005	0.021	0.091	0.045	0.021	0.073	0.021	0.004	0.019	0.017	0.025	0.025	0.052	0.005	0.017	0.018	0.022	0.024	0.035
t18	0.009	0.014	0.118	0.014	0.01	0.012	0.013	0.343	0.009	0.015	0.016	0.009	0.053	0.04	0.024	0.023	0.017	0.013	0.019	0.009	0.007	0.012	0.051	0.005	0.03	0.008	0.014	0.017	0.062	0.014
t31	0.004	0.018	0.026	0.005	0.056	0.013	0.009	0.033	0.012	0.015	0.017	0.005	0.362	0.013	0.073	0.013	0.014	0.025	0.05	0.013	0.138	0.013	0.005	0.003	0.028	0.008	0.008	0.005	0.003	0.011
t34	0.03	0.029	0.008	0.024	0.033	0.013	0.023	0.146	0.007	0.016	0.022	0.024	0.027	0.009	0.057	0.021	0.035	0.028	0.016	0.011	0.1	0.021	0.046	0.005	0.017	0.009	0.017	0.032	0.16	0.014
t50	0.103	0.015	0.037	0.003	0.01	0.018	0.012	0.032	0.01	0.008	0.02	0.014	0.011	0.014	0.139	0.02	0.032	0.029	0.017	0.02	0.01	0.015	0.03	0.25	0.003	0.026	0.02	0.049	0.018	0.015
t27	0.017	0.024	0.004	0.013	0.01	0.019	0.039	0.173	0.036	0.013	0.022	0.005	0.005	0.036	0.005	0.024	0.014	0.019	0.038	0.045	0.024	0.02	0.049	0.144	0.008	0.015	0.044	0.026	0.087	0.022
t48	0.065	0.026	0.012	0.002	0.019	0.031	0.041	0.023	0.018	0.016	0.016	0.014	0.159	0.003	0.007	0.028	0.026	0.034	0.014	0.02	0.15	0.03	0.007	0.132	0.003	0.02	0.014	0.009	0.047	0.015
t39	0.024	0.014	0.011	0.01	0.013	0.023	0.028	0.337	0.029	0.016	0.029	0.029	0.018	0.03	0.102	0.018	0.02	0.021	0.017	0.02	0.004	0.013	0.02	0.011	0.029	0.006	0.026	0.05	0.017	0.016
t24	0.007	0.027	0.085	0.007	0.012	0.038	0.047	0.013	0.023	0.026	0.022	0.01	0.024	0.064	0.159	0.025	0.035	0.025	0.071	0.012	0.024	0.017	0.023	0.035	0.012	0.05	0.016	0.055	0.024	0.013
t49	0.125	0.019	0.024	0.015	0.018	0.016	0.011	0.065	0.014	0.017	0.017	0.025	0.006	0.029	0.026	0.047	0.01	0.025	0.023	0.02	0.003	0.017	0.014	0.135	0.021	0.075	0.027	0.014	0.134	0.008
t41	0.116	0.017	0.019	0.023	0.011	0.027	0.02	0.109	0.025	0.022	0.024	0.004	0.01	0.027	0.045	0.025	0.039	0.037	0.013	0.052	0.003	0.032	0.058	0.027	0.021	0.087	0.049	0.013	0.034	0.011
t38	0.136	0.024	0.03	0.048	0.029	0.02	0.018	0.252	0.01	0.022	0.014	0.004	0.02	0.027	0.069	0.028	0.012	0.03	0.007	0.012	0.001	0.021	0.003	0.052	0.014	0.027	0.021	0.033	0.008	0.01
t11	0.034	0.017	0.023	0.003	0.003	0.019	0.056	0.045	0.012	0.039	0.027	0.03	0	0.06	0.054	0.023	0.043	0.047	0.071	0.023	0.055	0.019	0.018	0.104	0.005	0.101	0.02	0.029	0.007	0.013
t16	0.031	0.022	0.122	0.005	0.015	0.022	0.05	0.111	0.016	0.011	0.024	0.009	0.012	0.028	0.032	0.021	0.016	0.051	0.046	0.011	0.137	0.026	0.023	0.026	0.033	0.018	0.02	0.017	0.013	0.028
t8	0.01	0.017	0.008	0.029	0.012	0.013	0.016	0.038	0.073	0.019	0.011	0.024	0.021	0.007	0.01	0.009	0.019	0.021	0.045	0.017	0.258	0.013	0.014	0.032	0.185	0.019	0.017	0.017	0.013	0.013
t4	0.014	0.02	0.216	0.001	0.011	0.025	0.034	0.059	0.014	0.012	0.021	0.022	0.011	0.009	0.032	0.029	0.013	0.028	0.034	0.01	0.024	0.022	0.018	0.04	0.009	0.009	0.016	0.036	0.199	0.011
t42	0.008	0.031	0.066	0.012	0.009	0.05	0.026	0.093	0.029	0.022	0.033	0.015	0.006	0.013	0.088	0.022	0.015	0.042	0.068	0.006	0.04	0.021	0.019	0.064	0.006	0.035	0.022	0.029	0.071	0.037
t28	0.028	0.025	0.008	0.023	0.014	0.018	0.016	0.041	0.094	0.029	0.047	0.059	0.001	0.135	0.013	0.021	0.031	0.027	0.014	0.039	0.084	0.025	0.024	0.014	0.019	0.096	0.03	0.008	0.001	0.016
t17	0.007	0.018	0.007	0.011	0.012	0.021	0.036	0.203	0.122	0.014	0.021	0.009	0.003	0.016	0.063	0.018	0.021	0.051	0.006	0.023	0.063	0.018	0.022	0.048	0.01	0.047	0.04	0.01	0.051	0.01
