V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t23	-6.367	-3.315	-3.068	-5.156	-2.619	-2.664	-3.623	-4.355	-4.24	-4.018	-2.893	-3.522	-4.914	-3.998	-2.908	-3.875	-5.192	-3.022	-3.059	-3.501	-4.155	-4.442	-3.09	-3.412	-5.294	-5.371	-3.143	-1.931	-2.879	-4.023
t104	-4.83	-4.294	-2.714	-3.428	-3.923	-2.819	-4.712	-4.282	-4.063	-3.62	-2.574	-3.127	-4.573	-3.932	-3.695	-2.885	-4.744	-2.789	-3.77	-3.904	-4.188	-4.59	-2.978	-1.458	-7.044	-5.278	-7.225	-4.305	-3.088	-4.233
t108	-4.191	-4.379	-2.864	-4.395	-3.418	-3.355	-4.341	-3.759	-4.202	-3.337	-2.843	-3.324	-5.147	-3.956	-4.885	-4.06	-5.153	-3.139	-3.684	-4.521	-4.3	-4.758	-3.119	-2.278	-5.837	-4.871	-1.414	-3.826	-2.854	-4.065
t9	-3.305	-4.192	-2.557	-4.565	-3.422	-2.458	-4.207	-4.464	-4.022	-2.797	-2.868	-3.253	-4.999	-4.107	-6.297	-4.333	-5.322	-2.82	-3.793	-4.779	-5.076	-4.692	-3.223	-2.177	-4.712	-5.872	-2.854	-4.662	-1.935	-4.161
t16	-3.623	-3.665	-4.247	-6.343	-2.946	-3.351	-2.212	-3.791	-3.888	-4.058	-3.44	-2.972	-5.103	-3.893	-5.868	-4.836	-5.18	-3.002	-3.06	-6.678	-2.977	-5.094	-3.136	-2.542	-7.272	-5.906	-1.45	-4.458	-5.371	-4.083
t141	-4.597	-3.541	-4.065	-7.263	-3.314	-2.792	-3.515	-3.812	-4.3	-3.997	-3.117	-3.875	-5.195	-3.901	-3.226	-3.658	-4.868	-2.783	-2.85	-4.658	-1.48	-5.091	-2.911	-2.662	-7.967	-7.216	-3.959	-2.679	-6.345	-3.918
t84	-5.965	-3.898	-3.355	-4.142	-3.001	-2.253	-3.188	-3.477	-3.769	-4.342	-2.934	-2.925	-5.245	-3.922	-3.449	-4.31	-5.095	-3.202	-2.726	-4.214	-4.65	-4.489	-3.174	-3.328	-5.108	-4.812	-1.947	-2.57	-4.062	-4.621
t184	-3.806	-3.905	-2.877	-4.505	-3.345	-2.776	-3.675	-3.52	-4.209	-3.738	-2.797	-3.092	-4.918	-3.837	-3.8	-3.626	-5.017	-2.745	-3.283	-4.688	-3.337	-4.638	-2.976	-2.604	-5.033	-5.409	-2.137	-3.223	-3.117	-4.276
t2	-3.813	-4.172	-3.611	-6.1	-3.79	-3.471	-3.112	-4.247	-4.306	-3.619	-3.28	-3.387	-5.299	-4.077	-5.544	-4.136	-5.285	-2.891	-3.345	-6.052	-2.981	-5.259	-3.273	-2.604	-6.47	-6.946	-1.011	-3.87	-5.094	-4.837
t93	-6.263	-4.362	-4.092	-6.271	-3.554	-4.832	-4.457	-5.381	-5.652	-4.908	-4.217	-4.824	-6.432	-4.947	-5.708	-5.965	-6.594	-4.315	-4.218	-6.804	-4.284	-5.925	-4.233	-4.745	-4.393	-6.005	-0.315	-3.605	-4.047	-5.137
t150	-5.252	-3.674	-2.564	-4.46	-3.979	-1.807	-3.288	-5.098	-3.997	-3.334	-2.719	-3.272	-5.17	-3.986	-4.823	-3.429	-5.153	-2.483	-2.844	-5.122	-3.812	-4.932	-3.21	-2.873	-3.225	-7.537	-2.759	-3.442	-4.373	-5.513
t167	-4.54	-4.074	-3.37	-2.288	-3.653	-3.357	-4.671	-3.923	-4.337	-4.829	-2.797	-2.523	-4.451	-4.066	-4.098	-3.177	-5.052	-3.195	-4.653	-5.108	-4.671	-4.771	-3.193	-1.622	-6.177	-3.171	-7.463	-6.432	-2.23	-3.724
t12	-4.414	-3.766	-3.855	-6.097	-2.468	-2.87	-3.001	-3.087	-3.907	-3.867	-3.145	-3.083	-4.814	-3.933	-3.582	-4.376	-5.037	-3.007	-3.046	-3.891	-3.94	-4.413	-2.997	-2.756	-8.076	-5.288	-2.352	-2.45	-3.863	-3.519
t15	-5.403	-4.134	-2.549	-3.912	-4.387	-3.495	-5.53	-5.02	-5.226	-3.718	-2.736	-4.341	-4.892	-4.095	-2.421	-2.559	-5.07	-2.9	-3.943	-4.765	-1.891	-5.313	-3.128	-1.822	-5.632	-7.031	-6.325	-2.983	-4.224	-4.83
t190	-4.807	-3.498	-3.319	-5.393	-2.612	-2.925	-2.991	-3.84	-3.7	-3.79	-2.944	-3.042	-4.903	-3.742	-4.454	-4.317	-4.938	-2.906	-2.753	-4.379	-3.853	-4.376	-2.902	-2.902	-6.193	-5.071	-2.158	-2.705	-3.673	-3.897
t166	-4.429	-5.401	-2.824	-2.045	-5.758	-4.88	-7.412	-5.62	-5.891	-4.406	-3.072	-4.073	-5.113	-4.831	-4.943	-2.472	-5.685	-3.601	-6.368	-6.011	-4.231	-5.986	-3.854	-1.003	-6.429	-4.965	-9.726	-8.096	-1.974	-4.815
t191	-3.861	-4.07	-3.902	-7.247	-2.642	-2.988	-3.479	-3.908	-4.557	-4.67	-3.993	-3.894	-5.841	-4.643	-5.138	-6.047	-6.097	-3.649	-3.191	-4.549	-5.225	-4.76	-3.74	-4.961	-4.864	-5.839	-0.977	-2.347	-2.7	-4.245
t155	-7.681	-3.977	-2.556	-5.165	-4.427	-3.958	-5.287	-6.124	-5.94	-4.314	-3.185	-5.172	-5.814	-4.473	-2.269	-3.215	-5.737	-3.28	-3.845	-5.522	-1.724	-5.732	-3.605	-3.88	-2.868	-7.625	-3.409	-1.486	-3.753	-5.98
t31	-3.376	-4.218	-2.838	-3.472	-3.992	-3.797	-5.006	-4.573	-4.52	-3.171	-2.767	-3.418	-4.745	-4.013	-5.731	-3.419	-5.119	-2.963	-4.503	-5.707	-3.635	-5.181	-3.133	-1.012	-6.569	-5.228	-5.204	-6.288	-3.097	-3.813
t145	-4.92	-4.036	-2.803	-3.782	-3.212	-3.451	-4.438	-3.758	-4.267	-3.445	-2.599	-3.262	-4.674	-3.779	-3.514	-3.376	-4.861	-2.978	-3.73	-4.133	-3.544	-4.59	-2.891	-1.806	-6.57	-4.602	-3.123	-3.26	-2.871	-3.828
t3	-5.276	-3.991	-4.154	-8.343	-3.295	-3.301	-3.945	-3.991	-4.905	-4.599	-3.602	-4.444	-5.564	-4.366	-2.325	-4.134	-5.354	-3.162	-3.124	-3.952	-2.122	-5.051	-3.285	-3.93	-7.903	-7.275	-3.994	-1.113	-5.015	-4.293
t113	-3.279	-4.59	-3.187	-3.527	-3.625	-3.442	-5.109	-4.215	-4.098	-3.802	-3.043	-2.865	-4.939	-4.372	-6.77	-4.297	-5.442	-3.394	-4.848	-4.541	-6.536	-4.721	-3.453	-1.903	-6.648	-3.488	-5.82	-7.196	-1.18	-3.393
t162	-6.061	-3.74	-2.715	-2.692	-3.161	-3.617	-4.431	-4.24	-4.439	-4.806	-2.736	-3.019	-4.748	-3.913	-2.982	-3.398	-5.121	-3.271	-3.798	-4.308	-4.447	-4.464	-3.106	-2.934	-4.22	-3.179	-4.53	-3.592	-1.681	-4.131
t34	-5.796	-3.806	-2.645	-2.958	-3.081	-3.513	-3.91	-4.473	-4.154	-3.7	-2.74	-3.11	-4.841	-3.844	-4.572	-3.987	-5.177	-3.22	-3.475	-4.881	-4.577	-4.638	-3.13	-2.461	-4.527	-4.375	-1.751	-3.392	-2.8	-4.408
