V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t23	0.002	0.036	0.047	0.006	0.073	0.07	0.027	0.013	0.014	0.018	0.055	0.03	0.007	0.018	0.055	0.021	0.006	0.049	0.047	0.03	0.016	0.012	0.046	0.033	0.005	0.005	0.043	0.145	0.056	0.018
t104	0.008	0.014	0.066	0.032	0.02	0.06	0.009	0.014	0.017	0.027	0.076	0.044	0.01	0.02	0.025	0.056	0.009	0.061	0.023	0.02	0.015	0.01	0.051	0.233	0.001	0.005	0.001	0.013	0.046	0.015
t108	0.015	0.013	0.057	0.012	0.033	0.035	0.013	0.023	0.015	0.036	0.058	0.036	0.006	0.019	0.008	0.017	0.006	0.043	0.025	0.011	0.014	0.009	0.044	0.103	0.003	0.008	0.243	0.022	0.058	0.017
t9	0.037	0.015	0.078	0.01	0.033	0.086	0.015	0.012	0.018	0.061	0.057	0.039	0.007	0.016	0.002	0.013	0.005	0.06	0.023	0.008	0.006	0.009	0.04	0.113	0.009	0.003	0.058	0.009	0.144	0.016
t16	0.027	0.026	0.014	0.002	0.053	0.035	0.109	0.023	0.02	0.017	0.032	0.051	0.006	0.02	0.003	0.008	0.006	0.05	0.047	0.001	0.051	0.006	0.043	0.079	0.001	0.003	0.235	0.012	0.005	0.017
t141	0.01	0.029	0.017	0.001	0.036	0.061	0.03	0.022	0.014	0.018	0.044	0.021	0.006	0.02	0.04	0.026	0.008	0.062	0.058	0.009	0.228	0.006	0.054	0.07	0	0.001	0.019	0.069	0.002	0.02
t84	0.003	0.02	0.035	0.016	0.05	0.105	0.041	0.031	0.023	0.013	0.053	0.054	0.005	0.02	0.032	0.013	0.006	0.041	0.065	0.015	0.01	0.011	0.042	0.036	0.006	0.008	0.143	0.077	0.017	0.01
t184	0.022	0.02	0.056	0.011	0.035	0.062	0.025	0.03	0.015	0.024	0.061	0.045	0.007	0.022	0.022	0.027	0.007	0.064	0.038	0.009	0.036	0.01	0.051	0.074	0.007	0.004	0.118	0.04	0.044	0.014
t2	0.022	0.015	0.027	0.002	0.023	0.031	0.045	0.014	0.013	0.027	0.038	0.034	0.005	0.017	0.004	0.016	0.005	0.056	0.035	0.002	0.051	0.005	0.038	0.074	0.002	0.001	0.364	0.021	0.006	0.008
t93	0.002	0.013	0.017	0.002	0.029	0.008	0.012	0.005	0.004	0.007	0.015	0.008	0.002	0.007	0.003	0.003	0.001	0.013	0.015	0.001	0.014	0.003	0.015	0.009	0.012	0.002	0.73	0.027	0.017	0.006
t150	0.005	0.025	0.077	0.012	0.019	0.164	0.037	0.006	0.018	0.036	0.066	0.038	0.006	0.019	0.008	0.032	0.006	0.083	0.058	0.006	0.022	0.007	0.04	0.057	0.04	0.001	0.063	0.032	0.013	0.004
t167	0.011	0.017	0.034	0.101	0.026	0.035	0.009	0.02	0.013	0.008	0.061	0.08	0.012	0.017	0.017	0.042	0.006	0.041	0.01	0.006	0.009	0.008	0.041	0.198	0.002	0.042	0.001	0.002	0.108	0.024
t12	0.012	0.023	0.021	0.002	0.085	0.057	0.05	0.046	0.02	0.021	0.043	0.046	0.008	0.02	0.028	0.013	0.006	0.049	0.048	0.02	0.019	0.012	0.05	0.064	0	0.005	0.095	0.086	0.021	0.03
t15	0.005	0.016	0.078	0.02	0.012	0.03	0.004	0.007	0.005	0.024	0.065	0.013	0.008	0.017	0.089	0.077	0.006	0.055	0.019	0.009	0.151	0.005	0.044	0.162	0.004	0.001	0.002	0.051	0.015	0.008
t190	0.008	0.03	0.036	0.005	0.073	0.054	0.05	0.022	0.025	0.023	0.053	0.048	0.007	0.024	0.012	0.013	0.007	0.055	0.064	0.013	0.021	0.013	0.055	0.055	0.002	0.006	0.116	0.067	0.025	0.02
t166	0.012	0.005	0.059	0.129	0.003	0.008	0.001	0.004	0.003	0.012	0.046	0.017	0.006	0.008	0.007	0.084	0.003	0.027	0.002	0.002	0.015	0.003	0.021	0.367	0.002	0.007	0	0	0.139	0.008
t191	0.021	0.017	0.02	0.001	0.071	0.05	0.031	0.02	0.01	0.009	0.018	0.02	0.003	0.01	0.006	0.002	0.002	0.026	0.041	0.011	0.005	0.009	0.024	0.007	0.008	0.003	0.377	0.096	0.067	0.014
t155	0	0.019	0.078	0.006	0.012	0.019	0.005	0.002	0.003	0.013	0.041	0.006	0.003	0.011	0.103	0.04	0.003	0.038	0.021	0.004	0.178	0.003	0.027	0.021	0.057	0	0.033	0.226	0.023	0.003
t31	0.034	0.015	0.059	0.031	0.018	0.022	0.007	0.01	0.011	0.042	0.063	0.033	0.009	0.018	0.003	0.033	0.006	0.052	0.011	0.003	0.026	0.006	0.044	0.363	0.001	0.005	0.005	0.002	0.045	0.022
t145	0.007	0.018	0.061	0.023	0.04	0.032	0.012	0.023	0.014	0.032	0.074	0.038	0.009	0.023	0.03	0.034	0.008	0.051	0.024	0.016	0.029	0.01	0.056	0.164	0.001	0.01	0.044	0.038	0.057	0.022
t3	0.005	0.018	0.016	0	0.037	0.037	0.019	0.018	0.007	0.01	0.027	0.012	0.004	0.013	0.098	0.016	0.005	0.042	0.044	0.019	0.12	0.006	0.037	0.02	0	0.001	0.018	0.329	0.007	0.014
t113	0.038	0.01	0.041	0.029	0.027	0.032	0.006	0.015	0.017	0.022	0.048	0.057	0.007	0.013	0.001	0.014	0.004	0.034	0.008	0.011	0.001	0.009	0.032	0.149	0.001	0.031	0.003	0.001	0.307	0.034
t162	0.002	0.024	0.066	0.068	0.042	0.027	0.012	0.014	0.012	0.008	0.065	0.049	0.009	0.02	0.051	0.033	0.006	0.038	0.022	0.013	0.012	0.012	0.045	0.053	0.015	0.042	0.011	0.028	0.186	0.016
t34	0.003	0.022	0.071	0.052	0.046	0.03	0.02	0.011	0.016	0.025	0.065	0.045	0.008	0.021	0.01	0.019	0.006	0.04	0.031	0.008	0.01	0.01	0.044	0.085	0.011	0.013	0.174	0.034	0.061	0.012
t178	0.049	0.029	0.011	0.01	0.099	0.057	0.109	0.059	0.038	0.006	0.03	0.121	0.007	0.02	0.002	0.004	0.005	0.031	0.057	0.003	0.005	0.011	0.04	0.043	0.001	0.03	0.074	0.004	0.007	0.039
t143	0.044	0.013	0.042	0.036	0.035	0.041	0.015	0.025	0.019	0.026	0.055	0.072	0.01	0.018	0.003	0.016	0.006	0.044	0.014	0.006	0.005	0.009	0.042	0.237	0.001	0.018	0.012	0.003	0.104	0.027
t49	0.001	0.056	0.061	0.023	0.041	0.079	0.036	0.007	0.017	0.014	0.073	0.036	0.008	0.025	0.043	0.038	0.007	0.064	0.072	0.006	0.059	0.009	0.054	0.048	0.028	0.003	0.013	0.056	0.011	0.009
t98	0.001	0.039	0.014	0.015	0.042	0.093	0.085	0.023	0.024	0.004	0.047	0.067	0.008	0.022	0.105	0.028	0.008	0.043	0.097	0.007	0.047	0.008	0.046	0.044	0.001	0.004	0.009	0.057	0.001	0.009
t73	0.007	0.023	0.064	0.048	0.041	0.058	0.014	0.018	0.015	0.018	0.074	0.053	0.011	0.022	0.03	0.035	0.007	0.054	0.024	0.011	0.019	0.011	0.052	0.125	0.008	0.014	0.008	0.021	0.095	0.019
t68	0.004	0.026	0.029	0.005	0.051	0.03	0.031	0.022	0.012	0.017	0.048	0.028	0.007	0.022	0.049	0.021	0.007	0.046	0.044	0.007	0.095	0.007	0.05	0.07	0.001	0.003	0.134	0.11	0.009	0.016
t112	0.004	0.03	0.024	0.003	0.068	0.034	0.053	0.021	0.013	0.012	0.039	0.034	0.006	0.021	0.025	0.012	0.005	0.044	0.048	0.004	0.057	0.008	0.046	0.034	0.004	0.005	0.224	0.089	0.017	0.015
t197	0.004	0.011	0.135	0.102	0.009	0.023	0.003	0.004	0.008	0.046	0.079	0.021	0.006	0.015	0.005	0.054	0.005	0.047	0.01	0.004	0.017	0.005	0.035	0.238	0.014	0.004	0.006	0.004	0.081	0.006
t119	0.015	0.017	0.043	0.047	0.019	0.012	0.003	0.015	0.007	0.009	0.062	0.035	0.012	0.016	0.041	0.081	0.006	0.041	0.007	0.009	0.038	0.007	0.045	0.232	0.001	0.028	0	0.002	0.113	0.038
t97	0.016	0.013	0.077	0.047	0.012	0.064	0.004	0.008	0.007	0.02	0.063	0.031	0.008	0.013	0.015	0.057	0.005	0.056	0.008	0.006	0.019	0.006	0.034	0.167	0.015	0.004	0.001	0.003	0.214	0.011
t36	0.023	0.022	0.037	0.01	0.042	0.104	0.022	0.037	0.017	0.017	0.06	0.056	0.011	0.019	0.053	0.038	0.007	0.067	0.029	0.026	0.019	0.012	0.051	0.108	0.001	0.005	0.004	0.025	0.053	0.025
