feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t43	-2.288	-3.659	-3.1	-4.473	-4.363	-5.252	-1.701	-3.453	-6.229	-3.378	-2.821	-2.674	-4.168	-4.063	-6.027	-3.413	-3.766	-3.715	-3.641	-3.851	-2.976	-4.059	-5.221	-5.268	-3.596	-3.072	-2.734	-4.675	-4.229	-4.19
t26	-4.822	-2.38	-3.587	-2.895	-4.335	-3.017	-4.638	-2.619	-3.395	-4.291	-2.763	-6.271	-3.704	-3.12	-3.763	-3.884	-2.933	-3.555	-3.5	-3.253	-2.572	-3.877	-3.438	-3.104	-3.064	-3.689	-4.447	-3.942	-5.491	-4.181
t16	-5.369	-2.86	-3.744	-3.366	-6.889	-7.378	-1.869	-3.302	-3.049	-4.048	-2.529	-5.582	-3.703	-3.887	-4.945	-4.591	-5.104	-3.824	-3.741	-4.039	-4.072	-3.29	-2.332	-3.642	-2.314	-4.427	-3.289	-3.076	-4.499	-3.72
t45	-2.75	-4.609	-4.364	-3.33	-3.749	-2.326	-3.374	-4.323	-5.174	-3.531	-2.838	-2.606	-2.816	-2.916	-4.981	-4.444	-3.203	-3.799	-3.819	-3.732	-4.342	-3.418	-2.668	-3.018	-3.601	-3.262	-4.539	-4.508	-3.954	-3.526
t38	-3.694	-2.324	-4.439	-3.39	-2.935	-2.755	-3.805	-3.775	-7.868	-3.529	-3.721	-3.604	-3.677	-3.635	-4.77	-3.468	-4.891	-3.616	-3.683	-3.928	-5.205	-3.92	-3.228	-3.296	-2.831	-3.205	-2.961	-4.221	-2.589	-2.591
t46	-3.51	-3.519	-4.364	-4.847	-6.086	-2.794	-3.809	-4.529	-7.243	-3.976	-4.022	-2.722	-3.394	-4.565	-5.39	-4.953	-4.779	-3.892	-4.017	-4.587	-5.299	-3.39	-2.63	-4.02	-1.343	-3.372	-4.166	-5.543	-1.891	-4.315
t35	-4.374	-3.936	-3.24	-4.293	-8.647	-4.981	-2.787	-3.452	-6.133	-4.149	-3.083	-0.935	-3.787	-4.217	-4.701	-4.017	-6.873	-4.178	-4.179	-4.381	-4.286	-3.688	-2.756	-3.554	-5.774	-4.386	-3.886	-5.065	-2.743	-4.421
t36	-3.778	-2.673	-5.197	-4.24	-2.72	-4.55	-4.429	-3.374	-6.278	-4.121	-3.684	-6.899	-3.817	-3.394	-4.782	-3.883	-3.837	-3.597	-3.882	-4.065	-4.723	-3.214	-1.833	-3.145	-4.082	-3.702	-3.311	-5.337	-1.67	-3.621
t15	-2.955	-3.913	-2.961	-4.64	-1.617	-3.405	-3.303	-4.086	-4.572	-4.191	-4.948	-2.889	-3.82	-3.659	-4.663	-5.792	-1.399	-4.22	-4.164	-4.126	-3.867	-3.697	-3.536	-4.445	-5.21	-4.361	-4.718	-5.17	-5.213	-4.219
t10	-3.393	-4.924	-3.126	-4.033	-2.294	-3.53	-2.1	-3.026	-3.728	-3.934	-3.26	-7.012	-3.311	-4.116	-4.265	-5.944	-2.892	-4.045	-3.999	-3.736	-3.246	-3.585	-2.037	-4.17	-3.553	-3.846	-3.083	-4.921	-5.901	-4.552
t14	-4.707	-3.685	-3.028	-3.901	-3.512	-4.284	-5.033	-4.259	-5.936	-4.021	-3.064	-1.581	-3.552	-3.398	-4.687	-3.985	-5.769	-4.119	-3.926	-4.186	-5.529	-3.826	-1.949	-2.73	-2.998	-3.83	-5.81	-4.437	-2.43	-4.847
t25	-3.467	-3.377	-4.363	-4.291	-5.572	-4.199	-2.747	-3.779	-3.717	-3.645	-4.051	-5.653	-3.206	-2.666	-4.021	-3.089	-4.828	-3.754	-3.823	-3.958	-4.704	-3.337	-1.364	-3.639	-4.679	-3.522	-2.931	-4.402	-3.576	-3.635
t33	-2.188	-3.61	-3.331	-3.667	-4.619	-3.532	-1.883	-3.878	-4.764	-4.063	-3.488	-5.237	-3.342	-3.16	-4.331	-4.148	-2.661	-3.806	-3.538	-4.303	-2.268	-3.99	-5.607	-3.387	-4.278	-3.685	-4.716	-2.989	-4.274	-4.357
