feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t43	0.472	0.317	0.137	-0.096	-0.492	-0.602	1.01	0.332	-1.11	0.167	0.582	-0.005	-0.028	0.097	-0.931	-0.36	0.08	0.048	0.077	-0.055	0.292	0.059	0.133	-0.325	0.373	0.312	0.298	-0.394	-0.162	-0.228
t26	-0.103	0.575	-0.045	0.187	-0.542	-0.121	0.338	0.447	-0.633	-0.052	0.554	-0.711	0.029	0.259	-0.549	-0.447	0.164	0.042	0.064	0.022	0.249	0.059	0.522	0.106	0.497	0.173	-0.088	-0.35	-0.363	-0.283
t16	-0.2	0.525	-0.017	0.145	-1.036	-0.963	1.006	0.354	-0.524	0.039	0.671	-0.461	0.09	0.164	-0.773	-0.552	-0.251	0.04	0.063	-0.091	-0.071	0.242	0.868	0.074	0.741	0.071	0.22	-0.158	-0.067	-0.149
t45	0.38	0.026	-0.116	0.098	-0.4	-0.089	0.661	0.119	-0.895	0.086	0.564	-0.08	0.215	0.289	-0.756	-0.645	0.216	-0.012	0.003	-0.061	0.07	0.144	0.519	0.06	0.273	0.214	-0.129	-0.356	-0.282	-0.117
t38	0.179	0.566	-0.118	0.1	-0.198	-0.172	0.578	0.26	-1.498	0.102	0.376	-0.294	0.033	0.139	-0.692	-0.405	-0.156	0.046	0.049	-0.09	-0.113	0.045	0.406	0.012	0.465	0.243	0.249	-0.274	0.047	0.113
t46	0.31	0.365	-0.001	-0.145	-0.807	-0.086	0.663	0.166	-1.281	0.087	0.391	-0.001	0.192	0.018	-0.745	-0.651	-0.049	0.07	0.06	-0.15	-0.038	0.246	0.63	-0.064	0.847	0.293	0.054	-0.484	0.29	-0.183
t35	0.156	0.314	0.269	0.015	-1.384	-0.558	0.93	0.453	-0.996	0.077	0.648	0.431	0.127	0.118	-0.568	-0.423	-0.48	0.034	0.053	-0.077	0.221	0.214	0.603	0.064	-0.068	0.091	0.155	-0.345	0.103	-0.176
t36	0.233	0.547	-0.266	-0.041	-0.079	-0.534	0.474	0.414	-1.089	0.011	0.448	-1.025	0.05	0.227	-0.668	-0.475	0.151	0.099	0.05	-0.076	0.06	0.256	0.733	0.083	0.285	0.182	0.22	-0.479	0.272	-0.06
t15	0.393	0.361	0.135	-0.133	0.112	-0.156	0.646	0.184	-0.825	0.054	0.121	0.099	0.067	0.204	-0.687	-0.749	0.562	-0.034	-0.008	-0.104	0.039	0.169	0.548	-0.133	0.095	0.097	-0.096	-0.537	-0.223	-0.203
t10	0.253	0.083	0.062	-0.02	-0.085	-0.22	0.903	0.407	-0.655	0.083	0.496	-0.932	0.156	0.059	-0.624	-0.819	0.167	-0.026	-0.002	-0.043	0.156	0.163	0.877	-0.101	0.461	0.188	0.266	-0.511	-0.423	-0.317
t14	0.016	0.314	0.259	0.053	-0.249	-0.454	0.339	0.211	-1.017	0.045	0.604	0.261	0.116	0.231	-0.637	-0.495	-0.286	-0.015	0.05	-0.094	-0.122	0.117	0.709	0.193	0.549	0.16	-0.366	-0.26	0.114	-0.345
t25	0.278	0.349	-0.108	-0.084	-0.794	-0.474	0.858	0.287	-0.515	0.096	0.321	-0.777	0.159	0.369	-0.515	-0.317	-0.097	0.033	0.034	-0.079	0.039	0.196	0.811	-0.071	0.097	0.195	0.298	-0.293	-0.208	-0.089
t33	0.449	0.306	0.051	0.029	-0.577	-0.141	0.996	0.188	-1.012	-0.009	0.399	-0.422	0.136	0.304	-0.695	-0.483	0.276	-0.001	0.063	-0.184	0.273	0.033	0.131	0.116	0.268	0.199	-0.133	-0.18	-0.022	-0.359
t9	0.191	0.23	0.005	0.129	-0.613	0.116	0.866	0.227	-1.006	0.064	0.193	-0.627	0.016	0.265	-0.404	-0.313	0.302	-0.031	0.019	-0.117	-0.068	0.043	0.523	0.066	-0.057	0.184	0.109	-0.233	0.236	-0.315
t27	-0.13	0.154	0.15	-0.034	-0.669	-0.532	0.873	0.016	-1.074	0.227	0.443	0.508	-0.026	0.305	-0.552	-0.541	-0.032	0.082	0.084	0.035	0.003	0.12	0.85	-0.02	-0.004	0.153	0.163	-0.44	0.038	-0.149
t23	0.024	0.768	-0.186	0.158	-0.604	-0.272	0.621	0.254	-1.202	0.227	0.45	-0.332	0.23	0.187	-0.543	-0.522	0.072	0.101	0.074	-0.124	0.085	0.13	0.671	-0.195	0.261	0.212	-0.035	-0.201	0.073	-0.381
t4	0.273	0.339	-0.247	0.064	-0.098	-0.181	0.369	0.417	-0.841	-0.1	0.395	-0.22	0.014	0.088	-0.776	-0.531	-0.247	-0.06	-0.019	-0.036	0.288	0.207	0.772	-0.075	0.787	0.268	0.153	-0.279	-0.373	-0.348
t41	0.129	0.616	-0.445	0.061	-0.635	-0.367	0.696	0.447	-0.807	0.03	0.547	-0.551	0.092	0.107	-0.542	-0.623	0.49	-0.031	0.013	-0.134	-0.083	0.025	0.718	-0.104	0.687	0.178	-0.082	-0.382	0.068	-0.116
t6	0.354	0.333	-0.015	-0.025	-0.982	-0.726	0.459	0.203	-1.024	0.097	0.435	0.054	0.119	0.13	-0.741	-0.438	0.047	0.112	0.068	0.086	0.149	-0.021	0.982	-0.138	0.714	0.249	-0.038	-0.151	-0.421	0.132
t24	0.127	0.294	-0.327	-0.058	-0.423	-0.745	0.79	0.627	-0.751	-0.159	0.577	-0.295	0.141	0.142	-0.515	-0.417	0.343	0.057	0.08	0.098	0.201	0.292	0.434	0.149	-0.231	0.135	0.146	-0.217	-0.327	-0.168
t39	0.555	0.394	-0.01	-0.012	-0.526	-0.162	0.696	0.396	-0.854	0.075	0.35	-1.083	0.102	0.301	-0.707	-0.645	0.794	0.029	0.001	-0.057	0.131	-0.009	0.474	-0.002	0.306	0.117	-0.21	-0.416	0.164	-0.19
t42	-0.078	0.289	0.143	-0.022	-0.885	-0.493	0.416	0.683	-0.645	0.119	0.36	0.152	-0.077	0.012	-0.527	-0.405	-0.495	0.043	0.065	-0.152	0.097	0.206	0.672	-0.136	0.278	0.162	0.365	0.12	-0.375	0.108
t1	0.346	-0.176	-0.251	0.004	-0.281	-0.652	0.585	0.222	-0.772	0.275	0.603	-0.242	0.107	0.067	-0.301	-0.38	-0.163	0.04	0.049	-0.065	0.361	0.348	0.431	-0.19	0.331	0.165	-0.028	-0.204	0.102	-0.332
t40	0.303	0.31	-0.259	0.046	-0.214	-0.263	0.362	0.018	-0.835	0.025	0.51	0.35	-0.122	0.074	-0.708	-0.669	-0.059	-0.095	-0.019	-0.151	-0.083	0.052	0.737	0.151	0.751	0.178	0.274	-0.469	0.045	-0.237
t47	0.186	-0.105	-0.125	0.089	-0.041	0.055	0.943	0.272	-0.524	0.095	0.347	-0.267	0.011	0.227	-0.864	-0.734	-0.124	0.054	0.027	-0.044	-0.091	-0.018	0.744	0.039	0.189	0.352	0.027	-0.553	0.297	-0.461
t8	-0.062	0.27	0.088	0.177	-0.682	-0.272	0.86	0.215	-0.676	0.086	0.601	0.576	-0.11	0.263	-0.743	-0.738	-0.067	-0.018	-0.01	-0.171	0.065	0.014	0.482	-0.03	0.726	0.13	-0.142	-0.364	-0.234	-0.232
t30	0.246	0.516	-0.217	0.162	-0.75	-0.269	0.689	0.267	-0.882	0.177	0.389	0.18	-0.3	0.207	-0.9	-0.75	-0.324	0.041	-0.005	0.009	-0.167	0.213	0.499	0.146	1.079	0.117	0.498	-0.496	0.043	-0.419
t12	0.068	0.475	-0.265	0.096	-0.656	-0.605	0.626	0.477	-0.391	0.062	0.631	-0.62	0.036	0.228	-0.584	-0.44	0.228	-0.022	0.03	-0.228	-0.14	0.29	0.416	-0.069	1.113	0.22	0.022	-0.309	-0.347	-0.341
t17	0.078	0.584	0.288	-0.022	-0.631	-0.436	0.82	0.389	-0.406	-0.137	0.362	-0.464	0.17	0.092	-1.129	-0.482	0.423	-0.019	0.023	-0.02	0.184	0.017	0.476	0.061	0.224	-0.008	-0.084	-0.217	0.044	-0.181
t13	0.928	0.283	-0.223	0.214	-0.044	-0.747	0.727	0.026	-0.882	-0.015	0.448	-0.374	-0.18	0.067	-0.677	-0.583	0.097	-0.037	0.018	-0.066	0.055	0.168	0.358	-0.149	0.391	0.158	0.125	-0.114	0.392	-0.362
