V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.043	-0.033	0.04	0.041	-0.009	0.038	-0.098	0.039	0.023	0.036	0.039	-0.036	0.069	0.031	0.027	0.047	0.005	-0.031	-0.06	-0.029	-0.038	0.071	0.019	-0.033	-0.012	0.011	0.005	-0.031	0.003	-0.022	-0.011
2	-0.033	0.079	-0.021	-0.024	0.008	-0.07	0.076	-0.05	-0.047	-0.034	-0.038	0.071	-0.056	0.028	-0.061	-0.036	0.037	0.022	0.051	0.042	-0.036	-0.054	0.032	-0.077	0.015	-0.036	0.035	0.066	-0.012	0.013	0.022
3	0.04	-0.021	0.04	0.039	-0.009	0.028	-0.091	0.025	0.018	0.031	0.034	-0.028	0.062	0.036	0.019	0.044	0.009	-0.031	-0.054	-0.027	-0.045	0.065	0.024	-0.044	-0.01	0.005	0.01	-0.022	0.003	-0.022	-0.008
4	0.041	-0.024	0.039	0.041	-0.008	0.027	-0.097	0.042	0.014	0.035	0.037	-0.027	0.065	0.038	0.017	0.046	0.017	-0.033	-0.059	-0.03	-0.059	0.069	0.027	-0.044	-0.011	0.007	0.011	-0.023	0	-0.022	-0.009
5	-0.009	0.008	-0.009	-0.008	0.003	-0.01	0.02	0.002	-0.008	-0.005	-0.008	0.014	-0.013	-0.001	-0.011	-0.01	0.007	0.008	0.012	0.011	0.001	-0.013	0.002	-0.005	0.003	-0.004	0.003	0.01	-0.004	0.006	0.004
6	0.038	-0.07	0.028	0.027	-0.01	0.074	-0.076	0.021	0.055	0.03	0.038	-0.073	0.062	-0.022	0.066	0.038	-0.048	-0.02	-0.048	-0.033	0.053	0.059	-0.028	0.056	-0.014	0.031	-0.029	-0.063	0.017	-0.016	-0.021
7	-0.098	0.076	-0.091	-0.097	0.02	-0.076	0.238	-0.117	-0.04	-0.088	-0.094	0.076	-0.157	-0.078	-0.05	-0.112	-0.034	0.08	0.145	0.081	0.129	-0.167	-0.052	0.075	0.029	-0.026	-0.014	0.067	-0.001	0.051	0.025
8	0.039	-0.05	0.025	0.042	0.002	0.021	-0.117	0.198	-0.017	0.067	0.052	0.011	0.078	0.066	-0.019	0.046	0.087	-0.027	-0.08	-0.017	-0.132	0.082	0.055	-0.074	-0.012	0.009	0.022	-0.012	-0.034	-0.008	-0.003
9	0.023	-0.047	0.018	0.014	-0.008	0.055	-0.04	-0.017	0.048	0.014	0.02	-0.06	0.036	-0.029	0.056	0.023	-0.053	-0.011	-0.026	-0.022	0.065	0.03	-0.033	0.058	-0.009	0.024	-0.028	-0.05	0.02	-0.011	-0.017
10	0.036	-0.034	0.031	0.035	-0.005	0.03	-0.088	0.067	0.014	0.04	0.036	-0.021	0.062	0.033	0.014	0.041	0.023	-0.025	-0.057	-0.019	-0.05	0.062	0.023	-0.037	-0.01	0.01	0.007	-0.024	-0.005	-0.015	-0.008
