V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t20	0.007	0.014	0.08	0.076	0.007	0.013	0.012	0.05	0.05	0.014	0.016	0.025	0.173	0.039	0.035	0.011	0.01	0.093	0.059	0.046	0.033	0.011	0.011	0.031	0.038	0.013	0.002	0.008	0.007	0.015
t186	0.007	0.016	0.116	0.076	0.006	0.012	0.009	0.049	0.048	0.013	0.014	0.025	0.172	0.037	0.029	0.009	0.01	0.095	0.058	0.042	0.035	0.012	0.011	0.022	0.033	0.013	0.002	0.006	0.006	0.017
t55	0.003	0.003	0.013	0.035	0.01	0.015	0.047	0.026	0.037	0.019	0.025	0.01	0.085	0.017	0.084	0.037	0.003	0.042	0.029	0.057	0.01	0.003	0.007	0.26	0.064	0.006	0.006	0.033	0.011	0.002
t67	0.007	0.016	0.025	0.084	0.006	0.013	0.009	0.054	0.052	0.013	0.014	0.028	0.19	0.064	0.027	0.011	0.012	0.095	0.065	0.043	0.036	0.013	0.012	0.022	0.034	0.014	0.002	0.006	0.007	0.023
t61	0.006	0.012	0.103	0.068	0.008	0.014	0.016	0.045	0.049	0.016	0.018	0.022	0.157	0.031	0.044	0.014	0.008	0.085	0.053	0.05	0.028	0.009	0.011	0.048	0.044	0.012	0.003	0.011	0.008	0.01
t82	0.002	0.002	0.009	0.022	0.009	0.013	0.055	0.017	0.027	0.017	0.023	0.006	0.055	0.008	0.092	0.037	0.002	0.029	0.019	0.049	0.006	0.002	0.005	0.374	0.06	0.004	0.007	0.04	0.009	0.001
t102	0.006	0.01	0.043	0.065	0.009	0.016	0.022	0.045	0.051	0.018	0.021	0.021	0.153	0.03	0.055	0.019	0.008	0.082	0.052	0.057	0.025	0.008	0.011	0.074	0.052	0.011	0.004	0.015	0.009	0.007
t89	0.006	0.01	0.019	0.067	0.009	0.016	0.021	0.046	0.053	0.018	0.021	0.021	0.158	0.043	0.051	0.021	0.008	0.079	0.054	0.056	0.024	0.009	0.011	0.074	0.052	0.011	0.004	0.015	0.01	0.009
t196	0.006	0.009	0.015	0.067	0.009	0.017	0.022	0.046	0.053	0.018	0.021	0.021	0.157	0.046	0.052	0.023	0.008	0.077	0.054	0.056	0.023	0.009	0.011	0.077	0.053	0.011	0.004	0.015	0.01	0.009
t155	0.006	0.011	0.029	0.072	0.008	0.016	0.017	0.049	0.053	0.017	0.019	0.023	0.168	0.045	0.045	0.017	0.009	0.085	0.058	0.053	0.028	0.01	0.012	0.054	0.047	0.012	0.003	0.012	0.009	0.011
