V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.033	0.058	0.044	0.032	-0.023	-0.013	-0.075	0.025	0.009	-0.021	-0.029	0.036	0.028	0.052	-0.053	-0.059	0.047	0.029	0.028	-0.018	0.051	0.055	0.017	-0.11	-0.033	0.032	-0.06	-0.076	-0.024	0.107	-0.026
2	0.058	0.103	0.081	0.056	-0.041	-0.023	-0.133	0.044	0.016	-0.038	-0.051	0.064	0.05	0.091	-0.094	-0.105	0.083	0.051	0.05	-0.032	0.09	0.097	0.03	-0.195	-0.059	0.056	-0.105	-0.134	-0.042	0.189	-0.047
3	0.044	0.081	0.093	0.043	-0.031	-0.017	-0.101	0.034	0.012	-0.029	-0.039	0.049	0.038	0.06	-0.07	-0.084	0.063	0.041	0.038	-0.024	0.071	0.073	0.022	-0.15	-0.044	0.043	-0.078	-0.102	-0.034	0.141	-0.037
4	0.032	0.056	0.043	0.031	-0.023	-0.012	-0.073	0.024	0.009	-0.021	-0.028	0.035	0.027	0.05	-0.052	-0.057	0.046	0.028	0.028	-0.018	0.049	0.053	0.016	-0.107	-0.032	0.031	-0.058	-0.073	-0.023	0.104	-0.026
5	-0.023	-0.041	-0.031	-0.023	0.017	0.009	0.053	-0.018	-0.006	0.015	0.02	-0.026	-0.02	-0.037	0.038	0.042	-0.034	-0.02	-0.02	0.013	-0.036	-0.039	-0.012	0.078	0.024	-0.022	0.042	0.054	0.017	-0.076	0.019
6	-0.013	-0.023	-0.017	-0.012	0.009	0.005	0.029	-0.01	-0.004	0.008	0.011	-0.014	-0.011	-0.02	0.021	0.023	-0.018	-0.011	-0.011	0.007	-0.02	-0.021	-0.006	0.043	0.013	-0.012	0.023	0.029	0.009	-0.041	0.01
7	-0.075	-0.133	-0.101	-0.073	0.053	0.029	0.172	-0.058	-0.021	0.049	0.066	-0.082	-0.065	-0.119	0.122	0.135	-0.108	-0.065	-0.065	0.041	-0.116	-0.125	-0.038	0.253	0.076	-0.072	0.136	0.173	0.055	-0.245	0.06
8	0.025	0.044	0.034	0.024	-0.018	-0.01	-0.058	0.019	0.007	-0.016	-0.022	0.028	0.022	0.04	-0.041	-0.045	0.036	0.022	0.022	-0.014	0.039	0.042	0.013	-0.085	-0.025	0.024	-0.046	-0.058	-0.018	0.082	-0.02
9	0.009	0.016	0.012	0.009	-0.006	-0.004	-0.021	0.007	0.003	-0.006	-0.008	0.01	0.008	0.014	-0.015	-0.016	0.013	0.008	0.008	-0.005	0.014	0.015	0.005	-0.03	-0.009	0.009	-0.016	-0.021	-0.007	0.03	-0.007
10	-0.021	-0.038	-0.029	-0.021	0.015	0.008	0.049	-0.016	-0.006	0.014	0.019	-0.024	-0.018	-0.034	0.035	0.038	-0.031	-0.019	-0.019	0.012	-0.033	-0.036	-0.011	0.072	0.022	-0.021	0.039	0.05	0.016	-0.07	0.017
11	-0.029	-0.051	-0.039	-0.028	0.02	0.011	0.066	-0.022	-0.008	0.019	0.025	-0.032	-0.025	-0.046	0.047	0.052	-0.041	-0.025	-0.025	0.016	-0.044	-0.048	-0.015	0.097	0.029	-0.028	0.052	0.066	0.021	-0.094	0.023
12	0.036	0.064	0.049	0.035	-0.026	-0.014	-0.082	0.028	0.01	-0.024	-0.032	0.04	0.031	0.057	-0.059	-0.065	0.052	0.031	0.031	-0.02	0.056	0.06	0.018	-0.121	-0.036	0.035	-0.065	-0.083	-0.026	0.118	-0.029
13	0.028	0.05	0.038	0.027	-0.02	-0.011	-0.065	0.022	0.008	-0.018	-0.025	0.031	0.024	0.045	-0.046	-0.051	0.041	0.025	0.024	-0.016	0.044	0.047	0.014	-0.095	-0.028	0.027	-0.051	-0.065	-0.021	0.092	-0.023
14	0.052	0.091	0.06	0.05	-0.037	-0.02	-0.119	0.04	0.014	-0.034	-0.046	0.057	0.045	0.086	-0.085	-0.092	0.075	0.044	0.045	-0.029	0.079	0.087	0.026	-0.174	-0.052	0.05	-0.095	-0.12	-0.037	0.171	-0.041
15	-0.053	-0.094	-0.07	-0.052	0.038	0.021	0.122	-0.041	-0.015	0.035	0.047	-0.059	-0.046	-0.085	0.087	0.095	-0.077	-0.046	-0.046	0.03	-0.082	-0.089	-0.027	0.18	0.054	-0.051	0.097	0.123	0.039	-0.175	0.043
16	-0.059	-0.105	-0.084	-0.057	0.042	0.023	0.135	-0.045	-0.016	0.038	0.052	-0.065	-0.051	-0.092	0.095	0.106	-0.084	-0.052	-0.051	0.032	-0.091	-0.098	-0.03	0.198	0.059	-0.057	0.106	0.136	0.043	-0.191	0.048
