V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.122	-0.047	-0.013	0.116	-0.043	0.07	-0.034	-0.089	-0.03	-0.031	-0.045	-0.169	0.016	0.053	-0.025	-0.037	-0.125	0.01	-0.076	-0.083	-0.086	-0.073	-0.042	-0.092	-0.046	-0.059	0.056	0.022	-0.035	-0.106	0.023
2	-0.047	0.078	-0.053	-0.079	0.067	-0.068	-0.017	0.055	0.018	0.036	0.097	0.104	-0.015	-0.078	0.059	0.036	0.104	0.031	0.081	0.045	0.082	0.011	0.03	0.026	0.037	0.032	0.009	-0.07	0.104	-0.002	-0.039
3	-0.013	-0.053	0.07	0.036	-0.068	0.042	0.035	-0.025	-0.003	-0.019	-0.055	-0.046	0.026	0.062	-0.053	-0.024	-0.044	-0.03	-0.045	-0.021	-0.049	0.049	-0.016	0.028	-0.019	-0.006	-0.042	0.047	-0.094	0.037	0.01
4	0.116	-0.079	0.036	0.152	-0.1	0.103	-0.012	-0.115	-0.033	-0.042	-0.066	-0.218	0.044	0.099	-0.063	-0.057	-0.154	-0.003	-0.106	-0.108	-0.124	-0.027	-0.057	-0.072	-0.062	-0.067	0.026	0.044	-0.098	-0.096	0.019
5	-0.043	0.067	-0.068	-0.1	0.106	-0.077	-0.016	0.079	0.017	0.029	0.047	0.144	-0.05	-0.091	0.068	0.046	0.095	0.016	0.076	0.073	0.092	-0.042	0.04	0.004	0.042	0.036	0.021	-0.039	0.109	0.03	-0.002
6	0.07	-0.068	0.042	0.103	-0.077	0.076	0.003	-0.076	-0.022	-0.034	-0.068	-0.145	0.029	0.08	-0.055	-0.042	-0.113	-0.014	-0.082	-0.07	-0.092	-0.012	-0.039	-0.041	-0.044	-0.043	0.006	0.048	-0.09	-0.043	0.022
7	-0.034	-0.017	0.035	-0.012	-0.016	0.003	0.026	0.013	0.006	-0.003	-0.026	0.024	0.003	0.016	-0.019	-0.002	0.006	-0.019	-0.005	0.015	-0.002	0.032	0.003	0.031	0.002	0.011	-0.032	0.024	-0.037	0.049	0.007
8	-0.089	0.055	-0.025	-0.115	0.079	-0.076	0.013	0.091	0.025	0.03	0.038	0.168	-0.037	-0.073	0.046	0.044	0.112	-0.001	0.077	0.085	0.092	0.014	0.044	0.051	0.046	0.051	-0.021	-0.025	0.07	0.08	-0.008
9	-0.03	0.018	-0.003	-0.033	0.017	-0.022	0.006	0.025	0.008	0.011	0.019	0.047	-0.005	-0.019	0.012	0.012	0.037	0.001	0.025	0.023	0.027	0.015	0.012	0.021	0.014	0.016	-0.01	-0.011	0.019	0.022	-0.009
10	-0.031	0.036	-0.019	-0.042	0.029	-0.034	-0.003	0.03	0.011	0.018	0.046	0.057	-0.006	-0.036	0.026	0.018	0.055	0.012	0.041	0.025	0.041	0.015	0.016	0.021	0.02	0.019	-0.003	-0.031	0.045	0.009	-0.02
11	-0.045	0.097	-0.055	-0.066	0.047	-0.068	-0.026	0.038	0.019	0.046	0.148	0.077	0.008	-0.078	0.061	0.032	0.119	0.05	0.093	0.024	0.082	0.045	0.025	0.037	0.036	0.03	0.008	-0.103	0.117	-0.038	-0.072
12	-0.169	0.104	-0.046	-0.218	0.144	-0.145	0.024	0.168	0.047	0.057	0.077	0.317	-0.067	-0.137	0.086	0.081	0.215	-0.003	0.146	0.16	0.174	0.035	0.083	0.103	0.088	0.096	-0.042	-0.05	0.129	0.15	-0.018
13	0.016	-0.015	0.026	0.044	-0.05	0.029	0.003	-0.037	-0.005	-0.006	0.008	-0.067	0.031	0.034	-0.024	-0.019	-0.028	0.004	-0.022	-0.038	-0.034	0.033	-0.018	0.004	-0.016	-0.014	-0.009	-0.002	-0.034	-0.029	-0.016
14	0.053	-0.078	0.062	0.099	-0.091	0.08	0.016	-0.073	-0.019	-0.036	-0.078	-0.137	0.034	0.091	-0.067	-0.044	-0.11	-0.024	-0.086	-0.065	-0.095	0.011	-0.039	-0.022	-0.044	-0.039	-0.012	0.059	-0.112	-0.02	0.023
15	-0.025	0.059	-0.053	-0.063	0.068	-0.055	-0.019	0.046	0.012	0.026	0.061	0.086	-0.024	-0.067	0.052	0.031	0.073	0.023	0.06	0.04	0.066	-0.019	0.025	0.004	0.029	0.023	0.019	-0.047	0.089	-0.002	-0.018
16	-0.037	0.036	-0.024	-0.057	0.046	-0.042	-0.002	0.044	0.012	0.018	0.032	0.081	-0.019	-0.044	0.031	0.024	0.06	0.007	0.044	0.04	0.051	0	0.022	0.019	0.024	0.024	-0.001	-0.023	0.05	0.025	-0.009
17	-0.125	0.104	-0.044	-0.154	0.095	-0.113	0.006	0.112	0.037	0.055	0.119	0.215	-0.028	-0.11	0.073	0.06	0.182	0.022	0.128	0.1	0.137	0.057	0.058	0.085	0.067	0.07	-0.028	-0.078	0.123	0.071	-0.05
18	0.01	0.031	-0.03	-0.003	0.016	-0.014	-0.019	-0.001	0.001	0.012	0.05	-0.003	0.004	-0.024	0.023	0.007	0.022	0.024	0.023	-0.006	0.017	-0.005	0.002	-0.01	0.006	-0.001	0.019	-0.038	0.046	-0.04	-0.023
19	-0.076	0.081	-0.045	-0.106	0.076	-0.082	-0.005	0.077	0.025	0.041	0.093	0.146	-0.022	-0.086	0.06	0.044	0.128	0.023	0.093	0.067	0.099	0.025	0.04	0.048	0.047	0.046	-0.007	-0.064	0.102	0.033	-0.037
20	-0.083	0.045	-0.021	-0.108	0.073	-0.07	0.015	0.085	0.023	0.025	0.024	0.16	-0.038	-0.065	0.04	0.04	0.1	-0.006	0.067	0.082	0.084	0.01	0.041	0.048	0.043	0.047	-0.021	-0.015	0.058	0.083	-0.001
21	-0.086	0.082	-0.049	-0.124	0.092	-0.092	-0.002	0.092	0.027	0.041	0.082	0.174	-0.034	-0.095	0.066	0.051	0.137	0.017	0.099	0.084	0.11	0.016	0.047	0.05	0.053	0.053	-0.008	-0.057	0.108	0.052	-0.028
