feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t138	0.353	1.769	0.089	-2.243	0.893	-1.337	-2.198	-1.231	0.47	0.117	0.041	0.726	-1.328	1.454	-0.242	1.462	1.595	0.708	-1.8	-0.713	-0.334	0.069	-0.054	-1.117	-0.666	0.512	0.785	0.38	1.681	0.149
t18	-0.285	1.661	0.011	-1.386	1.609	-1.501	-3.355	-0.789	0.146	-0.021	0.392	0.308	-1.46	1.702	-0.321	0.876	0.953	0.761	-0.911	-0.516	0.21	0.369	-0.961	-0.485	0.051	1.539	0.306	0.627	1.518	-1.06
t166	0.231	1.749	0.05	-1.984	0.56	-1.389	-2.572	-1.179	0.434	0.233	0.274	0.471	-1.361	1.571	-0.143	1.421	1.475	0.782	-1.574	-0.538	-0.247	0.173	-0.132	-0.851	-0.388	0.854	0.625	0.349	1.675	-0.579
t181	-0.188	1.773	0.114	-1.334	1.587	-1.332	-4.234	-1.089	0.037	-0.135	0.807	0.418	-1.448	1.801	-0.188	0.808	0.825	0.777	-0.62	-0.308	0.489	0.311	-1.258	0.118	-0.128	2.044	0.388	0.753	1.584	-2.424
t95	0.226	1.826	0.125	-1.84	1.032	-1.246	-3.179	-1.308	0.286	0.023	0.494	0.65	-1.337	1.494	-0.077	1.206	1.264	0.551	-1.194	-0.457	0.113	0.127	-0.89	-0.451	-0.242	1.357	0.674	0.576	1.68	-1.495
t135	-0.055	1.698	0.01	-1.612	0.947	-1.43	-2.954	-1.05	0.327	0.178	0.344	0.274	-1.387	1.671	-0.151	1.119	1.201	0.657	-1.235	-0.456	-0.072	0.295	-0.402	-0.639	-0.15	1.16	0.427	0.44	1.631	-0.796
t133	0.19	1.662	-0.009	-1.926	0.587	-1.532	-2.241	-0.863	0.443	0.289	0.107	0.391	-1.403	1.474	-0.246	1.449	1.442	0.799	-1.613	-0.641	-0.318	0.238	-0.184	-1.079	-0.019	0.713	0.534	0.32	1.61	-0.185
t78	0.047	1.728	0.044	-2.053	-0.318	-1.558	-3.031	-1.11	0.488	0.466	0.562	0.146	-1.479	2.071	-0.213	1.675	1.565	1.746	-1.727	-0.393	-0.423	0.324	0.878	-0.639	-0.898	0.916	0.511	0.146	1.645	-1.133
t158	-0.203	1.685	-0.045	-1.56	0.428	-1.456	-3.057	-1.249	0.414	0.365	0.443	-0.061	-1.392	2.063	-0.072	1.151	1.31	0.917	-1.386	-0.293	-0.297	0.376	0.51	-0.587	-0.697	1.027	0.306	0.229	1.689	-0.571
t52	-0.305	1.658	-0.053	-1.407	0.762	-1.495	-3.053	-1.028	0.347	0.297	0.394	-0.022	-1.402	1.865	-0.104	1.023	1.153	0.739	-1.166	-0.353	-0.126	0.414	-0.127	-0.597	-0.158	1.233	0.255	0.36	1.62	-0.734
