V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t138	0.047	0.097	0.019	0	0.033	0.004	0.006	0.004	0.03	0.015	0.009	0.074	0.004	0.039	0.009	0.128	0.144	0.037	0.001	0.004	0.007	0.01	0.022	0.002	0.004	0.008	0.063	0.02	0.084	0.075
t18	0.008	0.074	0.016	0.006	0.226	0.003	0	0.013	0.012	0.01	0.026	0.023	0.003	0.086	0.008	0.026	0.024	0.049	0.011	0.008	0.033	0.025	0.002	0.013	0.026	0.155	0.017	0.041	0.055	0.002
t166	0.031	0.112	0.02	0.002	0.02	0.005	0.002	0.006	0.034	0.029	0.025	0.031	0.005	0.087	0.018	0.109	0.104	0.047	0.003	0.011	0.013	0.023	0.023	0.007	0.015	0.036	0.039	0.024	0.108	0.012
t181	0.004	0.049	0.01	0.005	0.166	0.002	0	0.004	0.005	0.004	0.04	0.012	0.002	0.063	0.006	0.009	0.007	0.022	0.018	0.008	0.041	0.014	0	0.036	0.015	0.382	0.009	0.032	0.033	0
t95	0.033	0.133	0.023	0.003	0.062	0.007	0.001	0.003	0.024	0.016	0.034	0.052	0.005	0.059	0.021	0.06	0.066	0.017	0.006	0.012	0.025	0.017	0.004	0.015	0.016	0.085	0.048	0.039	0.111	0.002
t135	0.013	0.104	0.019	0.008	0.073	0.005	0.001	0.007	0.026	0.025	0.033	0.017	0.005	0.134	0.02	0.038	0.048	0.026	0.01	0.017	0.023	0.033	0.011	0.015	0.024	0.099	0.022	0.033	0.105	0.007
t133	0.062	0.078	0.015	0.001	0.01	0.003	0.022	0.006	0.035	0.024	0.007	0.048	0.004	0.021	0.011	0.177	0.153	0.019	0.001	0.004	0.005	0.011	0.015	0.001	0.02	0.005	0.049	0.014	0.08	0.098
t78	0.008	0.038	0.007	0	0	0.001	0	0.002	0.014	0.019	0.019	0.005	0.001	0.119	0.005	0.1	0.058	0.334	0.001	0.005	0.002	0.01	0.182	0.004	0.001	0.012	0.012	0.004	0.035	0.001
t158	0.009	0.068	0.012	0.003	0.005	0.003	0	0.003	0.024	0.029	0.028	0.007	0.003	0.23	0.013	0.059	0.063	0.097	0.002	0.013	0.006	0.023	0.153	0.009	0.002	0.03	0.015	0.01	0.075	0.006
t52	0.005	0.075	0.014	0.017	0.139	0.003	0.001	0.014	0.022	0.025	0.023	0.008	0.004	0.133	0.016	0.019	0.027	0.019	0.015	0.015	0.023	0.046	0.007	0.011	0.063	0.116	0.011	0.033	0.079	0.017
t175	0.121	0.085	0.016	0	0.011	0.004	0.005	0.001	0.019	0.007	0.007	0.169	0.003	0.008	0.008	0.173	0.141	0.013	0	0.002	0.005	0.003	0.003	0.001	0.003	0.005	0.102	0.015	0.062	0.006
t168	0.015	0.106	0.019	0.006	0.032	0.004	0.001	0.01	0.033	0.036	0.03	0.017	0.005	0.112	0.021	0.063	0.065	0.037	0.007	0.015	0.018	0.036	0.014	0.01	0.041	0.076	0.025	0.029	0.105	0.01
t76	0.095	0.053	0.008	0	0.002	0.003	0.042	0	0.027	0.011	0.002	0.049	0.003	0.006	0.01	0.132	0.19	0.002	0	0.002	0.001	0.003	0.017	0	0.002	0.001	0.056	0.005	0.064	0.211
t31	0.012	0.105	0.017	0.009	0.049	0.005	0.001	0.007	0.03	0.032	0.032	0.013	0.006	0.134	0.026	0.039	0.055	0.02	0.01	0.019	0.02	0.036	0.013	0.012	0.033	0.094	0.02	0.029	0.112	0.011
t96	0.008	0.079	0.015	0.007	0.154	0.004	0	0.005	0.011	0.01	0.036	0.019	0.003	0.06	0.013	0.017	0.018	0.013	0.017	0.012	0.04	0.021	0.001	0.024	0.041	0.252	0.016	0.041	0.063	0
