feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t35	0.786	0.858	0.584	3.003	0.543	-0.917	-1.283	0.65	0.721	-0.599	-1.108	0.093	-0.859	-0.146	0.056	-0.102	0.364	1.946	-0.086	0.778	0.688	-1.018	-2.147	1.231	-0.522	-1.151	-0.303	-1.007	-0.039	-1.04
t87	1.22	1.029	0.275	3.683	0.052	-1.209	-1.509	0.799	1.44	-0.335	-1.385	0.443	-1.165	-0.639	-0.19	0.07	0.737	2.586	-0.187	1.408	0.026	-1.514	-2.579	1.33	0.13	-1.25	-0.769	-1.666	0.449	-1.357
t15	0.659	0.808	0.674	2.805	0.687	-0.831	-1.217	0.606	0.51	-0.677	-1.027	-0.009	-0.77	-0.003	0.128	-0.153	0.254	1.757	-0.057	0.594	0.882	-0.872	-2.02	1.202	-0.713	-1.122	-0.166	-0.815	-0.182	-0.947
t86	0.294	0.664	0.93	2.241	1.095	-0.59	-1.031	0.48	-0.091	-0.899	-0.798	-0.302	-0.517	0.403	0.332	-0.298	-0.061	1.222	0.026	0.068	1.432	-0.46	-1.661	1.118	-1.257	-1.042	0.22	-0.268	-0.59	-0.684
t157	0.696	0.823	0.646	2.873	0.643	-0.858	-1.238	0.619	0.575	-0.654	-1.052	0.023	-0.798	-0.052	0.106	-0.137	0.286	1.815	-0.066	0.653	0.822	-0.916	-2.058	1.211	-0.653	-1.132	-0.209	-0.875	-0.138	-0.975
t186	0.593	0.782	0.718	2.717	0.758	-0.79	-1.185	0.583	0.405	-0.717	-0.988	-0.06	-0.727	0.06	0.163	-0.179	0.196	1.663	-0.043	0.506	0.977	-0.799	-1.956	1.187	-0.807	-1.109	-0.1	-0.72	-0.254	-0.901
t154	0.755	0.847	0.604	2.976	0.574	-0.899	-1.269	0.64	0.676	-0.617	-1.092	0.073	-0.841	-0.126	0.072	-0.113	0.335	1.904	-0.08	0.746	0.729	-0.986	-2.119	1.225	-0.561	-1.145	-0.277	-0.966	-0.07	-1.019
t11	0.876	0.894	0.52	3.148	0.442	-0.977	-1.33	0.681	0.871	-0.544	-1.166	0.167	-0.922	-0.25	0.005	-0.066	0.44	2.079	-0.107	0.912	0.551	-1.121	-2.237	1.252	-0.385	-1.171	-0.401	-1.144	0.063	-1.105
t198	0.444	0.722	0.824	2.473	0.928	-0.689	-1.107	0.531	0.155	-0.808	-0.891	-0.182	-0.621	0.235	0.247	-0.239	0.068	1.441	-0.009	0.282	1.206	-0.628	-1.807	1.152	-1.034	-1.075	0.063	-0.492	-0.423	-0.792
t163	0.694	0.822	0.647	2.871	0.645	-0.857	-1.237	0.618	0.571	-0.655	-1.051	0.021	-0.797	-0.051	0.107	-0.138	0.283	1.812	-0.066	0.651	0.825	-0.914	-2.056	1.21	-0.656	-1.131	-0.207	-0.871	-0.141	-0.974
t18	0.595	0.784	0.717	2.721	0.755	-0.791	-1.186	0.584	0.41	-0.715	-0.989	-0.057	-0.728	0.057	0.162	-0.177	0.198	1.667	-0.044	0.51	0.973	-0.802	-1.958	1.188	-0.803	-1.109	-0.103	-0.724	-0.251	-0.902
t109	0.837	0.879	0.546	3.098	0.484	-0.953	-1.311	0.668	0.809	-0.568	-1.142	0.137	-0.897	-0.214	0.026	-0.081	0.406	2.023	-0.099	0.859	0.607	-1.077	-2.198	1.243	-0.441	-1.164	-0.36	-1.088	0.02	-1.078
t56	1.019	0.951	0.419	3.368	0.281	-1.072	-1.403	0.73	1.106	-0.457	-1.256	0.281	-1.022	-0.409	-0.075	-0.009	0.564	2.289	-0.139	1.116	0.335	-1.282	-2.377	1.285	-0.172	-1.203	-0.551	-1.359	0.223	-1.209
t112	0.577	0.775	0.732	2.674	0.78	-0.776	-1.174	0.577	0.373	-0.727	-0.974	-0.076	-0.712	0.091	0.174	-0.186	0.184	1.635	-0.038	0.472	1.008	-0.778	-1.938	1.183	-0.837	-1.104	-0.076	-0.69	-0.275	-0.887
t138	0.275	0.656	0.943	2.21	1.117	-0.576	-1.021	0.473	-0.124	-0.911	-0.785	-0.318	-0.503	0.425	0.343	-0.306	-0.077	1.192	0.03	0.039	1.462	-0.436	-1.641	1.113	-1.287	-1.037	0.242	-0.238	-0.612	-0.67
t44	1.316	1.067	0.209	3.827	-0.053	-1.27	-1.556	0.831	1.595	-0.277	-1.444	0.519	-1.23	-0.742	-0.243	0.108	0.82	2.725	-0.208	1.542	-0.116	-1.62	-2.671	1.353	0.271	-1.27	-0.866	-1.807	0.554	-1.424
t33	0.638	0.799	0.688	2.77	0.711	-0.817	-1.207	0.598	0.474	-0.69	-1.013	-0.027	-0.755	0.021	0.139	-0.162	0.236	1.725	-0.052	0.56	0.914	-0.848	-1.998	1.197	-0.746	-1.118	-0.142	-0.783	-0.207	-0.932
t144	1.084	0.976	0.374	3.466	0.209	-1.115	-1.436	0.752	1.212	-0.418	-1.296	0.332	-1.067	-0.481	-0.112	0.016	0.62	2.383	-0.154	1.207	0.237	-1.355	-2.44	1.3	-0.076	-1.218	-0.618	-1.456	0.294	-1.255
t117	0.698	0.825	0.644	2.881	0.639	-0.86	-1.239	0.62	0.58	-0.652	-1.055	0.026	-0.8	-0.057	0.104	-0.136	0.286	1.82	-0.067	0.66	0.817	-0.921	-2.062	1.212	-0.648	-1.132	-0.215	-0.879	-0.135	-0.978
