V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.094	0.033	-0.077	0.149	-0.119	-0.073	-0.058	0.028	0.159	0.055	-0.07	0.074	-0.076	-0.118	-0.063	0.034	0.08	0.141	-0.029	0.139	-0.158	-0.12	-0.105	0.017	0.144	-0.029	-0.113	-0.157	0.106	-0.079	0.064
2	0.033	0.012	-0.027	0.053	-0.042	-0.026	-0.021	0.01	0.057	0.02	-0.025	0.026	-0.027	-0.042	-0.022	0.012	0.029	0.05	-0.01	0.049	-0.056	-0.043	-0.037	0.006	0.051	-0.01	-0.04	-0.056	0.038	-0.028	0.023
3	-0.077	-0.027	0.063	-0.122	0.097	0.06	0.047	-0.023	-0.13	-0.045	0.057	-0.061	0.062	0.097	0.051	-0.028	-0.066	-0.115	0.024	-0.113	0.129	0.098	0.086	-0.014	-0.117	0.023	0.092	0.128	-0.087	0.064	-0.053
4	0.149	0.053	-0.122	0.237	-0.189	-0.116	-0.092	0.045	0.253	0.087	-0.111	0.118	-0.121	-0.188	-0.099	0.054	0.127	0.224	-0.046	0.22	-0.251	-0.191	-0.167	0.027	0.228	-0.045	-0.179	-0.25	0.169	-0.125	0.102
5	-0.119	-0.042	0.097	-0.189	0.15	0.092	0.073	-0.036	-0.201	-0.069	0.088	-0.094	0.096	0.15	0.079	-0.043	-0.101	-0.179	0.037	-0.175	0.2	0.152	0.133	-0.021	-0.182	0.036	0.143	0.199	-0.134	0.1	-0.081
6	-0.073	-0.026	0.06	-0.116	0.092	0.057	0.045	-0.022	-0.124	-0.043	0.054	-0.058	0.059	0.092	0.049	-0.026	-0.062	-0.11	0.023	-0.107	0.123	0.093	0.082	-0.013	-0.112	0.022	0.088	0.122	-0.082	0.061	-0.05
7	-0.058	-0.021	0.047	-0.092	0.073	0.045	0.035	-0.017	-0.098	-0.034	0.043	-0.046	0.047	0.073	0.038	-0.021	-0.049	-0.087	0.018	-0.085	0.097	0.074	0.065	-0.01	-0.088	0.018	0.069	0.097	-0.065	0.048	-0.039
8	0.028	0.01	-0.023	0.045	-0.036	-0.022	-0.017	0.009	0.048	0.017	-0.021	0.022	-0.023	-0.036	-0.019	0.01	0.024	0.043	-0.009	0.042	-0.048	-0.036	-0.032	0.005	0.043	-0.009	-0.034	-0.047	0.032	-0.024	0.019
9	0.159	0.057	-0.13	0.253	-0.201	-0.124	-0.098	0.048	0.27	0.093	-0.118	0.126	-0.129	-0.201	-0.106	0.057	0.136	0.24	-0.049	0.235	-0.268	-0.204	-0.179	0.029	0.244	-0.048	-0.191	-0.266	0.18	-0.134	0.109
10	0.055	0.02	-0.045	0.087	-0.069	-0.043	-0.034	0.017	0.093	0.032	-0.041	0.043	-0.044	-0.069	-0.037	0.02	0.047	0.083	-0.017	0.081	-0.092	-0.07	-0.062	0.01	0.084	-0.017	-0.066	-0.092	0.062	-0.046	0.038
11	-0.07	-0.025	0.057	-0.111	0.088	0.054	0.043	-0.021	-0.118	-0.041	0.052	-0.055	0.056	0.088	0.046	-0.025	-0.059	-0.105	0.022	-0.103	0.117	0.089	0.078	-0.012	-0.106	0.021	0.083	0.116	-0.079	0.058	-0.048
