V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t76	0.005	0.009	0.014	0.034	0.008	0.004	0.008	0.031	0.034	0.076	0.018	0.022	0.004	0.061	0.011	0.105	0	0.007	0.02	0.025	0.003	0.036	0.033	0.021	0.005	0.047	0.015	0.097	0.229	0.019
t65	0.008	0.006	0.009	0.02	0.008	0.002	0.021	0.033	0.014	0.053	0.011	0.017	0.013	0.062	0.011	0.029	0.005	0.005	0.004	0.048	0.006	0.019	0.114	0.016	0.003	0.014	0.025	0.058	0.361	0.002
t72	0.001	0.04	0	0.001	0.002	0	0	0.006	0.01	0.002	0	0.058	0	0.001	0	0.001	0	0.011	0	0	0.003	0	0.038	0	0	0	0.462	0.008	0.353	0
t62	0.01	0.012	0.026	0.061	0.011	0.004	0.001	0.02	0.007	0.086	0.056	0.022	0.021	0.066	0.041	0.056	0.001	0.005	0.004	0.087	0.013	0.037	0.004	0.055	0.004	0.073	0.006	0.064	0.138	0.008
t90	0.025	0	0.011	0.035	0.002	0.001	0.11	0.024	0.002	0.042	0.028	0.001	0.154	0.03	0.04	0.043	0.012	0	0.067	0.089	0.001	0.101	0.011	0.066	0.005	0.053	0	0.026	0.009	0.012
t112	0.001	0.018	0.001	0.004	0.005	0.002	0	0.015	0.025	0.013	0.002	0.062	0	0.008	0.001	0.006	0	0.016	0	0.002	0.008	0.002	0.012	0.002	0.001	0.005	0.178	0.027	0.583	0.001
t80	0.013	0.001	0.013	0.031	0.006	0.002	0.038	0.05	0.009	0.064	0.019	0.007	0.053	0.05	0.014	0.035	0.048	0.001	0.008	0.082	0.007	0.044	0.105	0.03	0.006	0.023	0.004	0.051	0.181	0.004
t150	0.001	0.022	0.001	0.005	0.004	0.002	0.001	0.011	0.02	0.016	0.003	0.055	0	0.012	0	0.015	0	0.019	0.001	0.002	0.002	0.003	0.034	0.002	0.001	0.006	0.122	0.032	0.607	0.002
t91	0.002	0.017	0.001	0.006	0.004	0.001	0.001	0.019	0.021	0.014	0.002	0.051	0	0.012	0.001	0.008	0	0.017	0	0.003	0.007	0.002	0.141	0.002	0.001	0.003	0.149	0.032	0.481	0
t55	0.004	0.048	0.004	0.008	0.004	0.003	0.01	0.043	0.015	0.031	0.004	0.061	0.001	0.021	0.002	0.026	0	0.037	0.005	0.006	0.004	0.006	0.011	0.003	0.002	0.02	0.299	0.05	0.27	0.001
t60	0.002	0.007	0.006	0.015	0.008	0.002	0.02	0.015	0.019	0.042	0.012	0.021	0.003	0.075	0.005	0.03	0	0.007	0.002	0.026	0.001	0.013	0.092	0.011	0.002	0.011	0.018	0.058	0.471	0.006
t13	0.009	0.019	0.007	0.019	0.008	0.003	0.005	0.056	0.013	0.048	0.014	0.048	0.003	0.021	0.004	0.023	0.01	0.006	0.004	0.023	0.013	0.014	0.039	0.009	0.003	0.027	0.051	0.053	0.448	0.002
t140	0.005	0.001	0.01	0.029	0.005	0.001	0.109	0.026	0.01	0.056	0.019	0.003	0.085	0.134	0.022	0.044	0.001	0.001	0.011	0.095	0.001	0.051	0.092	0.042	0.005	0.015	0.001	0.052	0.064	0.01
t30	0.006	0	0.022	0.03	0.002	0.001	0.019	0.008	0.002	0.038	0.017	0	0.347	0.028	0.04	0.036	0.009	0	0.012	0.188	0.001	0.07	0.005	0.033	0.005	0.039	0	0.017	0.019	0.005
t175	0.012	0.003	0.028	0.048	0.008	0.003	0.007	0.035	0.005	0.075	0.05	0.009	0.101	0.046	0.03	0.028	0.015	0.001	0.005	0.168	0.01	0.049	0.006	0.042	0.006	0.063	0.002	0.042	0.096	0.005
t168	0.005	0.001	0.03	0.04	0.007	0.003	0.02	0.019	0.004	0.074	0.029	0.006	0.092	0.056	0.018	0.054	0.016	0.001	0.009	0.157	0.004	0.054	0.012	0.027	0.007	0.044	0.002	0.042	0.16	0.006
t104	0.006	0.03	0.006	0.015	0.006	0.003	0.015	0.027	0.014	0.039	0.008	0.05	0.001	0.03	0.005	0.042	0.001	0.017	0.006	0.016	0.004	0.01	0.031	0.006	0.003	0.025	0.123	0.061	0.397	0.002
t42	0	0.1	0	0	0	0	0	0	0.001	0	0	0.079	0	0	0	0	0	0.033	0	0	0.001	0	0.001	0	0	0	0.672	0.001	0.11	0
t143	0.001	0.033	0.001	0.003	0.004	0.001	0.004	0.005	0.007	0.011	0.002	0.054	0	0.01	0	0.007	0	0.015	0	0.003	0.001	0.001	0.018	0.001	0	0.003	0.15	0.021	0.64	0.001
t26	0.033	0.008	0.007	0.018	0.007	0.002	0.129	0.105	0.018	0.051	0.01	0.015	0.019	0.046	0.016	0.019	0.022	0.007	0.007	0.041	0.009	0.023	0.089	0.02	0.004	0.018	0.034	0.065	0.155	0.002
t126	0.004	0.02	0.003	0.012	0.006	0.002	0	0.012	0.014	0.023	0.005	0.046	0	0.026	0.005	0.016	0.001	0.016	0.001	0.008	0.009	0.003	0.177	0.007	0.001	0.004	0.073	0.042	0.465	0
t48	0.003	0.009	0.001	0.009	0.005	0.001	0	0.009	0.028	0.022	0.003	0.03	0	0.025	0.002	0.023	0	0.02	0.001	0.003	0.005	0.004	0.163	0.009	0.001	0.005	0.054	0.044	0.518	0.003
t28	0.009	0.015	0.009	0.035	0.01	0.005	0.004	0.028	0.016	0.081	0.039	0.027	0.006	0.073	0.01	0.05	0.001	0.012	0.008	0.039	0.006	0.036	0.013	0.045	0.004	0.066	0.01	0.071	0.247	0.028
t7	0.006	0.07	0.01	0.037	0.007	0.005	0.001	0.052	0.017	0.069	0.038	0.071	0.002	0.041	0.009	0.064	0	0.018	0.012	0.019	0.008	0.019	0.04	0.018	0.004	0.059	0.025	0.08	0.195	0.004
t182	0.004	0.008	0.012	0.036	0.009	0.004	0.002	0.04	0.027	0.085	0.027	0.02	0.011	0.107	0.013	0.066	0	0.008	0.008	0.04	0.005	0.033	0.06	0.035	0.005	0.034	0.008	0.086	0.195	0.012
t22	0.001	0.038	0.001	0.004	0.003	0.002	0.001	0.015	0.006	0.012	0.003	0.08	0	0.007	0	0.006	0.001	0.014	0	0.003	0.005	0.001	0.013	0.001	0.001	0.006	0.176	0.02	0.58	0
t10	0	0.012	0	0	0	0	0	0.002	0.004	0.001	0	0.047	0	0	0	0	0	0.009	0	0	0.001	0	0.003	0	0	0	0.558	0.003	0.358	0
t69	0	0.023	0	0.001	0.001	0	0	0.005	0.007	0.002	0	0.053	0	0.002	0	0.001	0	0.016	0	0	0.001	0	0.021	0	0	0.001	0.453	0.007	0.404	0
t101	0.001	0.057	0	0.001	0.001	0.001	0.002	0.007	0.009	0.004	0.001	0.057	0	0.003	0	0.003	0	0.041	0	0	0.001	0	0.013	0	0	0.002	0.534	0.013	0.248	0
t116	0.007	0.009	0.011	0.022	0.007	0.003	0.21	0.036	0.013	0.052	0.017	0.019	0.008	0.044	0.007	0.037	0.004	0.004	0.008	0.044	0.002	0.027	0.019	0.011	0.004	0.03	0.022	0.064	0.25	0.008
t18	0.001	0.036	0.001	0.002	0.002	0.001	0	0.016	0.006	0.006	0.001	0.077	0	0.003	0	0.003	0.001	0.011	0	0.001	0.008	0.001	0.062	0	0	0.001	0.299	0.013	0.446	0
t185	0.003	0.011	0.003	0.009	0.006	0.002	0.002	0.057	0.013	0.026	0.007	0.045	0.002	0.014	0.001	0.008	0.008	0.005	0.001	0.011	0.015	0.005	0.111	0.004	0.002	0.006	0.059	0.033	0.533	0
t32	0.008	0.006	0.014	0.034	0.009	0.004	0.002	0.031	0.025	0.089	0.021	0.019	0.006	0.053	0.011	0.085	0	0.007	0.012	0.026	0.007	0.045	0.005	0.035	0.005	0.091	0.014	0.08	0.212	0.042
t141	0.01	0	0.031	0.042	0.005	0.002	0.005	0.016	0.006	0.083	0.024	0.002	0.096	0.047	0.035	0.083	0.004	0	0.019	0.1	0.004	0.094	0.003	0.059	0.007	0.091	0.001	0.042	0.06	0.028
t102	0.009	0.029	0.008	0.031	0.009	0.003	0.004	0.011	0.023	0.056	0.019	0.034	0.001	0.048	0.013	0.089	0	0.015	0.013	0.022	0.002	0.021	0.042	0.023	0.002	0.044	0.025	0.084	0.304	0.013
t3	0.008	0.013	0.02	0.038	0.011	0.004	0.002	0.038	0.019	0.076	0.025	0.034	0.007	0.04	0.018	0.054	0.001	0.005	0.005	0.041	0.013	0.027	0.011	0.021	0.004	0.06	0.027	0.078	0.294	0.006
t43	0.008	0.008	0.025	0.042	0.009	0.004	0.005	0.047	0.017	0.087	0.026	0.021	0.016	0.053	0.021	0.082	0.001	0.004	0.011	0.052	0.007	0.04	0.013	0.022	0.006	0.07	0.017	0.083	0.198	0.007
t94	0.002	0.036	0.001	0.007	0.004	0.001	0	0.007	0.045	0.014	0.003	0.065	0	0.014	0.002	0.015	0	0.043	0	0.002	0.004	0.002	0.083	0.005	0	0.006	0.116	0.04	0.482	0.002
t114	0.026	0	0.019	0.033	0.002	0.001	0.007	0.02	0.003	0.049	0.021	0.001	0.262	0.028	0.067	0.029	0.017	0	0.021	0.106	0.004	0.092	0.002	0.088	0.004	0.053	0	0.023	0.009	0.013
t40	0.009	0	0.011	0.011	0.001	0	0.036	0.011	0	0.021	0.009	0	0.534	0.013	0.026	0.009	0.091	0	0.009	0.104	0.001	0.042	0.001	0.022	0.003	0.02	0	0.007	0.004	0.002
t122	0.001	0.047	0	0.002	0.002	0.001	0	0.005	0.028	0.007	0.001	0.076	0	0.006	0	0.005	0	0.074	0	0	0.004	0.001	0.029	0.001	0	0.003	0.282	0.021	0.403	0.001
