feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t38	-3.797	-4.158	-2.805	-4.443	-5.659	-3.653	-5.097	-4.807	-5.139	-5.559	-4.062	-3.055	-4.619	-4.982	-4.75	-4.141	-4.362	-4.968	-4.294	-4.239	-3.811	-5.273	-3.837	-3.973	-5.957	-0.611	-4.113	-4.325	-3.354	-5.221
t37	-2.447	-6.026	-3.09	-4.256	-3.509	-4.495	-2.228	-5.12	-3.897	-8.065	-3.879	-6.831	-2.986	-3.635	-3.859	-3.244	-1.824	-3.659	-4.365	-3.078	-3.628	-2.014	-4.268	-4.145	-4.045	-4.907	-3.603	-4.21	-4.656	-5.319
t48	-4.223	-5.264	-3.583	-4.228	-5.208	-4.348	-2.143	-1.971	-2.647	-4.318	-4.212	-5.048	-4.056	-4.135	-3.199	-5.453	-4.346	-4.092	-3.704	-1.635	-4.343	-4.218	-3.868	-3.899	-4.419	-3.104	-3.709	-3.66	-4.15	-3.272
t34	-3.144	-6.269	-4.833	-4.334	-3.021	-4.448	-2.347	-3.291	-3.875	-5.984	-3.638	-5.495	-3.926	-4.785	-4.266	-4.274	-2.458	-3.49	-2.986	-4.273	-3.295	-3.277	-3.869	-3.619	-3.152	-1.662	-3.489	-3.482	-3.707	-4.671
t30	-4.455	-4.555	-3.029	-3.362	-2.535	-4.104	-1.74	-4.623	-3.042	-6.357	-4.411	-7.266	-2.818	-3.603	-5.175	-1.963	-3.709	-3.798	-3.592	-3.759	-3.195	-3.432	-4.067	-5.008	-3.432	-3.464	-4.114	-4.143	-3.816	-5.2
t11	-4.179	-1.802	-2.309	-3.995	-3.618	-5.657	-3.601	-4.96	-3.344	-6.598	-4.621	-5.352	-2.565	-4.696	-3.451	-4.431	-3.11	-4.042	-4.077	-3.017	-4.662	-2.244	-4.386	-4.189	-2.27	-3.533	-3.928	-4.138	-4.725	-4.783
t41	-4.79	-3.295	-4.346	-4.002	-6.924	-3.729	-1.836	-3.004	-2.576	-6.038	-4.088	-6.834	-3.051	-3.877	-4.014	-3.161	-3.085	-4.168	-4.468	-4.298	-3.338	-1.715	-3.639	-3.803	-3.258	-5.797	-3.638	-3.955	-4.143	-4.472
t13	-4.787	-5.65	-4.382	-4.575	-5.146	-4.523	-3.784	-1.597	-3.819	-4.838	-2.979	-4.262	-4.105	-2.632	-1.866	-4.957	-3.947	-4.207	-3.972	-3.563	-5.434	-3.759	-4.131	-3.912	-3.406	-2.449	-3.55	-4.389	-2.894	-4.058
t25	-3.844	-6.587	-3.891	-5.304	-5.383	-4.946	-1.605	-2.331	-5.057	-3.349	-3.44	-2.617	-4.998	-4.958	-4.558	-5.048	-4.22	-4.267	-3.641	-4.635	-4.525	-3.489	-3.85	-3.295	-4.809	-1.603	-3.78	-3.861	-3.515	-4.057
t49	-2.954	-5.429	-5.15	-2.69	-3.03	-5.666	-4.557	-0.965	-4.067	-5.558	-4.284	-4.366	-3.427	-6.11	-3.831	-4.819	-6.184	-4.708	-4.103	-3.02	-3.954	-3.167	-3.641	-4.578	-2.852	-3.925	-4.27	-4.083	-3.986	-4.303
