feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t38	0.022	0.016	0.061	0.012	0.003	0.026	0.006	0.008	0.006	0.004	0.017	0.047	0.01	0.007	0.009	0.016	0.013	0.007	0.014	0.014	0.022	0.005	0.022	0.019	0.003	0.543	0.016	0.013	0.035	0.005
t37	0.087	0.002	0.046	0.014	0.03	0.011	0.108	0.006	0.02	0	0.021	0.001	0.051	0.026	0.021	0.039	0.161	0.026	0.013	0.046	0.027	0.133	0.014	0.016	0.018	0.007	0.027	0.015	0.01	0.005
t48	0.015	0.005	0.028	0.015	0.005	0.013	0.117	0.139	0.071	0.013	0.015	0.006	0.017	0.016	0.041	0.004	0.013	0.017	0.025	0.195	0.013	0.015	0.021	0.02	0.012	0.045	0.025	0.026	0.016	0.038
t34	0.043	0.002	0.008	0.013	0.049	0.012	0.096	0.037	0.021	0.003	0.026	0.004	0.02	0.008	0.014	0.014	0.086	0.031	0.051	0.014	0.037	0.038	0.021	0.027	0.043	0.19	0.031	0.031	0.025	0.009
t30	0.012	0.011	0.048	0.035	0.079	0.016	0.176	0.01	0.048	0.002	0.012	0.001	0.06	0.027	0.006	0.14	0.025	0.022	0.028	0.023	0.041	0.032	0.017	0.007	0.032	0.031	0.016	0.016	0.022	0.006
t11	0.015	0.165	0.099	0.018	0.027	0.003	0.027	0.007	0.035	0.001	0.01	0.005	0.077	0.009	0.032	0.012	0.045	0.018	0.017	0.049	0.009	0.106	0.012	0.015	0.103	0.029	0.02	0.016	0.009	0.008
t41	0.008	0.037	0.013	0.018	0.001	0.024	0.159	0.05	0.076	0.002	0.017	0.001	0.047	0.021	0.018	0.042	0.046	0.015	0.011	0.014	0.036	0.18	0.026	0.022	0.038	0.003	0.026	0.019	0.016	0.011
t13	0.008	0.004	0.012	0.01	0.006	0.011	0.023	0.203	0.022	0.008	0.051	0.014	0.016	0.072	0.155	0.007	0.019	0.015	0.019	0.028	0.004	0.023	0.016	0.02	0.033	0.086	0.029	0.012	0.055	0.017
t25	0.021	0.001	0.02	0.005	0.005	0.007	0.201	0.097	0.006	0.035	0.032	0.073	0.007	0.007	0.01	0.006	0.015	0.014	0.026	0.01	0.011	0.031	0.021	0.037	0.008	0.201	0.023	0.021	0.03	0.017
t49	0.052	0.004	0.006	0.068	0.048	0.003	0.01	0.381	0.017	0.004	0.014	0.013	0.032	0.002	0.022	0.008	0.002	0.009	0.017	0.049	0.019	0.042	0.026	0.01	0.058	0.02	0.014	0.017	0.019	0.014
t36	0.032	0.019	0.01	0.037	0.065	0.011	0.002	0.06	0.03	0.12	0.016	0.014	0.026	0.003	0.016	0.02	0.003	0.009	0.024	0.114	0.065	0.027	0.039	0.02	0.076	0.003	0.02	0.028	0.058	0.033
t15	0.011	0.003	0.027	0.033	0.013	0.015	0.136	0.173	0.028	0.071	0.038	0.012	0.025	0.026	0.03	0.01	0.027	0.015	0.013	0.014	0.051	0.019	0.025	0.023	0.035	0.032	0.035	0.019	0.031	0.009
t14	0.02	0.01	0.006	0.027	0	0.01	0.031	0.116	0.011	0.031	0.021	0.008	0.028	0.017	0.008	0.014	0.029	0.008	0.036	0.03	0.016	0.004	0.016	0.026	0.225	0.113	0.028	0.024	0.07	0.015
t45	0.021	0.017	0.017	0.03	0.002	0.009	0.043	0.098	0.025	0.03	0.024	0.003	0.064	0.011	0.024	0.057	0.01	0.028	0.043	0.033	0.027	0.057	0.028	0.037	0.073	0.002	0.036	0.03	0.087	0.034
t18	0.015	0.155	0.005	0.017	0.012	0.003	0.008	0.048	0.026	0.001	0.008	0.004	0.02	0.008	0.128	0.099	0.005	0.013	0.009	0.119	0.004	0.107	0.007	0.015	0.024	0.084	0.019	0.011	0.014	0.012
t20	0.019	0.007	0.018	0.012	0.332	0.028	0.042	0.165	0.015	0.004	0.015	0.016	0.008	0.019	0.019	0.018	0.007	0.005	0.012	0.009	0.029	0.014	0.012	0.014	0.018	0.09	0.02	0.015	0.011	0.006
t47	0.006	0.005	0.018	0.043	0.002	0.027	0.073	0.01	0.029	0.088	0.023	0.047	0.025	0.028	0.045	0.035	0.033	0.019	0.023	0.025	0.112	0.055	0.021	0.022	0.049	0.048	0.028	0.022	0.025	0.015
t23	0.002	0.006	0.012	0.016	0.005	0.19	0.076	0.028	0.009	0.01	0.03	0.056	0.026	0.035	0.021	0.016	0.046	0.011	0.018	0.032	0.048	0.024	0.013	0.018	0.051	0.079	0.017	0.021	0.064	0.017
t33	0.067	0.002	0.004	0.028	0.012	0.009	0.009	0.319	0.016	0.009	0.007	0.005	0.037	0.006	0.015	0.022	0.012	0.009	0.02	0.012	0.018	0.173	0.023	0.025	0.046	0.026	0.015	0.017	0.016	0.022
t10	0.005	0.003	0.007	0.021	0.001	0.003	0.027	0.603	0.01	0.004	0.006	0.003	0.045	0.003	0.004	0.035	0.003	0.005	0.006	0.021	0.049	0.027	0.012	0.008	0.015	0.031	0.007	0.008	0.021	0.008
t6	0.007	0.001	0.028	0.011	0.009	0.009	0.063	0.068	0.011	0.003	0.018	0.004	0.018	0.012	0.439	0.016	0.002	0.015	0.01	0.029	0.067	0.019	0.016	0.027	0.006	0.012	0.023	0.024	0.01	0.023
t9	0.023	0.007	0.01	0.016	0.079	0.061	0.075	0.022	0.013	0.013	0.025	0.006	0.021	0.028	0.023	0.017	0.01	0.01	0.02	0.015	0.012	0.1	0.026	0.023	0.002	0.276	0.017	0.014	0.018	0.016
t12	0.019	0.005	0.007	0.005	0.121	0.011	0.005	0.009	0.016	0.038	0.021	0.005	0.011	0.029	0.006	0.01	0.013	0.013	0.015	0.063	0.005	0.009	0.015	0.023	0.028	0.416	0.019	0.014	0.04	0.009
t4	0.007	0.013	0.035	0.027	0.025	0.031	0.043	0.016	0.031	0.01	0.053	0.056	0.072	0.028	0.041	0.01	0.048	0.015	0.019	0.003	0.022	0.027	0.016	0.051	0.051	0.091	0.039	0.044	0.062	0.012
t43	0.002	0.01	0.007	0.016	0.013	0.006	0.066	0.015	0.023	0.021	0.026	0.124	0.014	0.037	0.11	0.031	0.009	0.033	0.039	0.007	0.039	0.057	0.019	0.019	0.015	0.14	0.024	0.024	0.04	0.012
t50	0.03	0.01	0.014	0.01	0.021	0.01	0.113	0.083	0.005	0.002	0.016	0.014	0.021	0.014	0.414	0.007	0.015	0.007	0.009	0.01	0.023	0.009	0.015	0.006	0.068	0.005	0.014	0.009	0.02	0.004
t21	0.012	0.016	0.008	0.04	0.004	0.025	0.178	0.174	0.018	0.002	0.016	0.013	0.058	0.027	0.073	0.015	0.009	0.01	0.015	0.004	0.071	0.018	0.018	0.017	0.004	0.02	0.02	0.022	0.075	0.018
t44	0.014	0.004	0.003	0.039	0.002	0.005	0.009	0.223	0.027	0.038	0.014	0.021	0.08	0.007	0.02	0.015	0.004	0.014	0.051	0.015	0.022	0.127	0.029	0.014	0.081	0.028	0.022	0.021	0.029	0.021
t31	0.079	0.004	0.007	0.02	0.001	0.006	0.023	0.031	0.029	0.017	0.011	0.036	0.055	0.01	0.185	0.03	0.008	0.019	0.031	0.072	0.011	0.034	0.028	0.029	0.071	0.025	0.036	0.033	0.024	0.032
t3	0.015	0.003	0.001	0.011	0.004	0.003	0.003	0.436	0.007	0.002	0.011	0.027	0.033	0.003	0.032	0.023	0.005	0.009	0.018	0.098	0.012	0.035	0.021	0.023	0.054	0.043	0.019	0.018	0.02	0.01
t19	0.003	0.001	0.002	0.012	0.001	0.016	0.002	0.726	0.008	0.003	0.006	0.003	0.012	0.004	0.066	0.007	0.01	0.004	0.006	0.021	0.008	0.017	0.003	0.007	0.013	0.01	0.006	0.005	0.009	0.01
t17	0.019	0.004	0.029	0.032	0.001	0.018	0.003	0.121	0.011	0.134	0.012	0.038	0.061	0.019	0.056	0.008	0.016	0.021	0.032	0.102	0.013	0.011	0.035	0.017	0.056	0.028	0.019	0.024	0.04	0.022
t26	0.03	0.003	0.001	0.007	0.001	0.008	0.002	0.186	0.005	0.486	0.003	0.023	0.009	0.001	0.005	0.01	0.051	0.009	0.008	0.004	0.008	0.028	0.013	0.007	0.045	0.015	0.01	0.006	0.011	0.006
t39	0.016	0.006	0.007	0.013	0	0.002	0.005	0.297	0.02	0.023	0.006	0.017	0.031	0.004	0.039	0.003	0.008	0.006	0.015	0.049	0.023	0.025	0.016	0.012	0.264	0.05	0.012	0.011	0.009	0.009
t32	0.004	0.017	0.005	0.016	0.007	0.001	0.013	0.567	0.012	0.002	0.004	0.001	0.024	0.009	0.001	0.038	0.033	0.019	0.014	0.029	0.018	0.062	0.007	0.012	0.01	0.031	0.012	0.009	0.017	0.006
t8	0.053	0.04	0.011	0.024	0.01	0.008	0.052	0.108	0.017	0.007	0.007	0.001	0.026	0.022	0.122	0.073	0.013	0.017	0.013	0.067	0.004	0.048	0.014	0.014	0.094	0.051	0.019	0.013	0.038	0.013
t35	0.028	0.018	0.019	0.04	0.011	0.018	0.08	0.032	0.033	0.162	0.027	0	0.055	0.011	0.012	0.038	0.022	0.053	0.03	0.031	0.054	0.066	0.014	0.014	0.041	0.002	0.027	0.018	0.03	0.012
t40	0.011	0.013	0.013	0.028	0.079	0.039	0.032	0.057	0.011	0.027	0.021	0.028	0.041	0.089	0.078	0.016	0.008	0.009	0.033	0.1	0.043	0.016	0.029	0.021	0.042	0.028	0.024	0.021	0.036	0.008
t7	0.01	0.009	0.026	0.034	0.002	0.008	0.014	0.333	0.025	0.026	0.006	0.001	0.082	0.014	0.041	0.015	0.037	0.014	0.011	0.094	0.017	0.039	0.011	0.01	0.052	0.004	0.017	0.015	0.015	0.017
t24	0.019	0.03	0.019	0.013	0.008	0.002	0.056	0.045	0.033	0.069	0.013	0.001	0.075	0.011	0.014	0.019	0.038	0.024	0.038	0.142	0.184	0.031	0.01	0.015	0.029	0.002	0.023	0.016	0.014	0.008
t16	0.01	0.005	0.012	0.017	0.177	0.004	0.094	0.189	0.008	0.011	0.021	0.006	0.03	0.062	0.061	0.041	0.027	0.016	0.009	0.006	0.036	0.003	0.02	0.015	0.037	0.004	0.025	0.018	0.025	0.012
t2	0.059	0.003	0.023	0.027	0.027	0.038	0.067	0.024	0.02	0.021	0.028	0.03	0.057	0.051	0.105	0.011	0.056	0.035	0.028	0.002	0.062	0.01	0.03	0.016	0.024	0.039	0.031	0.025	0.043	0.01
t28	0.028	0.004	0.005	0.024	0.042	0.047	0.014	0.116	0.032	0.08	0.016	0.035	0.053	0.011	0.097	0.005	0.027	0.007	0.015	0.034	0.05	0.043	0.02	0.03	0.022	0.081	0.017	0.019	0.019	0.008
t5	0.005	0.002	0.009	0.012	0.012	0.012	0.01	0.134	0.024	0.071	0.047	0.024	0.042	0.008	0.078	0.067	0.013	0.014	0.032	0.023	0.018	0.042	0.023	0.036	0.054	0.035	0.023	0.023	0.09	0.014
t46	0.021	0.017	0.01	0.009	0.004	0.064	0.013	0.222	0.011	0.001	0.018	0.007	0.019	0.098	0.034	0.014	0.018	0.019	0.012	0.049	0.084	0.024	0.014	0.016	0.057	0.018	0.018	0.019	0.088	0.003
t29	0.026	0.011	0.013	0.022	0.028	0.032	0.05	0.333	0.006	0.007	0.018	0.019	0.048	0.045	0.051	0.009	0.014	0.015	0.018	0.045	0.014	0.016	0.022	0.016	0.024	0.033	0.016	0.017	0.029	0.005
t27	0.002	0.003	0.002	0.009	0.06	0.177	0.027	0.464	0.01	0.005	0.015	0.025	0.005	0.012	0.026	0.04	0.016	0.005	0.01	0	0.003	0.003	0.014	0.014	0.005	0.002	0.012	0.012	0.013	0.008
t42	0.004	0.003	0.004	0.016	0.039	0.014	0.022	0.326	0.015	0.02	0.019	0.036	0.034	0.041	0.001	0.053	0.016	0.009	0.031	0.02	0.02	0.01	0.025	0.023	0.018	0.097	0.018	0.022	0.032	0.014
t22	0.014	0.002	0.017	0.017	0.015	0.068	0.082	0.052	0.02	0.007	0.031	0.035	0.02	0.009	0.045	0.028	0.05	0.028	0.029	0.005	0.024	0.03	0.017	0.047	0.012	0.141	0.026	0.036	0.077	0.016
t1	0.005	0.001	0.019	0.005	0.02	0.01	0.055	0.038	0.01	0.001	0.034	0.046	0.015	0.005	0.092	0.04	0.013	0.04	0.02	0.173	0.028	0.052	0.019	0.035	0.02	0.102	0.017	0.022	0.03	0.033
