feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t38	-0.039	-0.68	0.029	-0.033	-0.781	-0.259	0.3	1.003	-0.137	-0.895	-0.076	-0.573	0.337	-0.444	0.184	0.239	-0.039	-0.279	0.021	0.347	0.248	0.322	0.041	0.084	0.026	1.037	0.125	-0.025	0.415	-0.499
t37	0.157	-1.306	-0.125	-0.093	-0.339	-0.362	0.829	0.905	-0.01	-1.404	-0.017	-1.104	0.521	-0.187	0.353	0.248	0.381	-0.113	-0.035	0.415	0.241	0.779	-0.061	0.032	0.281	0.277	0.179	-0.029	0.147	-0.559
t48	-0.224	-0.985	-0.212	-0.073	-0.786	-0.485	0.819	1.511	0.292	-0.711	-0.196	-1.061	0.369	-0.348	0.427	-0.119	-0.137	-0.191	0.048	0.806	0.047	0.448	-0.052	0.01	0.251	0.422	0.119	0.022	0.165	-0.178
t34	0.003	-1.211	-0.493	-0.104	-0.317	-0.515	0.767	1.215	0.017	-1.082	-0.079	-1.166	0.389	-0.497	0.186	0.13	0.266	-0.068	0.197	0.224	0.267	0.645	-0.061	0.063	0.519	0.728	0.159	0.053	0.254	-0.49
t30	-0.291	-1.047	-0.143	0.074	-0.137	-0.299	0.907	0.994	0.138	-1.053	-0.153	-1.219	0.526	-0.202	0.042	0.504	-0.055	-0.166	0.111	0.245	0.313	0.434	-0.044	-0.181	0.376	0.573	0.044	-0.04	0.31	-0.56
t11	-0.222	-0.429	0.024	-0.063	-0.366	-0.648	0.489	0.921	0.07	-1.101	-0.197	-0.784	0.586	-0.445	0.433	-0.045	0.081	-0.216	0.008	0.42	-0.013	0.699	-0.114	0.005	0.64	0.569	0.088	-0.036	0.111	-0.463
t41	-0.354	-0.762	-0.433	-0.056	-1.113	-0.199	0.9	1.376	0.253	-0.965	-0.068	-1.114	0.483	-0.249	0.312	0.253	0.095	-0.237	-0.074	0.136	0.297	0.828	0.064	0.101	0.423	0.06	0.163	0.014	0.252	-0.384
t13	-0.333	-1.077	-0.365	-0.151	-0.818	-0.519	0.464	1.579	0.091	-0.826	0.072	-0.905	0.336	-0.102	0.643	-0.009	-0.035	-0.203	0.034	0.482	-0.205	0.609	-0.098	0.043	0.455	0.67	0.166	-0.109	0.422	-0.307
t25	-0.069	-1.132	-0.269	-0.237	-0.751	-0.558	0.946	1.455	-0.158	-0.421	-0.01	-0.536	0.21	-0.423	0.073	-0.048	-0.019	-0.23	0.112	0.177	0.022	0.584	-0.006	0.132	0.235	0.808	0.144	-0.002	0.334	-0.364
t49	0.044	-0.986	-0.406	0.238	-0.125	-0.632	0.567	1.639	0.028	-1.091	-0.109	-0.864	0.476	-0.579	0.345	0.029	-0.37	-0.238	0.005	0.464	0.169	0.644	0.023	-0.083	0.486	0.453	0.067	-0.016	0.227	-0.405
t36	-0.132	-0.72	-0.341	0.033	-0.121	-0.433	0.16	1.147	0.089	-0.366	-0.141	-0.914	0.359	-0.59	0.203	0.177	-0.367	-0.308	0.029	0.594	0.382	0.471	0.046	0.005	0.481	-0.023	0.085	0.034	0.424	-0.263
t15	-0.216	-1.141	-0.241	0.059	-0.609	-0.499	0.818	1.602	0.073	-0.432	-0.048	-1.048	0.409	-0.327	0.29	0.032	0.003	-0.235	-0.099	0.289	0.29	0.453	-0.028	0.007	0.428	0.325	0.168	-0.076	0.253	-0.5
t14	-0.183	-0.841	-0.416	0.015	-1.347	-0.417	0.733	1.352	-0.081	-0.649	-0.048	-0.972	0.404	-0.179	0.11	0.107	0.156	-0.296	0.142	0.35	0.124	0.119	-0.111	0.079	0.755	0.814	0.183	0.029	0.483	-0.414
t45	-0.23	-0.774	-0.251	-0.018	-0.763	-0.504	0.745	1.248	0.034	-0.718	-0.078	-1.242	0.532	-0.353	0.284	0.37	-0.152	-0.084	0.119	0.314	0.174	0.65	-0.039	0.102	0.431	-0.181	0.177	0.022	0.469	-0.284
t18	-0.192	-0.409	-0.568	-0.038	-0.514	-0.607	0.304	1.324	0.066	-1.146	-0.173	-0.774	0.341	-0.416	0.782	0.455	-0.343	-0.25	-0.091	0.632	-0.114	0.749	-0.178	0.047	0.363	0.805	0.126	-0.064	0.232	-0.348
t20	-0.132	-0.904	-0.24	-0.055	0.032	-0.312	0.676	1.646	0.022	-0.991	-0.167	-0.812	0.242	-0.335	0.315	0.22	-0.193	-0.402	-0.049	0.199	0.298	0.451	-0.126	-0.026	0.411	0.554	0.124	-0.035	0.123	-0.536
t47	-0.363	-1.038	-0.344	0.106	-1.038	-0.434	0.661	0.948	0.087	-0.394	-0.167	-0.758	0.392	-0.323	0.383	0.284	0.019	-0.186	0.019	0.367	0.438	0.682	-0.069	-0.003	0.475	0.411	0.115	-0.047	0.188	-0.408
t23	-0.568	-0.977	-0.397	-0.093	-0.774	0.061	0.7	1.217	-0.157	-0.875	-0.072	-0.686	0.432	-0.243	0.238	0.125	0.125	-0.287	-0.007	0.457	0.269	0.516	-0.156	-0.017	0.516	0.559	0.027	-0.023	0.442	-0.35
t33	0.12	-1.156	-0.468	0.036	-0.385	-0.447	0.495	1.528	0.012	-0.898	-0.274	-1.073	0.468	-0.394	0.249	0.214	-0.018	-0.242	0.048	0.171	0.136	0.926	-0.005	0.104	0.445	0.45	0.081	-0.016	0.189	-0.297
t10	-0.375	-0.945	-0.257	0.094	-0.775	-0.546	0.868	1.8	0.007	-0.962	-0.164	-1.09	0.635	-0.431	0.035	0.447	-0.23	-0.25	-0.11	0.411	0.495	0.608	-0.028	-0.046	0.306	0.612	0.016	-0.082	0.377	-0.421
t6	-0.282	-1.17	-0.156	-0.002	-0.556	-0.476	0.718	1.417	0.016	-0.917	-0.105	-1.204	0.47	-0.255	0.967	0.187	-0.407	-0.178	-0.08	0.467	0.479	0.514	-0.033	0.093	0.194	0.19	0.182	0.063	0.124	-0.261
t9	-0.118	-0.955	-0.407	-0.024	-0.345	-0.164	0.779	1.136	-0.051	-0.758	-0.087	-1.07	0.44	-0.274	0.327	0.174	-0.149	-0.266	0.034	0.277	0.061	0.888	0.016	0.049	-0.111	0.779	0.055	-0.09	0.188	-0.334
t12	-0.104	-0.939	-0.45	-0.236	-0.187	-0.523	0.183	0.982	0.06	-0.443	-0.065	-1.08	0.351	-0.212	0.063	0.109	-0.032	-0.137	0.033	0.669	-0.082	0.384	-0.066	0.105	0.531	0.934	0.13	-0.023	0.442	-0.398
t4	-0.333	-0.841	-0.197	-0.007	-0.482	-0.345	0.528	1.037	0.073	-0.916	0.01	-0.734	0.631	-0.331	0.331	0.006	0.114	-0.27	-0.038	-0.068	0.07	0.509	-0.157	0.171	0.497	0.541	0.167	0.095	0.391	-0.452
t43	-0.579	-0.86	-0.53	-0.089	-0.604	-0.676	0.675	1.069	0.042	-0.691	-0.114	-0.504	0.28	-0.223	0.606	0.304	-0.229	-0.039	0.172	0.165	0.247	0.723	-0.067	-0.024	0.251	0.684	0.096	-0.003	0.328	-0.409
t50	0.021	-0.832	-0.252	-0.096	-0.421	-0.518	0.889	1.414	-0.166	-1.02	-0.095	-0.836	0.445	-0.411	0.933	0.073	0.018	-0.278	-0.062	0.274	0.212	0.449	-0.036	-0.139	0.702	0.094	0.082	-0.12	0.238	-0.565
t21	-0.252	-0.78	-0.462	0.166	-0.869	-0.357	0.937	1.527	0.083	-1.11	-0.165	-0.911	0.625	-0.317	0.457	0.183	-0.163	-0.272	-0.007	-0.013	0.414	0.543	-0.059	0.031	-0.011	0.38	0.114	0.04	0.496	-0.248
