feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t136	2.534	-0.026	-0.531	0.327	0.315	0.019	0.551	0.687	-1.547	0.187	0.291	-1.026	-1.55	1.002	-1.93	0.672	0.552	0.687	-0.912	-1.105	-1.145	1.382	1.555	0.144	0.194	-1.185	-0.85	0.388	-0.365	0.659
t97	2.219	0.271	0.155	0.12	0.352	-0.179	0.624	0.576	-1.593	-0.303	0.278	-0.535	-1.362	0.807	-2.133	1.009	0.687	0.444	-0.747	-0.867	-0.485	1.227	1.416	-0.112	0.286	-0.817	-1.26	0.152	-0.382	0.133
t52	2.894	-0.199	-0.917	0.806	0.296	0.163	0.452	1.23	-2.012	0.596	0.25	-1.352	-1.958	1.097	-1.83	0.335	0.154	0.388	-1.108	-1.579	-2.043	1.727	1.887	0.511	0.25	-1.539	-0.726	0.442	0.291	1.469
t72	2.004	-0.039	-0.089	-0.248	0.761	-0.071	0.706	-0.115	-0.577	-0.281	0.301	-1.144	-0.844	1.119	-1.997	1.123	0.563	1.028	-0.604	-0.491	-0.305	0.639	0.906	-0.532	1.04	-0.973	-0.386	-0.262	-0.982	-0.278
t151	2.51	0.197	-0.203	0.37	0.154	-0.088	0.545	0.889	-1.923	0.018	0.285	-0.619	-1.674	0.815	-2.044	0.743	0.689	0.426	-0.911	-1.15	-0.955	1.554	1.699	0.222	-0.127	-0.992	-1.322	0.481	-0.195	0.584
t186	3.026	-0.461	-1.43	0.839	0.371	0.309	0.43	1.109	-1.729	0.891	0.262	-1.793	-1.939	1.29	-1.675	0.161	0.046	0.684	-1.17	-1.623	-2.384	1.669	1.836	0.55	0.402	-1.794	-0.27	0.516	0.122	1.722
t25	2.918	-0.091	-0.883	0.75	0.097	0.121	0.443	1.238	-2.132	0.57	0.277	-1.108	-2.017	0.991	-1.85	0.334	0.425	0.459	-1.13	-1.554	-1.853	1.85	1.973	0.596	-0.215	-1.419	-0.995	0.702	0.12	1.351
t29	2.671	-0.532	-1.168	0.431	0.743	0.282	0.537	0.517	-0.946	0.624	0.271	-2.012	-1.416	1.434	-1.685	0.453	-0.006	0.98	-0.96	-1.194	-1.875	1.107	1.349	0.066	1.082	-1.716	0.211	-0.032	-0.313	1.055
t109	2.596	0.037	-0.455	0.48	0.26	-0.003	0.526	0.925	-1.851	0.187	0.27	-0.919	-1.706	0.938	-1.971	0.634	0.476	0.452	-0.951	-1.248	-1.294	1.53	1.696	0.254	0.134	-1.182	-1.039	0.419	-0.074	0.848
t120	3.148	0.066	-0.838	1.134	-0.173	0.082	0.362	1.845	-2.949	0.649	0.243	-0.786	-2.473	0.804	-1.924	0.171	0.377	-0.034	-1.274	-1.935	-2.223	2.324	2.395	0.961	-0.655	-1.409	-1.554	1.004	0.713	1.88
t116	2.788	-0.363	-1.136	0.436	0.392	0.234	0.5	0.667	-1.27	0.659	0.311	-1.638	-1.61	1.263	-1.705	0.388	0.385	1.021	-1.039	-1.253	-1.726	1.406	1.581	0.301	0.258	-1.574	-0.247	0.404	-0.437	0.981
t58	3.271	-0.476	-1.59	1.136	0.229	0.36	0.357	1.516	-2.17	1.117	0.248	-1.811	-2.265	1.264	-1.642	-0.049	-0.057	0.474	-1.31	-1.934	-2.856	1.99	2.129	0.854	0.134	-1.935	-0.41	0.692	0.521	2.165
