V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.123	-0.031	-0.126	0.128	-0.046	0.046	-0.026	0.153	-0.137	0.135	0.003	-0.051	-0.123	0.019	0.04	-0.1	-0.042	-0.039	-0.059	-0.123	-0.22	0.132	0.119	0.135	-0.091	-0.079	0.002	0.094	0.136	0.218	0.093
2	-0.031	0.083	0.122	-0.028	-0.036	-0.033	0.016	0.005	-0.044	-0.073	0.012	0.149	0.015	-0.05	-0.03	0.058	0.089	-0.024	0.027	0.044	0.147	0.022	0.015	-0.005	-0.089	0.094	-0.129	0.041	-0.02	-0.086	0
3	-0.126	0.122	0.239	-0.123	-0.008	-0.073	0.038	-0.102	0.044	-0.185	0.012	0.214	0.106	-0.073	-0.065	0.142	0.133	-0.005	0.075	0.14	0.332	-0.069	-0.068	-0.104	-0.035	0.17	-0.156	-0.022	-0.116	-0.257	-0.066
4	0.128	-0.028	-0.123	0.139	-0.046	0.047	-0.025	0.168	-0.151	0.137	0.003	-0.046	-0.13	0.017	0.039	-0.102	-0.046	-0.05	-0.059	-0.13	-0.229	0.141	0.128	0.142	-0.089	-0.079	-0.005	0.098	0.155	0.233	0.1
5	-0.046	-0.036	-0.008	-0.046	0.053	-0.003	0.004	-0.081	0.099	-0.026	-0.01	-0.07	0.056	0.024	-0.003	0.018	-0.043	0.029	0.015	0.036	0.019	-0.085	-0.073	-0.07	0.119	-0.019	0.084	-0.082	-0.05	-0.055	-0.049
6	0.046	-0.033	-0.073	0.047	-0.003	0.023	-0.012	0.045	-0.028	0.061	-0.003	-0.058	-0.041	0.02	0.02	-0.047	-0.039	-0.005	-0.025	-0.05	-0.108	0.033	0.031	0.042	0	-0.051	0.038	0.016	0.047	0.09	0.028
7	-0.026	0.016	0.038	-0.025	0.004	-0.012	0.007	-0.025	0.018	-0.033	0.001	0.028	0.023	-0.01	-0.011	0.025	0.018	0.003	0.014	0.027	0.057	-0.02	-0.019	-0.024	0.006	0.026	-0.017	-0.012	-0.025	-0.048	-0.016
8	0.153	0.005	-0.102	0.168	-0.081	0.045	-0.025	0.223	-0.221	0.145	0.01	0.015	-0.163	-0.003	0.037	-0.105	-0.014	-0.076	-0.065	-0.149	-0.226	0.197	0.176	0.185	-0.167	-0.056	-0.072	0.151	0.19	0.261	0.131
9	-0.137	-0.044	0.044	-0.151	0.099	-0.028	0.018	-0.221	0.237	-0.108	-0.016	-0.085	0.154	0.027	-0.023	0.077	-0.031	0.084	0.052	0.125	0.152	-0.204	-0.18	-0.18	0.211	0.011	0.133	-0.17	-0.175	-0.215	-0.129
10	0.135	-0.073	-0.185	0.137	-0.026	0.061	-0.033	0.145	-0.108	0.168	-0.003	-0.127	-0.126	0.044	0.054	-0.127	-0.086	-0.024	-0.071	-0.141	-0.288	0.116	0.107	0.133	-0.044	-0.126	0.069	0.07	0.14	0.253	0.089
11	0.003	0.012	0.012	0.003	-0.01	-0.003	0.001	0.01	-0.016	-0.003	0.002	0.021	-0.005	-0.007	-0.002	0.003	0.013	-0.005	0	-0.001	0.011	0.012	0.01	0.008	-0.023	0.011	-0.022	0.014	0.004	-0.001	0.006
12	-0.051	0.149	0.214	-0.046	-0.07	-0.058	0.028	0.015	-0.085	-0.127	0.021	0.268	0.022	-0.091	-0.052	0.1	0.162	-0.043	0.046	0.075	0.258	0.045	0.032	-0.004	-0.169	0.168	-0.235	0.08	-0.033	-0.148	0.004
