feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t12	-0.106	0.689	0.557	0.013	-0.349	-0.1	-0.327	0.038	-0.362	0.254	-0.064	-0.265	-0.092	0.984	0.072	0.358	-0.641	-0.519	-0.06	0.042	0.772	0.307	0.355	-0.242	-0.304	0.01	-0.932	0.015	-0.09	-0.015
t18	-0.116	0.78	0.524	0.037	-0.264	-0.077	-0.327	-0.048	-0.691	0.11	0.211	-0.335	0.008	-0.171	0.129	0.023	-0.378	-0.435	0.296	0.092	0.144	0.505	0.262	-0.264	0.032	0.096	-0.319	0.164	0.109	-0.095
t38	-0.207	0.686	0.546	0.015	-0.005	-0.269	0.116	-0.06	-0.235	0.203	-0.128	-0.114	0.217	0.308	0.071	0.129	-0.781	-0.505	-0.134	0.039	0.644	0.623	0.201	-0.122	-0.033	0.1	-0.876	-0.009	-0.059	-0.359
t20	-0.255	0.849	0.528	-0.085	-0.339	-0.251	-0.471	-0.099	0.034	0.221	-0.028	-0.419	-0.083	0.135	0.009	0.488	-0.587	-0.452	0.246	-0.093	0.606	0.171	0.208	-0.27	0.023	-0.015	-0.14	-0.043	0.128	-0.015
t46	-0.17	0.958	0.795	0.293	-0.586	-0.44	-0.303	-0.119	-0.486	0.253	-0.047	-0.319	0.15	-0.006	0.119	-0.132	-0.281	-0.66	0.294	0.093	0.41	0.433	0.401	-0.119	-0.076	0.093	-0.719	0.079	0.227	-0.133
t21	-0.317	0.714	0.534	-0.096	-0.312	-0.314	-0.519	0.071	-0.439	0.174	-0.053	-0.326	0.059	0.871	0.019	0.346	-0.498	-0.696	0.369	0.077	0.11	0.707	0.045	-0.256	-0.22	-0.02	-0.271	0.262	0.026	-0.048
t43	-0.262	0.682	0.056	0.055	-0.155	-0.082	-0.556	-0.002	-0.197	-0.03	0.004	-0.434	0.035	0.161	0.05	0.754	-0.121	-0.405	0.041	0.035	0.44	0.308	0.22	-0.166	-0.098	0.08	-0.618	0.17	-0.015	0.053
t27	-0.215	0.742	0.247	-0.044	-0.437	-0.066	-0.219	-0.061	-0.161	0.189	0.06	-0.317	0.289	0.777	0.118	-0.077	-0.529	-0.585	0.219	0.023	-0.077	0.433	0.177	-0.24	-0.134	0.02	-0.546	0.109	0.197	0.108
t23	-0.345	0.747	0.414	0.056	-0.233	-0.223	-0.218	-0.129	-0.76	0.078	0.033	-0.208	0.206	0.087	0.057	0.447	-0.201	-0.412	0.039	-0.141	0.373	0.217	0.238	-0.208	-0.059	0.005	0.035	0.332	0.152	-0.382
t8	-0.084	0.851	0.202	0.093	-0.354	-0.134	-0.135	0.097	-0.047	0.148	-0.03	-0.293	-0.096	0.617	0.084	0.088	-0.246	-0.655	0.1	-0.09	0.164	0.357	0.232	-0.171	-0.081	0.037	-0.785	-0.124	-0.096	0.353
