feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t12	-4.596	-4.111	-3.085	-5.023	-4.873	-4.573	-4.708	-4.471	-5.173	-4.055	-4.808	-4.985	-4.905	-0.511	-4.636	-3.406	-6.911	-5.205	-4.82	-4.603	-2.363	-4.635	-3.713	-4.967	-6.091	-4.808	-7.508	-4.901	-5.639	-4.35
t18	-3.472	-2.474	-2.525	-3.175	-3.503	-3.446	-3.884	-4.048	-5.86	-3.857	-2.566	-4.439	-3.928	-6.449	-3.305	-3.85	-3.481	-4.036	-2.925	-3.168	-4.269	-2.907	-3.375	-4.038	-3.119	-3.338	-3.224	-3.497	-3.471	-3.672
t38	-4.079	-3.149	-2.543	-3.457	-2.234	-4.518	-2.347	-4.258	-3.934	-3.527	-4.321	-3.641	-3.117	-4.128	-3.767	-3.603	-5.298	-4.625	-5.212	-3.504	-2.044	-2.514	-3.76	-3.499	-3.646	-3.497	-5.819	-4.54	-4.353	-5.134
t20	-4.387	-2.577	-2.516	-4.661	-4.091	-4.425	-4.928	-4.391	-2.372	-3.288	-3.759	-4.94	-4.024	-4.352	-4.089	-2.028	-5.813	-3.791	-2.723	-4.318	-2.282	-4.337	-3.607	-4.299	-3.743	-4.061	-2.716	-4.455	-3.826	-3.443
t46	-4.062	-1.989	-1.53	-2.34	-5.09	-5.504	-4.428	-4.728	-5.339	-3.517	-4.111	-4.873	-3.707	-5.876	-3.699	-4.93	-3.008	-5.459	-3.354	-3.381	-3.299	-3.521	-3.02	-3.65	-4.062	-3.684	-5.321	-4.251	-3.173	-4.083
t21	-5.345	-3.747	-2.903	-5.315	-4.454	-5.33	-5.333	-4.062	-5.217	-4.221	-4.517	-4.987	-3.906	-0.731	-4.646	-3.267	-6.071	-5.795	-2.483	-4.213	-5.211	-2.545	-4.924	-4.8	-5.387	-4.716	-4.182	-3.41	-4.9	-4.289
t43	-4.532	-3.304	-4.946	-3.48	-3.167	-3.928	-5.63	-4.252	-4.079	-4.859	-3.924	-5.461	-4.305	-5.17	-4.061	-0.94	-2.317	-4.338	-4.566	-3.699	-3.229	-4.144	-3.896	-3.92	-4.218	-3.792	-4.922	-3.874	-4.319	-3.264
t27	-4.182	-3.08	-3.823	-4.464	-4.507	-3.564	-3.812	-4.233	-3.265	-3.407	-3.348	-4.457	-2.296	-1.456	-3.582	-4.619	-5.608	-4.354	-2.874	-3.75	-5.4	-3.104	-3.729	-4.144	-4.477	-3.891	-4.522	-3.697	-3.518	-2.865
t23	-4.676	-2.706	-3.237	-3.322	-3.348	-4.418	-3.704	-4.665	-6.659	-4.221	-3.64	-4.064	-3.201	-5.477	-3.877	-2.089	-2.703	-4.15	-4.405	-4.469	-3.327	-4.604	-3.71	-3.945	-3.678	-3.988	-1.631	-3.085	-3.441	-5.317
t8	-3.317	-2.155	-4.312	-3.025	-4.146	-3.584	-3.428	-3.235	-2.847	-3.788	-4.167	-4.273	-4.39	-2.663	-3.653	-3.767	-2.504	-5.466	-4.019	-4.502	-4.503	-3.88	-3.938	-3.666	-3.879	-3.767	-5.639	-5.236	-4.295	-1.766
t31	-4.072	-4.098	-1.69	-4.462	-6.028	-4.239	-5.545	-3.286	-2.997	-3.678	-4.284	-3.865	-4.004	-2.629	-4.143	-5.156	-4.204	-3.149	-2.98	-4.063	-1.987	-2.209	-3.551	-4.994	-4.031	-3.953	-4.14	-5.661	-5.209	-3.906
t22	-3.856	-3.058	-3.746	-5.312	-4.711	-4.007	-3.057	-2.271	-4.502	-3.412	-2.867	-3.329	-3.743	-5.526	-3.331	-3.129	-3.748	-2.345	-2.514	-4.183	-3.076	-3.012	-3.226	-4.397	-3.609	-3.304	-7.23	-3.559	-3.88	-5.238
