feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t20	-0.833	-0.006	-0.103	-0.677	-0.14	0.428	1.335	1.105	-1.657	-1.122	0.862	-0.671	1.742	-0.734	-1.042	0.533	-0.999	0.437	2.181	0.816	-0.424	0.26	2.287	-0.073	-0.376	-0.367	-1.397	-1.211	-0.851	0.68
t138	-0.911	0.088	0.328	-0.849	1.315	0.607	1.654	1.532	-1.053	-0.922	0.661	-0.721	1.444	-1.293	-1.482	0.048	-0.559	0.443	1.684	0.88	-0.197	-0.173	2.564	-0.402	-0.672	-0.213	-1.695	-1.506	-0.886	0.271
t39	-1.301	0.398	1.273	-1.179	1.18	1.129	0.633	2.324	-1.274	-0.079	0.222	-0.698	1.03	-1.598	-2.169	-0.22	0.489	0.846	2.095	1.14	0.325	-0.713	3.199	-0.946	-1.168	0.2	-1.927	-2.091	-0.833	-0.319
t122	-1.05	0.174	0.588	-0.957	1.237	0.741	1.215	1.728	-1.375	-0.381	0.523	-0.713	1.333	-1.337	-1.65	-0.005	-0.303	0.499	2.04	0.942	-0.091	-0.305	2.72	-0.572	-0.801	-0.081	-1.755	-1.647	-0.876	0.14
t23	-1.105	0.222	0.803	-1.028	1.144	0.842	0.992	1.917	-1.356	-0.193	0.446	-0.715	1.244	-1.442	-1.797	0.019	-0.122	0.545	2.076	0.99	0.048	-0.377	2.825	-0.686	-0.911	0.038	-1.793	-1.785	-0.877	0.013
t150	-0.69	-0.15	-0.579	-0.535	0.109	0.161	1.777	0.675	-1.907	-1.263	1.05	-0.683	1.951	-0.558	-0.688	0.624	-1.504	0.156	2.239	0.676	-0.733	0.49	1.974	0.162	-0.123	-0.581	-1.295	-0.893	-0.879	0.99
t81	-0.963	0.098	0.177	-0.785	0.29	0.585	1.234	1.341	-1.665	-0.925	0.709	-0.672	1.596	-0.894	-1.281	0.291	-0.631	0.537	2.194	0.889	-0.291	-0.002	2.511	-0.267	-0.538	-0.281	-1.524	-1.38	-0.836	0.466
t110	-0.707	-0.105	-0.404	-0.581	0.482	0.241	1.858	0.842	-1.691	-1.335	0.994	-0.688	1.857	-0.737	-0.833	0.479	-1.33	0.175	2.004	0.715	-0.624	0.356	2.086	0.06	-0.215	-0.518	-1.383	-0.995	-0.878	0.858
t146	-0.905	0.003	0.065	-0.799	0.788	0.466	1.557	1.258	-1.591	-0.585	0.74	-0.724	1.583	-1.02	-1.257	0.284	-0.877	0.329	2.307	0.801	-0.379	0.032	2.362	-0.267	-0.539	-0.298	-1.569	-1.357	-0.904	0.477
t164	-1.002	0.147	0.444	-0.899	1.326	0.665	1.268	1.594	-1.51	-0.506	0.586	-0.702	1.419	-1.272	-1.51	0.038	-0.428	0.401	1.942	0.91	-0.19	-0.226	2.637	-0.493	-0.694	-0.146	-1.707	-1.511	-0.869	0.267
t131	-1.15	0.259	0.909	-1.073	1.582	0.906	1.187	2.02	-1.224	-0.24	0.38	-0.727	1.158	-1.561	-1.936	-0.199	0.049	0.605	2.037	1.016	0.106	-0.546	2.936	-0.771	-1.002	0.04	-1.885	-1.883	-0.877	-0.124
t78	-1.079	0.175	0.542	-0.933	0.429	0.753	0.985	1.67	-1.679	-0.401	0.542	-0.69	1.39	-1.097	-1.584	0.149	-0.35	0.617	2.469	0.958	-0.096	-0.187	2.702	-0.5	-0.768	-0.088	-1.653	-1.646	-0.853	0.207
t103	-1.189	0.24	0.799	-1.058	0.998	0.871	0.977	1.898	-1.407	-0.07	0.393	-0.721	1.229	-1.354	-1.842	-0.031	-0.031	0.68	2.348	0.999	0.034	-0.458	2.876	-0.701	-0.954	-0.003	-1.802	-1.834	-0.872	-0.039
t88	-0.872	0.023	0.052	-0.755	0.738	0.472	1.498	1.245	-1.52	-0.836	0.773	-0.698	1.616	-0.992	-1.208	0.249	-0.873	0.344	2.069	0.82	-0.387	0.062	2.375	-0.228	-0.486	-0.312	-1.552	-1.296	-0.876	0.535
t102	-1.306	0.409	1.339	-1.207	1.507	1.14	0.612	2.381	-1.386	0.111	0.195	-0.703	0.989	-1.693	-2.207	-0.282	0.513	0.753	2.091	1.14	0.334	-0.752	3.216	-1.01	-1.192	0.245	-1.972	-2.102	-0.842	-0.345
t130	-0.989	0.09	0.227	-0.82	0.215	0.578	1.018	1.356	-2.043	-0.458	0.69	-0.676	1.58	-0.895	-1.278	0.357	-0.694	0.407	2.571	0.877	-0.298	0.041	2.476	-0.314	-0.549	-0.212	-1.523	-1.388	-0.854	0.489
t198	-1.077	0.206	0.656	-0.96	1.063	0.789	1.132	1.769	-1.634	-0.451	0.511	-0.695	1.33	-1.287	-1.665	-0.005	-0.229	0.514	2.204	0.974	-0.044	-0.31	2.771	-0.587	-0.807	-0.056	-1.738	-1.673	-0.855	0.133
t37	-1.163	0.32	1.131	-1.099	1.329	1.019	0.977	2.208	-1.286	-0.367	0.349	-0.702	1.095	-1.616	-2.035	-0.195	0.206	0.645	1.993	1.087	0.263	-0.564	3.048	-0.84	-1.062	0.158	-1.897	-1.984	-0.852	-0.195
t56	-1.104	0.203	0.73	-1.008	1.161	0.812	1.16	1.838	-1.389	-0.254	0.467	-0.718	1.265	-1.384	-1.764	-0.064	-0.195	0.545	2.24	0.972	-0.004	-0.379	2.797	-0.646	-0.887	-0.02	-1.796	-1.76	-0.878	0.041
t58	-1.121	0.182	0.604	-0.978	0.628	0.777	1.063	1.717	-1.491	-0.279	0.496	-0.712	1.342	-1.191	-1.671	0.104	-0.254	0.64	2.432	0.958	-0.06	-0.295	2.744	-0.559	-0.834	-0.084	-1.708	-1.714	-0.869	0.114
t45	-1.227	0.35	1.213	-1.159	1.659	1.067	1.01	2.292	-0.965	-0.23	0.266	-0.724	1.02	-1.735	-2.165	-0.315	0.376	0.743	1.839	1.1	0.297	-0.728	3.137	-0.928	-1.158	0.163	-1.978	-2.069	-0.862	-0.326
t76	-1.174	0.316	1.111	-1.104	1.186	1.017	0.893	2.201	-1.202	-0.274	0.337	-0.704	1.093	-1.575	-2.037	-0.187	0.18	0.71	2.037	1.084	0.242	-0.545	3.041	-0.833	-1.072	0.161	-1.889	-1.99	-0.854	-0.192
t64	-1.003	0.117	0.3	-0.855	0.815	0.627	1.332	1.458	-1.479	-0.715	0.636	-0.701	1.499	-1.096	-1.426	0.174	-0.484	0.513	2.088	0.894	-0.23	-0.16	2.583	-0.382	-0.641	-0.242	-1.625	-1.479	-0.861	0.323
t188	-0.937	0.122	0.356	-0.834	0.905	0.647	1.424	1.536	-1.211	-1.032	0.665	-0.694	1.48	-1.19	-1.451	0.143	-0.48	0.509	1.728	0.914	-0.164	-0.141	2.602	-0.38	-0.646	-0.205	-1.639	-1.496	-0.855	0.304
t179	-1.048	0.249	0.698	-0.918	0.889	0.824	0.95	1.796	-1.773	-0.77	0.545	-0.655	1.376	-1.254	-1.605	0.072	-0.157	0.499	1.949	1.015	-0.001	-0.26	2.808	-0.559	-0.743	-0.033	-1.685	-1.613	-0.813	0.199
t59	-1.099	0.261	0.734	-0.951	0.782	0.861	0.928	1.834	-1.646	-0.671	0.496	-0.664	1.333	-1.236	-1.682	0.003	-0.089	0.627	2.097	1.028	0.019	-0.321	2.858	-0.589	-0.808	-0.032	-1.712	-1.691	-0.816	0.125
t38	-0.753	-0.082	-0.245	-0.647	0.344	0.314	1.694	0.989	-1.591	-1.127	0.93	-0.701	1.777	-0.827	-0.963	0.531	-1.199	0.236	2.07	0.745	-0.51	0.301	2.155	-0.028	-0.319	-0.425	-1.412	-1.129	-0.891	0.737
t115	-0.981	0.067	0.251	-0.862	1.061	0.56	1.441	1.399	-1.476	-0.413	0.652	-0.724	1.493	-1.151	-1.402	0.113	-0.66	0.369	2.254	0.845	-0.299	-0.138	2.495	-0.388	-0.633	-0.241	-1.663	-1.45	-0.896	0.356
t166	-1.01	0.117	0.361	-0.872	0.619	0.656	1.315	1.514	-1.406	-0.7	0.626	-0.705	1.468	-1.104	-1.479	0.185	-0.473	0.558	2.187	0.908	-0.174	-0.157	2.602	-0.398	-0.685	-0.204	-1.631	-1.548	-0.866	0.277
t143	-1.426	0.528	1.834	-1.359	1.522	1.391	0.404	2.831	-1.106	0.006	0.012	-0.716	0.736	-1.988	-2.612	-0.485	0.991	0.936	1.898	1.262	0.666	-1.026	3.518	-1.274	-1.474	0.445	-2.131	-2.461	-0.839	-0.706
t94	-0.991	0.161	0.612	-0.939	1.23	0.75	1.382	1.78	-1.008	-0.727	0.556	-0.721	1.321	-1.429	-1.683	0.033	-0.286	0.531	1.72	0.95	-0.014	-0.297	2.724	-0.551	-0.819	-0.073	-1.755	-1.691	-0.881	0.094
t98	-0.639	-0.145	-0.579	-0.479	-0.405	0.17	1.629	0.666	-1.891	-1.558	1.114	-0.651	2.004	-0.465	-0.613	0.73	-1.562	0.185	2.138	0.701	-0.701	0.613	1.955	0.237	-0.06	-0.563	-1.226	-0.851	-0.85	1.076
t60	-1.069	0.261	0.818	-0.993	1.574	0.881	1.303	1.963	-1.07	-0.808	0.456	-0.701	1.229	-1.517	-1.835	-0.185	0.017	0.627	1.585	1.025	0.084	-0.479	2.918	-0.677	-0.908	-0.018	-1.836	-1.782	-0.846	-0.036
t41	-0.834	-0.038	-0.177	-0.676	0.009	0.369	1.353	1.018	-1.829	-0.84	0.873	-0.682	1.762	-0.715	-0.989	0.504	-1.127	0.323	2.396	0.776	-0.511	0.287	2.215	-0.065	-0.344	-0.389	-1.406	-1.153	-0.869	0.738
t18	-0.745	-0.029	-0.089	-0.664	0.719	0.39	1.736	1.14	-1.469	-1.293	0.894	-0.688	1.699	-0.965	-1.068	0.315	-1.074	0.238	1.83	0.791	-0.43	0.209	2.263	-0.106	-0.373	-0.363	-1.491	-1.185	-0.873	0.66
t151	-0.607	-0.212	-0.764	-0.467	0.219	0.053	2.023	0.516	-1.752	-1.434	1.139	-0.688	2.029	-0.519	-0.554	0.625	-1.728	0.072	2.098	0.622	-0.846	0.581	1.848	0.269	-0.023	-0.667	-1.269	-0.768	-0.89	1.109
t51	-1.166	0.333	1.058	-1.072	1.483	1.004	1.028	2.146	-1.241	-0.53	0.356	-0.693	1.131	-1.577	-1.99	-0.25	0.239	0.682	1.807	1.086	0.207	-0.595	3.06	-0.809	-1.02	0.092	-1.892	-1.917	-0.834	-0.16
t44	-1.138	0.255	0.837	-1.02	0.799	0.888	0.86	1.93	-1.39	-0.275	0.435	-0.694	1.251	-1.343	-1.801	0.005	-0.059	0.659	2.184	1.024	0.07	-0.379	2.877	-0.671	-0.912	0.038	-1.772	-1.8	-0.849	0.018
