V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.057	-0.025	-0.114	0.059	-0.073	-0.054	0.082	-0.101	-0.027	-0.086	0.071	0.015	0.078	0.084	0.117	0.074	-0.125	-0.035	0.004	-0.018	-0.059	0.099	-0.072	0.09	0.087	-0.04	0.058	0.098	0.01	0.106	-0.09
2	-0.025	0.011	0.051	-0.026	0.038	0.024	-0.034	0.046	0.015	0.036	-0.032	-0.007	-0.035	-0.039	-0.053	-0.034	0.056	0.015	-0.006	0.008	0.027	-0.044	0.032	-0.041	-0.039	0.018	-0.026	-0.043	-0.005	-0.047	0.04
3	-0.114	0.051	0.243	-0.122	0.182	0.113	-0.158	0.215	0.074	0.168	-0.148	-0.031	-0.165	-0.187	-0.248	-0.161	0.261	0.07	-0.031	0.039	0.126	-0.208	0.151	-0.191	-0.183	0.087	-0.124	-0.205	-0.022	-0.224	0.19
4	0.059	-0.026	-0.122	0.062	-0.088	-0.057	0.082	-0.108	-0.034	-0.088	0.075	0.016	0.083	0.093	0.125	0.081	-0.132	-0.037	0.011	-0.02	-0.064	0.105	-0.077	0.096	0.093	-0.044	0.063	0.104	0.011	0.113	-0.096
5	-0.073	0.038	0.182	-0.088	0.235	0.082	-0.067	0.166	0.102	0.117	-0.105	-0.023	-0.124	-0.161	-0.185	-0.136	0.193	0.042	-0.067	0.029	0.095	-0.16	0.113	-0.142	-0.135	0.066	-0.099	-0.147	-0.017	-0.168	0.14
6	-0.054	0.024	0.113	-0.057	0.082	0.053	-0.075	0.1	0.034	0.079	-0.069	-0.015	-0.077	-0.086	-0.116	-0.075	0.122	0.034	-0.012	0.018	0.059	-0.097	0.071	-0.089	-0.086	0.04	-0.058	-0.096	-0.01	-0.104	0.089
7	0.082	-0.034	-0.158	0.082	-0.067	-0.075	0.136	-0.137	-0.016	-0.119	0.1	0.02	0.107	0.11	0.161	0.097	-0.172	-0.05	-0.004	-0.026	-0.081	0.134	-0.099	0.126	0.12	-0.056	0.078	0.135	0.014	0.144	-0.124
8	-0.101	0.046	0.215	-0.108	0.166	0.1	-0.137	0.191	0.07	0.146	-0.131	-0.028	-0.146	-0.167	-0.22	-0.144	0.232	0.062	-0.031	0.035	0.113	-0.185	0.134	-0.169	-0.162	0.077	-0.111	-0.182	-0.02	-0.199	0.168
9	-0.027	0.015	0.074	-0.034	0.102	0.034	-0.016	0.07	0.065	0.032	-0.041	-0.01	-0.051	-0.071	-0.077	-0.057	0.078	0.02	-0.046	0.012	0.041	-0.065	0.046	-0.056	-0.055	0.027	-0.041	-0.061	-0.007	-0.071	0.057
10	-0.086	0.036	0.168	-0.088	0.117	0.079	-0.119	0.146	0.032	0.175	-0.106	-0.021	-0.113	-0.119	-0.171	-0.106	0.181	0.053	0.033	0.027	0.084	-0.145	0.105	-0.133	-0.128	0.062	-0.084	-0.142	-0.015	-0.155	0.132
11	0.071	-0.032	-0.148	0.075	-0.105	-0.069	0.1	-0.131	-0.041	-0.106	0.091	0.019	0.101	0.112	0.152	0.098	-0.16	-0.044	0.014	-0.024	-0.077	0.128	-0.093	0.117	0.112	-0.053	0.076	0.126	0.014	0.137	-0.116
12	0.015	-0.007	-0.031	0.016	-0.023	-0.015	0.02	-0.028	-0.01	-0.021	0.019	0.004	0.021	0.024	0.032	0.021	-0.034	-0.009	0.004	-0.005	-0.016	0.027	-0.019	0.024	0.024	-0.011	0.016	0.026	0.003	0.029	-0.024
13	0.078	-0.035	-0.165	0.083	-0.124	-0.077	0.107	-0.146	-0.051	-0.113	0.101	0.021	0.112	0.127	0.168	0.11	-0.178	-0.048	0.022	-0.026	-0.086	0.142	-0.103	0.13	0.124	-0.059	0.085	0.139	0.015	0.152	-0.129
14	0.084	-0.039	-0.187	0.093	-0.161	-0.086	0.11	-0.167	-0.071	-0.119	0.112	0.024	0.127	0.15	0.191	0.127	-0.2	-0.051	0.041	-0.03	-0.098	0.161	-0.116	0.146	0.14	-0.067	0.097	0.156	0.017	0.172	-0.145
15	0.117	-0.053	-0.248	0.125	-0.185	-0.116	0.161	-0.22	-0.077	-0.171	0.152	0.032	0.168	0.191	0.253	0.165	-0.267	-0.073	0.031	-0.04	-0.129	0.213	-0.155	0.195	0.187	-0.088	0.127	0.21	0.023	0.229	-0.194
16	0.074	-0.034	-0.161	0.081	-0.136	-0.075	0.097	-0.144	-0.057	-0.106	0.098	0.021	0.11	0.127	0.165	0.111	-0.174	-0.046	0.029	-0.026	-0.084	0.14	-0.101	0.127	0.121	-0.057	0.084	0.135	0.015	0.149	-0.126
17	-0.125	0.056	0.261	-0.132	0.193	0.122	-0.172	0.232	0.078	0.181	-0.16	-0.034	-0.178	-0.2	-0.267	-0.174	0.283	0.078	-0.032	0.042	0.136	-0.225	0.164	-0.206	-0.198	0.093	-0.134	-0.221	-0.024	-0.242	0.205
18	-0.035	0.015	0.07	-0.037	0.042	0.034	-0.05	0.062	0.02	0.053	-0.044	-0.009	-0.048	-0.051	-0.073	-0.046	0.078	0.024	-0.001	0.011	0.037	-0.061	0.045	-0.056	-0.054	0.025	-0.036	-0.061	-0.007	-0.066	0.056
19	0.004	-0.006	-0.031	0.011	-0.067	-0.012	-0.004	-0.031	-0.046	0.033	0.014	0.004	0.022	0.041	0.031	0.029	-0.032	-0.001	0.072	-0.005	-0.019	0.026	-0.019	0.023	0.02	-0.01	0.019	0.022	0.003	0.028	-0.022
20	-0.018	0.008	0.039	-0.02	0.029	0.018	-0.026	0.035	0.012	0.027	-0.024	-0.005	-0.026	-0.03	-0.04	-0.026	0.042	0.011	-0.005	0.006	0.02	-0.033	0.024	-0.031	-0.029	0.014	-0.02	-0.033	-0.004	-0.036	0.03
21	-0.059	0.027	0.126	-0.064	0.095	0.059	-0.081	0.113	0.041	0.084	-0.077	-0.016	-0.086	-0.098	-0.129	-0.084	0.136	0.037	-0.019	0.02	0.066	-0.108	0.079	-0.099	-0.095	0.045	-0.065	-0.107	-0.012	-0.117	0.099
22	0.099	-0.044	-0.208	0.105	-0.16	-0.097	0.134	-0.185	-0.065	-0.145	0.128	0.027	0.142	0.161	0.213	0.14	-0.225	-0.061	0.026	-0.033	-0.108	0.18	-0.131	0.164	0.158	-0.074	0.107	0.176	0.019	0.193	-0.163
