feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t37	0.02	0.03	0.007	0.019	0.006	0.013	0.021	0.057	0.021	0.05	0.034	0.031	0.017	0.034	0.132	0.053	0.002	0.016	0.039	0.038	0.028	0.022	0.014	0.054	0.012	0.053	0.047	0.047	0.055	0.026
t9	0.032	0.032	0.046	0.08	0.009	0.018	0.018	0.016	0.062	0.022	0.079	0.033	0.023	0.032	0.036	0.034	0	0.084	0.011	0.03	0.028	0.049	0.004	0.018	0.005	0.045	0.04	0.07	0.02	0.025
t8	0.033	0.014	0.015	0.08	0.009	0.028	0.02	0.029	0.092	0.024	0.029	0.02	0.021	0.033	0.17	0.02	0.005	0.031	0.021	0.03	0.028	0.007	0.007	0.015	0.088	0.024	0.034	0.012	0.025	0.036
t24	0.02	0.012	0.007	0.334	0	0.009	0.029	0.017	0.05	0.028	0.026	0.034	0.011	0.021	0.091	0.016	0.001	0.005	0.005	0.02	0.016	0.07	0.021	0.021	0.006	0.037	0.025	0.007	0.042	0.017
t20	0.032	0.075	0.005	0.008	0.01	0.026	0.017	0.033	0.022	0.031	0.119	0.078	0.032	0.035	0.1	0.022	0.001	0.024	0.015	0.035	0.046	0.034	0.014	0.023	0.003	0.051	0.052	0.016	0.026	0.018
t33	0.021	0.009	0.023	0.058	0.05	0.019	0.017	0.047	0.007	0.017	0.029	0.04	0.015	0.023	0.043	0.012	0.001	0.023	0.011	0.016	0.025	0.007	0.043	0.021	0.02	0.023	0.02	0.316	0.035	0.012
t22	0.075	0.005	0.033	0.032	0.061	0.071	0.021	0.014	0.02	0.025	0.054	0.021	0.01	0.028	0.074	0.013	0	0.015	0.027	0.031	0.019	0.017	0.028	0.019	0.027	0.037	0.041	0.143	0.022	0.015
t43	0.032	0.056	0.012	0.004	0.015	0.035	0.021	0.043	0.017	0.009	0.009	0.019	0.029	0.019	0.082	0.012	0	0.013	0.012	0.023	0.022	0.013	0.027	0.006	0.392	0.017	0.022	0.013	0.012	0.012
t4	0.009	0.06	0.069	0.05	0.041	0.037	0.01	0.189	0.071	0.017	0.105	0.033	0.017	0.02	0.005	0.025	0.028	0.027	0.011	0.024	0.019	0.012	0.009	0.011	0.015	0.018	0.01	0.027	0.021	0.012
t25	0.004	0.026	0.023	0.006	0.1	0.021	0.091	0.051	0.004	0.026	0.012	0.017	0.036	0.022	0.039	0.023	0.071	0.017	0.036	0.017	0.037	0.065	0.01	0.048	0.03	0.017	0.028	0.02	0.076	0.025
t32	0.01	0.02	0.019	0.007	0.113	0.02	0.048	0.005	0.01	0.028	0.02	0.058	0.028	0.028	0.034	0.041	0.001	0.027	0.003	0.026	0.036	0.086	0.008	0.024	0.13	0.017	0.042	0.033	0.03	0.045
t45	0.007	0.016	0.027	0.004	0.159	0.017	0.027	0.012	0.006	0.023	0.032	0.044	0.016	0.03	0.038	0.024	0.027	0.032	0.007	0.021	0.029	0.054	0.011	0.016	0.18	0.02	0.028	0.039	0.027	0.028
t29	0.025	0.027	0.034	0.006	0.107	0.029	0.026	0.031	0.003	0.027	0.029	0.054	0.024	0.03	0.072	0.019	0.004	0.042	0.02	0.031	0.038	0.011	0.093	0.019	0.04	0.033	0.037	0.009	0.056	0.028
t18	0.02	0.028	0.009	0.051	0.027	0.017	0.038	0.069	0.008	0.037	0.046	0.045	0.012	0.033	0.031	0.021	0.001	0.025	0.032	0.026	0.038	0.032	0.033	0.038	0.026	0.027	0.043	0.12	0.038	0.028
t21	0.007	0.007	0.027	0.003	0.011	0.052	0.055	0.011	0.02	0.025	0.045	0.023	0.02	0.034	0.014	0.037	0.011	0.056	0.019	0.028	0.038	0.027	0.033	0.03	0.18	0.028	0.051	0.017	0.039	0.051
t41	0.031	0.006	0.009	0.003	0.338	0.043	0.028	0.014	0.023	0.016	0.005	0.029	0.016	0.021	0.013	0.012	0.001	0.018	0.003	0.017	0.013	0.096	0.016	0.039	0.037	0.027	0.04	0.064	0.011	0.012
t23	0.005	0.005	0.05	0.031	0.014	0.036	0.038	0.019	0.009	0.024	0.055	0.02	0.028	0.03	0.086	0.053	0.134	0.041	0.044	0.025	0.029	0.049	0.005	0.016	0.033	0.027	0.04	0.012	0.013	0.027
t19	0.028	0.005	0.011	0.045	0.024	0.064	0.034	0.003	0.009	0.026	0.036	0.05	0.019	0.038	0.012	0.032	0.001	0.031	0.01	0.032	0.041	0.026	0.041	0.041	0.15	0.04	0.037	0.072	0.01	0.031
t47	0.099	0.013	0.008	0.013	0.01	0.043	0.041	0.015	0.02	0.019	0.013	0.042	0.03	0.037	0.046	0.033	0.003	0.021	0.027	0.041	0.039	0.025	0.066	0.074	0.009	0.045	0.037	0.073	0.023	0.035
t34	0.016	0.022	0.005	0.008	0.353	0.026	0.102	0.008	0.054	0.013	0.008	0.015	0.014	0.015	0.007	0.009	0.003	0.018	0.018	0.017	0.023	0.014	0.005	0.011	0.053	0.013	0.01	0.106	0.013	0.021
t36	0.007	0.012	0.005	0.001	0.548	0.008	0.029	0.003	0.009	0.013	0.013	0.005	0.004	0.008	0.022	0.005	0.003	0.01	0.004	0.007	0.007	0.006	0.006	0.014	0.068	0.013	0.005	0.143	0.011	0.011
t6	0.026	0.01	0.034	0.004	0.074	0.018	0.041	0.011	0.011	0.023	0.011	0.013	0.036	0.028	0.012	0.023	0.014	0.023	0.032	0.018	0.029	0.264	0.018	0.039	0.066	0.017	0.025	0.023	0.024	0.032
t42	0.077	0.098	0.018	0.081	0.021	0.068	0.032	0.012	0.013	0.024	0.016	0.036	0.017	0.029	0.059	0.015	0.001	0.065	0.039	0.022	0.031	0.012	0.02	0.027	0.014	0.019	0.031	0.052	0.021	0.031
t31	0.012	0.012	0.006	0.009	0.215	0.033	0.035	0.046	0.04	0.033	0.051	0.03	0.023	0.027	0.035	0.013	0.001	0.037	0.008	0.025	0.015	0.007	0.03	0.018	0.044	0.018	0.04	0.093	0.027	0.018
t16	0.005	0.024	0.008	0.005	0.011	0.033	0.067	0.014	0.009	0.037	0.084	0.023	0.036	0.026	0.003	0.02	0.042	0.016	0.097	0.016	0.033	0.035	0.012	0.014	0.206	0.021	0.021	0.028	0.031	0.019
t26	0.007	0.008	0.021	0.008	0.255	0.021	0.019	0.01	0.028	0.038	0.085	0.007	0.021	0.025	0.023	0.037	0.08	0.03	0.009	0.019	0.032	0.01	0.011	0.03	0.03	0.019	0.027	0.038	0.026	0.03
t44	0.01	0.007	0.021	0.072	0.016	0.02	0.043	0.033	0.002	0.025	0.025	0.019	0.009	0.019	0.071	0.013	0	0.028	0.027	0.02	0.023	0.009	0.019	0.058	0.011	0.017	0.015	0.302	0.045	0.02
