feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t37	-0.182	-0.306	-0.467	-0.215	0.221	-0.113	0.08	0.281	-0.159	0.142	0.183	0.235	-0.223	0.165	0.737	0.114	-2.161	-0.047	-0.015	0.115	0.105	0.118	-0.481	0.188	0.184	0.194	0.238	0.811	0.228	0.029
t9	-0.112	-0.213	-0.034	0.1	0.317	-0.063	0.065	0.043	0.104	-0.016	0.417	0.271	-0.102	0.156	0.487	0.046	-2.486	0.354	-0.32	0.068	0.119	0.338	-0.832	-0.068	-0.008	0.175	0.207	0.879	0.061	0.044
t8	-0.039	-0.538	-0.331	0.213	0.238	0.04	0.086	0.079	0.202	0.012	0.197	0.167	-0.164	0.185	0.853	-0.07	-1.981	0.079	-0.142	0.081	0.126	-0.052	-0.684	-0.039	0.566	0.077	0.216	0.44	0.056	0.126
t24	-0.07	-0.422	-0.37	0.566	-0.495	-0.091	0.273	0.09	0.163	0.114	0.204	0.353	-0.216	0.161	0.743	-0.057	-2.212	-0.199	-0.376	0.072	0.074	0.495	-0.272	0.076	0.143	0.216	0.201	0.518	0.267	0.05
t20	-0.048	-0.071	-0.528	-0.438	0.413	0.087	0.051	0.169	-0.132	0.049	0.49	0.468	-0.049	0.196	0.677	-0.075	-2.303	0.086	-0.212	0.116	0.254	0.233	-0.462	0.013	-0.125	0.206	0.291	0.62	0.06	-0.034
t33	-0.098	-0.599	-0.164	0.177	0.652	-0.009	0.062	0.25	-0.304	-0.047	0.244	0.362	-0.196	0.134	0.553	-0.146	-2.361	0.032	-0.255	-0.027	0.13	0.004	-0.26	0.057	0.305	0.106	0.118	1.227	0.156	-0.103
t22	0.101	-0.658	-0.103	-0.126	0.805	0.267	0.11	-0.002	-0.161	0.025	0.325	0.17	-0.309	0.133	0.66	-0.187	-2.571	-0.049	-0.09	0.084	0.029	0.085	-0.337	-0.044	0.415	0.128	0.221	1.062	0.085	-0.071
t43	0.053	-0.099	-0.285	-0.437	0.449	0.185	0.188	0.262	-0.124	-0.131	0.004	0.252	0.006	0.147	0.776	-0.088	-2.769	-0.036	-0.171	0.106	0.16	0.195	-0.268	-0.169	1.027	0.083	0.209	0.558	-0.025	-0.059
t4	-0.352	-0.161	0.062	0.115	0.615	0.123	-0.079	0.549	0.153	-0.055	0.525	0.303	-0.204	0.075	-0.015	0.008	-1.557	0.056	-0.283	0.035	0.04	0.106	-0.617	-0.098	0.139	0.016	-0.071	0.667	0.032	-0.126
t25	-0.476	-0.206	-0.247	-0.228	0.656	0.016	0.324	0.362	-0.485	0.005	0.04	0.17	-0.044	0.091	0.574	-0.095	-1.607	-0.067	-0.078	-0.034	0.151	0.296	-0.489	0.17	0.182	0.01	0.184	0.531	0.309	-0.018
t32	-0.19	-0.263	-0.262	-0.143	0.735	-0.002	0.221	-0.135	-0.255	0.038	0.129	0.5	-0.084	0.173	0.586	0.065	-2.707	0.049	-0.574	0.104	0.177	0.427	-0.52	0.065	0.532	0.029	0.297	0.738	0.118	0.154
t45	-0.26	-0.331	-0.193	-0.314	0.814	-0.052	0.065	0.048	-0.378	-0.023	0.232	0.421	-0.227	0.174	0.606	-0.072	-1.876	0.084	-0.403	0.043	0.117	0.301	-0.459	-0.054	0.604	0.061	0.188	0.772	0.085	0.028
t29	-0.119	-0.379	-0.115	-0.462	0.788	0.045	0.113	0.094	-0.571	0.009	0.195	0.381	-0.12	0.149	0.627	-0.072	-2.044	0.121	-0.172	0.083	0.185	0.056	-0.119	-0.024	0.431	0.149	0.218	0.297	0.216	0.041
