V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t84	-2.743	-3.223	-3.516	-3.568	-1.798	-6.119	-5.679	-6.034	-2.23	-5.784	-3.143	-3.775	-3.246	-5.988	-3.843	-5.362	-1.967	-4.682	-4.723	-8.167	-5.043	-3.903	-8.353	-2.714	-5.285	-3.415	-4.996	-4.822	-5.09	-2.212
t139	-3.237	-2.74	-2.985	-4.357	-3.02	-5.546	-4.367	-4.379	-4.488	-3.985	-2.547	-3.79	-3.246	-5.637	-3.944	-2.452	-2.807	-3.842	-2.909	-5.641	-3.342	-3.208	-3.023	-2.941	-3.361	-4.219	-3.515	-5.616	-3.009	-3.62
t192	-3.896	-1.694	-5.771	-2.012	-4.941	-7.916	-9.655	-10.442	-6.735	-8.633	-2.199	-4.525	-3.768	-7.355	-4.713	-4.882	-1.197	-7.071	-8.395	-12.04	-6.389	-3.991	-7.823	-2.083	-6.021	-5.219	-8.494	-4.719	-6.823	-3.835
t88	-3.743	-2.658	-3.306	-4.484	-5.911	-5.958	-3.905	-4.842	-4.483	-3.749	-3.327	-3.787	-3.453	-6.079	-4.695	-3.476	-4.239	-4.344	-2.82	-4.835	-3.142	-1.271	-6.653	-2.934	-2.82	-3.369	-4.074	-5.958	-2.915	-4.107
t121	-3.081	-2.846	-3.145	-3.652	-4.651	-5.859	-4.892	-5.185	-3.919	-3.832	-3.117	-3.793	-3.223	-5.672	-4.509	-4.42	-3.916	-4.299	-4.505	-3.982	-3.41	-1.198	-5.182	-2.626	-4.281	-3.065	-4.316	-5.747	-3.446	-3.171
t110	-2.137	-3.226	-3.901	-4.179	-2.444	-6.418	-7.471	-7.468	-6.585	-5.578	-2.197	-1.928	-3.196	-5.924	-4.447	-3.633	-1.628	-5.029	-5.935	-8.229	-5.813	-3.298	-5.997	-4.515	-3.54	-4.616	-5.073	-5.452	-5.484	-2.795
t113	-2.614	-2.449	-3.951	-3.304	-4.938	-6.469	-6.662	-7.587	-5.74	-5.415	-2.302	-2.678	-2.985	-6.061	-4.419	-3.899	-2.469	-5.191	-5.865	-7.709	-4.54	-1.575	-7.749	-2.999	-2.853	-3.731	-5.51	-5.259	-4.869	-2.953
t96	-2.832	-3.679	-2.969	-5.468	-1.247	-5.645	-4.91	-4.122	-4.726	-3.731	-3.068	-3.04	-3.735	-5.653	-4.575	-3.002	-2.891	-3.852	-3.025	-4.949	-5.017	-3.979	-2.957	-4.442	-4.876	-4.392	-3.283	-5.926	-3.692	-3.699
t108	-3.28	-2.544	-3.251	-3.481	-5.236	-5.84	-5.063	-5.441	-5.114	-4.058	-2.735	-3.348	-3.044	-5.663	-4.359	-3.583	-3.469	-4.313	-4.388	-4.221	-3.333	-1.375	-4.52	-2.791	-3.714	-3.42	-4.259	-5.845	-3.224	-3.377
t98	-2.354	-4.924	-2.729	-5.841	-1.151	-5.659	-4.837	-4.021	-3.203	-3.499	-3.842	-3.183	-3.716	-5.552	-4.68	-4.807	-3.845	-3.756	-3.744	-4.073	-4.743	-3.466	-5.133	-4.953	-4.514	-3.748	-3.023	-6.405	-4.221	-2.71
t107	-3.621	-3.615	-3.007	-5.78	-5.039	-5.79	-3.895	-3.907	-5.239	-2.918	-3.345	-4.212	-3.792	-5.915	-4.878	-2.958	-4.972	-3.877	-2.843	-3.689	-2.578	-1.974	-3.213	-3.959	-2.151	-4.382	-3.078	-6.941	-2.559	-4.469
t168	-2.428	-3.946	-4.52	-4.957	-5.192	-7.26	-7.987	-8.752	-6.276	-5.933	-2.86	-3.381	-3.608	-6.67	-5.033	-5.592	-3.588	-5.834	-7.419	-9.541	-4.388	-1.94	-9.322	-4.641	-0.744	-4.913	-5.927	-6.342	-6.128	-3.056
t155	-2.305	-3.19	-3.663	-3.753	-4.33	-6.406	-6.342	-7.145	-3.976	-5.086	-2.732	-3.648	-3.062	-5.984	-4.284	-5.338	-3.249	-4.966	-6.162	-7.706	-3.582	-1.479	-8.242	-2.99	-2.161	-3.615	-5.225	-5.481	-4.99	-2.347
t63	-1.845	-3.206	-3.592	-3.662	-3.066	-6.311	-7.244	-7.272	-4.846	-5.019	-2.376	-2.905	-3.048	-5.69	-4.368	-5.248	-2.677	-4.891	-6.878	-6.993	-4.442	-1.809	-6.332	-3.514	-3.265	-3.831	-5.151	-5.44	-5.273	-2.235
t181	-3.299	-2.365	-3.107	-3.467	-4.589	-5.718	-4.71	-5.054	-4.364	-3.978	-2.819	-3.564	-3.073	-5.593	-4.217	-3.983	-3.316	-4.174	-3.994	-4.41	-3.307	-1.584	-4.514	-2.604	-4.248	-3.285	-4.195	-5.58	-3.091	-3.308
t143	-2.925	-3.675	-2.597	-4.793	-3.568	-5.352	-3.909	-3.947	-4.196	-3.281	-3.345	-2.708	-3.107	-5.326	-4.247	-3.925	-3.634	-3.553	-3.012	-3.354	-3.525	-2.221	-4.961	-4.131	-3.671	-3.304	-2.879	-6.279	-2.98	-2.877
t100	-2.227	-3.166	-3.712	-3.957	-4.438	-6.385	-6.577	-7.182	-5.476	-4.831	-2.609	-2.458	-3.104	-5.93	-4.668	-4.3	-3.037	-4.989	-5.804	-6.761	-4.609	-1.306	-7.82	-3.648	-2.56	-3.615	-5.067	-5.594	-4.96	-2.791
t77	-2.955	-3.445	-2.767	-4.427	-1.664	-5.509	-4.296	-3.872	-2.244	-3.927	-3.483	-3.928	-3.458	-5.558	-4.154	-4.638	-3.178	-3.782	-3.069	-4.562	-4.204	-3.399	-4.875	-3.175	-5.649	-3.273	-3.562	-5.48	-3.578	-2.889
t35	-3.445	-2.319	-3.089	-2.935	-3.304	-5.605	-4.651	-4.814	-3.354	-4.612	-2.865	-3.841	-3.044	-5.569	-3.805	-4.059	-2.479	-4.109	-3.815	-5.054	-3.872	-2.837	-4.641	-2.06	-5.799	-3.179	-4.288	-5.108	-3.311	-2.946
t89	-2.292	-2.925	-2.965	-4.629	-2.651	-5.662	-5.626	-5.092	-5.032	-3.71	-2.392	-2.698	-3.188	-5.447	-4.362	-3.469	-2.893	-4.004	-3.987	-5.106	-4.019	-2.255	-3.89	-3.94	-3.001	-3.975	-3.7	-5.613	-3.678	-3.276
t112	-1.846	-4.02	-3.305	-4.06	-2.618	-6.132	-6.248	-6.474	-2.994	-4.944	-3	-3.326	-3.049	-5.705	-4.152	-5.67	-3.039	-4.588	-6.085	-6.855	-4.235	-2.335	-7.991	-3.495	-3.182	-3.392	-4.639	-5.58	-5.299	-1.705
t60	-1.848	-4.208	-3.203	-5.57	-2.56	-6.038	-6.094	-5.915	-5.419	-4.015	-2.715	-2.62	-3.354	-5.672	-4.577	-4.038	-3.341	-4.297	-5.061	-6.482	-4.175	-2.502	-5.465	-4.981	-1.625	-4.517	-3.762	-6.288	-4.686	-2.758
