V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.006	0.017	0.015	-0.02	-0.03	-0.024	0.014	0.023	0.024	-0.01	-0.011	0.026	0.043	0.01	-0.025	0.017	-0.039	-0.008	0.032	0.011	-0.018	-0.018	-0.045	-0.054	-0.011	-0.052	0.014	0.025	0.02	0.04	0.027
2	0.017	0.051	0.043	-0.059	-0.088	-0.081	0.049	0.069	0.071	-0.03	-0.034	0.077	0.126	0.034	-0.052	0.048	-0.118	-0.024	0.095	0.035	-0.06	-0.058	-0.135	-0.158	-0.039	-0.155	0.041	0.08	0.056	0.118	0.088
3	0.015	0.043	0.037	-0.05	-0.074	-0.067	0.039	0.059	0.061	-0.026	-0.029	0.065	0.107	0.029	-0.052	0.041	-0.099	-0.021	0.08	0.029	-0.049	-0.048	-0.115	-0.135	-0.03	-0.131	0.035	0.066	0.049	0.1	0.072
4	-0.02	-0.059	-0.05	0.069	0.102	0.096	-0.058	-0.081	-0.082	0.035	0.039	-0.09	-0.146	-0.042	0.06	-0.056	0.137	0.028	-0.11	-0.041	0.07	0.068	0.158	0.184	0.044	0.181	-0.048	-0.094	-0.064	-0.137	-0.103
5	-0.03	-0.088	-0.074	0.102	0.15	0.137	-0.082	-0.119	-0.122	0.052	0.059	-0.132	-0.216	-0.057	0.095	-0.083	0.202	0.041	-0.162	-0.06	0.102	0.098	0.232	0.271	0.065	0.266	-0.07	-0.136	-0.096	-0.202	-0.148
6	-0.024	-0.081	-0.067	0.096	0.137	0.172	-0.107	-0.11	-0.108	0.046	0.049	-0.126	-0.192	-0.096	0.023	-0.073	0.195	0.039	-0.155	-0.064	0.109	0.109	0.218	0.254	0.068	0.249	-0.064	-0.147	-0.071	-0.183	-0.163
7	0.014	0.049	0.039	-0.058	-0.082	-0.107	0.075	0.066	0.062	-0.027	-0.033	0.077	0.113	0.053	0.018	0.042	-0.123	-0.022	0.095	0.042	-0.077	-0.073	-0.132	-0.147	-0.052	-0.151	0.039	0.099	0.037	0.108	0.105
8	0.023	0.069	0.059	-0.081	-0.119	-0.11	0.066	0.094	0.096	-0.041	-0.046	0.105	0.171	0.047	-0.074	0.066	-0.16	-0.033	0.128	0.048	-0.081	-0.078	-0.184	-0.215	-0.051	-0.211	0.055	0.108	0.076	0.16	0.118
9	0.024	0.071	0.061	-0.082	-0.122	-0.108	0.062	0.096	0.1	-0.043	-0.046	0.106	0.176	0.047	-0.09	0.068	-0.161	-0.034	0.131	0.047	-0.078	-0.076	-0.187	-0.222	-0.048	-0.215	0.057	0.106	0.081	0.165	0.117
10	-0.01	-0.03	-0.026	0.035	0.052	0.046	-0.027	-0.041	-0.043	0.018	0.02	-0.046	-0.076	-0.019	0.037	-0.029	0.07	0.014	-0.056	-0.02	0.034	0.033	0.081	0.095	0.022	0.092	-0.024	-0.046	-0.034	-0.071	-0.051
