feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t106	-1.093	0.197	0.025	-1.289	-2.148	1.229	-0.891	1.882	1.434	1.397	0.752	0.364	1.465	-0.434	-0.321	0.502	-1.743	-1.352	0.863	0.932	-0.141	-0.133	-1.65	0.708	0.116	-1.331	-0.858	1.252	0.193	0.065
t112	-1.171	-0.086	-0.194	-0.981	-1.712	1.886	-1.394	1.51	1.104	1.529	0.943	-0.078	0.859	-0.719	-0.647	0.268	-1.045	-1.248	0.329	0.665	0.345	0.311	-0.934	1.474	0.459	-0.517	-1.084	0.627	0.02	-0.527
t195	-1.096	0.131	-0.011	-1.214	-2.054	1.51	-1.143	1.801	1.393	1.419	0.817	0.25	1.367	-0.531	-0.757	0.469	-1.527	-1.335	0.728	0.83	0.087	0.06	-1.477	0.844	0.296	-1.138	-0.908	0.993	0.232	-0.045
t94	-0.995	0.403	0.228	-1.515	-2.494	1.084	-0.888	2.172	1.784	1.27	0.688	0.658	2.031	-0.224	-1.119	0.731	-2.107	-1.458	1.234	1.017	-0.164	-0.213	-2.174	-0.008	0.17	-1.939	-0.688	1.389	0.534	0.582
t14	-1.117	0.05	-0.066	-1.139	-1.939	1.576	-1.297	1.702	1.318	1.451	0.912	0.13	1.211	-0.448	-0.975	0.409	-1.32	-1.319	0.591	0.749	0.284	0.197	-1.295	0.979	0.467	-0.932	-0.973	0.792	0.189	-0.197
t30	-1.015	0.244	0.119	-1.315	-2.239	1.704	-1.347	1.965	1.624	1.345	0.779	0.39	1.721	-0.637	-1.666	0.625	-1.644	-1.386	0.896	0.817	0.209	0.155	-1.725	0.461	0.428	-1.432	-0.809	0.911	0.541	0.269
t199	-1.119	0.096	-0.047	-1.19	-2.003	1.407	-1.091	1.755	1.334	1.438	0.85	0.209	1.269	-0.417	-0.56	0.425	-1.484	-1.327	0.684	0.83	0.084	0.041	-1.413	0.917	0.298	-1.063	-0.939	1.001	0.144	-0.131
t123	-1.187	-0.018	-0.164	-1.085	-1.821	1.351	-0.995	1.597	1.133	1.504	0.902	0.06	0.942	-0.367	0.051	0.286	-1.325	-1.281	0.504	0.809	0.048	0.019	-1.16	1.272	0.245	-0.765	-1.036	0.991	-0.1	-0.421
t168	-1.238	-0.239	-0.319	-0.85	-1.486	1.866	-1.456	1.318	0.909	1.6	1.084	-0.281	0.494	-0.537	-0.466	0.122	-0.751	-1.21	0.088	0.578	0.515	0.416	-0.613	1.799	0.608	-0.143	-1.208	0.437	-0.19	-0.854
t45	-1.086	0.177	0.027	-1.276	-2.133	1.332	-1.042	1.866	1.455	1.393	0.807	0.328	1.472	-0.372	-0.72	0.507	-1.648	-1.362	0.829	0.878	0.02	-0.024	-1.615	0.672	0.266	-1.294	-0.873	1.1	0.25	0.059
