V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t177	0.011	0.009	0.008	0.006	0.003	0.012	0.073	0.032	0.018	0.018	0.043	0.014	0.24	0.072	0.041	0.059	0.05	0.006	0.01	0.014	0.013	0.015	0.013	0.039	0.005	0.03	0.017	0.003	0.008	0.121
t47	0.007	0.01	0.004	0.006	0.005	0.007	0.083	0.053	0.01	0.039	0.029	0.006	0.318	0.089	0.019	0.08	0.065	0.004	0.005	0.006	0.014	0.02	0.004	0.015	0.01	0.035	0.024	0.004	0.01	0.021
t155	0.003	0.029	0.001	0.004	0.007	0.003	0.072	0.079	0.003	0.078	0.011	0.001	0.341	0.087	0.005	0.088	0.057	0.001	0.002	0.001	0.011	0.018	0.001	0.003	0.014	0.032	0.032	0.004	0.012	0.001
t150	0.009	0.015	0.005	0.006	0.004	0.01	0.082	0.046	0.013	0.03	0.034	0.008	0.298	0.085	0.026	0.073	0.055	0.005	0.008	0.008	0.014	0.017	0.008	0.024	0.007	0.035	0.023	0.004	0.01	0.042
t12	0.01	0.029	0.007	0.006	0.004	0.011	0.076	0.038	0.015	0.022	0.036	0.011	0.265	0.077	0.033	0.065	0.046	0.006	0.011	0.011	0.013	0.014	0.017	0.034	0.004	0.032	0.021	0.004	0.01	0.073
t140	0.002	0.03	0	0.003	0.008	0.001	0.063	0.09	0.002	0.108	0.007	0.001	0.331	0.081	0.002	0.088	0.055	0.001	0.001	0.001	0.009	0.019	0	0.001	0.018	0.028	0.033	0.004	0.012	0
t3	0.01	0.006	0.005	0.007	0.004	0.011	0.081	0.041	0.014	0.026	0.038	0.01	0.285	0.082	0.03	0.068	0.058	0.005	0.009	0.01	0.014	0.017	0.007	0.027	0.007	0.034	0.021	0.003	0.009	0.06
t75	0.002	0.018	0	0.003	0.007	0.002	0.065	0.088	0.002	0.105	0.008	0.001	0.336	0.083	0.003	0.089	0.059	0.001	0.001	0.001	0.01	0.02	0	0.002	0.019	0.029	0.032	0.004	0.011	0
t147	0.01	0.006	0.006	0.006	0.004	0.012	0.078	0.037	0.016	0.022	0.041	0.012	0.266	0.077	0.035	0.063	0.052	0.006	0.011	0.012	0.013	0.015	0.01	0.033	0.006	0.033	0.019	0.003	0.009	0.085
t169	0.007	0.009	0.003	0.006	0.005	0.007	0.083	0.057	0.008	0.044	0.026	0.005	0.329	0.09	0.016	0.081	0.063	0.003	0.005	0.005	0.014	0.019	0.003	0.012	0.011	0.036	0.026	0.004	0.011	0.014
t188	0.007	0.001	0.008	0.002	0	0.01	0.019	0.005	0.015	0.002	0.028	0.019	0.051	0.016	0.043	0.011	0.011	0.005	0.013	0.019	0.004	0.003	0.022	0.055	0.001	0.008	0.003	0.001	0.002	0.62
t99	0.007	0.038	0.004	0.006	0.005	0.007	0.08	0.052	0.01	0.036	0.027	0.006	0.308	0.087	0.019	0.079	0.056	0.004	0.005	0.006	0.013	0.018	0.007	0.017	0.007	0.034	0.025	0.004	0.011	0.022
t53	0.006	0.026	0.003	0.006	0.005	0.006	0.081	0.058	0.008	0.043	0.024	0.004	0.324	0.089	0.015	0.082	0.059	0.003	0.004	0.004	0.013	0.019	0.004	0.013	0.009	0.034	0.027	0.004	0.012	0.013
t191	0.001	0.163	0	0.003	0.007	0.001	0.052	0.084	0.001	0.099	0.005	0	0.283	0.069	0.002	0.08	0.042	0	0	0	0.008	0.015	0	0.001	0.011	0.023	0.031	0.005	0.012	0
t43	0.01	0.002	0.009	0.004	0.001	0.014	0.043	0.013	0.02	0.006	0.042	0.021	0.125	0.039	0.052	0.028	0.027	0.007	0.016	0.02	0.008	0.007	0.02	0.058	0.002	0.018	0.008	0.001	0.004	0.374
t51	0.006	0.014	0.003	0.006	0.005	0.006	0.082	0.058	0.008	0.045	0.024	0.004	0.328	0.09	0.015	0.082	0.062	0.003	0.004	0.004	0.013	0.019	0.003	0.012	0.01	0.035	0.026	0.004	0.011	0.013
t24	0.007	0.024	0.003	0.006	0.005	0.007	0.082	0.057	0.008	0.042	0.025	0.005	0.323	0.089	0.016	0.081	0.058	0.003	0.005	0.005	0.013	0.018	0.005	0.013	0.008	0.035	0.026	0.004	0.012	0.015
