V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.263	0.035	0.015	0.004	0.039	-0.037	-0.061	-0.005	-0.02	-0.174	0.225	0.004	0.009	0.109	0.019	0.005	-0.006	-0.066	0.081	-0.123	0.061	-0.099	-0.132	0.017	-0.113	-0.056	-0.074	-0.084	0.045	0.066	-0.13
2	0.035	0.017	0.021	-0.003	0.015	0.001	-0.028	-0.015	-0.026	-0.009	0.056	0.009	0.002	-0.038	0.002	-0.007	0.008	-0.02	-0.005	0.009	-0.011	-0.019	-0.003	0.016	0.013	-0.004	-0.011	0.001	0.011	0.023	-0.035
3	0.015	0.021	0.05	-0.008	0.03	0.02	-0.036	-0.051	-0.062	-0.03	0.083	0.025	0.009	-0.115	0.001	-0.005	0.023	-0.025	-0.028	0.057	0.003	-0.025	0.025	0.059	0.049	-0.008	0.027	0.025	0.033	0.025	-0.044
4	0.004	-0.003	-0.008	0.002	-0.004	-0.004	0.007	0.008	0.01	-0.003	-0.01	-0.004	-0.001	0.023	0	-0.001	-0.004	0.003	0.007	-0.018	-0.001	0.001	-0.006	-0.011	-0.011	0	-0.007	-0.006	-0.004	-0.003	0.006
5	0.039	0.015	0.03	-0.004	0.023	0.008	-0.024	-0.033	-0.039	-0.041	0.074	0.016	0.008	-0.054	0.003	-0.001	0.012	-0.022	-0.006	0.018	0.016	-0.028	-0.002	0.034	0.012	-0.013	0.008	0.004	0.027	0.022	-0.04
6	-0.037	0.001	0.02	-0.004	0.008	0.022	-0.004	-0.031	-0.026	0.001	0.002	0.013	0.009	-0.072	-0.002	-0.003	0.012	0.001	-0.025	0.049	0.008	0.001	0.031	0.019	0.037	0	0.028	0.024	0.015	-0.002	0.002
7	-0.061	-0.028	-0.036	0.007	-0.024	-0.004	0.062	0.03	0.045	0.02	-0.097	-0.015	-0.006	0.067	-0.003	0.012	-0.014	0.031	0.008	-0.018	0.009	0.031	0.008	-0.023	-0.019	0.008	0.016	0.001	-0.022	-0.04	0.061
8	-0.005	-0.015	-0.051	0.008	-0.033	-0.031	0.03	0.074	0.069	0.064	-0.074	-0.029	-0.024	0.133	-0.003	0.008	-0.024	0.019	0.031	-0.055	-0.042	0.033	-0.031	-0.048	-0.042	0.02	-0.039	-0.028	-0.055	-0.02	0.035
9	-0.02	-0.026	-0.062	0.01	-0.039	-0.026	0.045	0.069	0.08	0.041	-0.104	-0.032	-0.015	0.147	-0.002	0.006	-0.029	0.032	0.035	-0.07	-0.013	0.035	-0.029	-0.069	-0.057	0.013	-0.033	-0.03	-0.045	-0.032	0.056
10	-0.174	-0.009	-0.03	-0.003	-0.041	0.001	0.02	0.064	0.041	0.301	-0.143	-0.017	-0.039	-0.031	-0.018	0.009	-0.001	0.018	-0.056	0.131	-0.142	0.096	0.056	-0.036	0.094	0.075	-0.014	0.042	-0.104	-0.019	0.053
11	0.225	0.056	0.083	-0.01	0.074	0.002	-0.097	-0.074	-0.104	-0.143	0.319	0.043	0.014	-0.07	0.016	0.018	0.033	-0.099	0.025	0.032	0.053	-0.11	-0.084	0.118	-0.013	-0.055	-0.012	-0.032	0.069	0.09	-0.183
12	0.004	0.009	0.025	-0.004	0.016	0.013	-0.015	-0.029	-0.032	-0.017	0.043	0.014	0.006	-0.058	0.001	0.001	0.012	-0.013	-0.014	0.037	0.01	-0.013	0.011	0.032	0.024	-0.007	0.019	0.013	0.018	0.011	-0.023
13	0.009	0.002	0.009	-0.001	0.008	0.009	-0.006	-0.024	-0.015	-0.039	0.014	0.006	0.015	-0.029	0.002	-0.008	0.003	-0.002	-0.004	-0.005	0.03	-0.015	0.004	-0.006	-0.003	-0.012	0.005	0.001	0.024	0.005	-0.005
14	0.109	-0.038	-0.115	0.023	-0.054	-0.072	0.067	0.133	0.147	-0.031	-0.07	-0.058	-0.029	0.376	0.007	0.035	-0.057	0.026	0.122	-0.199	0.025	0.014	-0.143	-0.098	-0.186	-0.012	-0.084	-0.107	-0.064	-0.037	0.036
15	0.019	0.002	0.001	0	0.003	-0.002	-0.003	-0.003	-0.002	-0.018	0.016	0.001	0.002	0.007	0.002	0.001	0	-0.004	0.006	-0.009	0.01	-0.008	-0.01	0.001	-0.01	-0.006	-0.003	-0.006	0.006	0.004	-0.009
16	0.005	-0.007	-0.005	-0.001	-0.001	-0.003	0.012	0.008	0.006	0.009	0.018	0.001	-0.008	0.035	0.001	0.029	0.001	-0.006	0.011	0.028	0.018	0.004	-0.023	0.028	-0.011	-0.004	0.018	-0.007	-0.009	-0.006	-0.009
17	-0.006	0.008	0.023	-0.004	0.012	0.012	-0.014	-0.024	-0.029	-0.001	0.033	0.012	0.003	-0.057	0	0.001	0.012	-0.01	-0.017	0.039	-0.001	-0.007	0.015	0.031	0.029	-0.001	0.018	0.016	0.012	0.008	-0.018
18	-0.066	-0.02	-0.025	0.003	-0.022	0.001	0.031	0.019	0.032	0.018	-0.099	-0.013	-0.002	0.026	-0.004	-0.006	-0.01	0.036	-0.004	-0.02	-0.005	0.031	0.027	-0.033	-0.002	0.012	0.011	0.009	-0.013	-0.032	0.061
19	0.081	-0.005	-0.028	0.007	-0.006	-0.025	0.008	0.031	0.035	-0.056	0.025	-0.014	-0.004	0.122	0.006	0.011	-0.017	-0.004	0.05	-0.08	0.029	-0.018	-0.064	-0.022	-0.076	-0.018	-0.032	-0.046	-0.003	0.001	-0.013
20	-0.123	0.009	0.057	-0.018	0.018	0.049	-0.018	-0.055	-0.07	0.131	0.032	0.037	-0.005	-0.199	-0.009	0.028	0.039	-0.02	-0.08	0.238	-0.031	0.029	0.075	0.103	0.141	0.024	0.083	0.072	-0.008	0.006	-0.022
21	0.061	-0.011	0.003	-0.001	0.016	0.008	0.009	-0.042	-0.013	-0.142	0.053	0.01	0.03	0.025	0.01	0.018	-0.001	-0.005	0.029	-0.031	0.128	-0.042	-0.04	0.009	-0.062	-0.046	0.03	-0.024	0.059	-0.001	-0.016
22	-0.099	-0.019	-0.025	0.001	-0.028	0.001	0.031	0.033	0.035	0.096	-0.11	-0.013	-0.015	0.014	-0.008	0.004	-0.007	0.031	-0.018	0.029	-0.042	0.052	0.035	-0.021	0.027	0.03	0.012	0.02	-0.041	-0.032	0.06
23	-0.132	-0.003	0.025	-0.006	-0.002	0.031	0.008	-0.031	-0.029	0.056	-0.084	0.011	0.004	-0.143	-0.01	-0.023	0.015	0.027	-0.064	0.075	-0.04	0.035	0.102	0.017	0.095	0.027	0.049	0.064	0.002	-0.02	0.054
24	0.017	0.016	0.059	-0.011	0.034	0.019	-0.023	-0.048	-0.069	-0.036	0.118	0.032	-0.006	-0.098	0.001	0.028	0.031	-0.033	-0.022	0.103	0.009	-0.021	0.017	0.133	0.059	-0.01	0.067	0.03	0.024	0.015	-0.056
25	-0.113	0.013	0.049	-0.011	0.012	0.037	-0.019	-0.042	-0.057	0.094	-0.013	0.024	-0.003	-0.186	-0.01	-0.011	0.029	-0.002	-0.076	0.141	-0.062	0.027	0.095	0.059	0.127	0.03	0.051	0.07	-0.004	0.003	0.006
26	-0.056	-0.004	-0.008	0	-0.013	0	0.008	0.02	0.013	0.075	-0.055	-0.007	-0.012	-0.012	-0.006	-0.004	-0.001	0.012	-0.018	0.024	-0.046	0.03	0.027	-0.01	0.03	0.023	-0.002	0.016	-0.028	-0.01	0.026
