feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t76	-1.592	-0.873	-0.641	0.383	0.696	0.93	-0.715	1.471	-1.424	-0.294	-0.675	-2.152	1.477	0.012	0.586	0.629	-1.626	0.055	0.61	0.408	0.384	1.274	-1.061	-0.435	0.085	1.212	-0.341	0.274	0.22	1.112
t133	-0.507	-0.813	-1.061	1.202	1.638	0.768	-0.246	0.968	-0.417	-2.232	-0.661	-2.792	1.377	1.03	1.803	0.381	-1.164	-0.975	0.272	0.915	-0.268	-0.001	-1.244	-0.215	-0.331	0.335	0.48	0.733	-0.899	1.911
t167	-1.514	-1.04	-0.676	0.39	0.715	0.904	-0.691	1.449	-1.329	-0.414	-0.53	-2.139	1.528	0.188	0.66	0.69	-1.6	-0.01	0.501	0.357	0.306	1.165	-1.056	-0.427	0.069	1.224	-0.272	0.264	0.173	1.107
t18	-1.11	-0.29	-0.727	0.98	1.368	0.951	-0.491	1.334	-1.539	-1.093	-1.094	-2.44	1.034	0.316	0.777	-0.12	-1.554	-0.275	0.998	0.802	0.439	1.016	-1.28	-0.361	0.034	0.592	-0.21	0.519	-0.093	1.509
t128	-1.421	-0.351	-0.6	0.744	0.989	1.004	-0.609	1.49	-1.793	-0.555	-1.069	-2.3	1.102	-0.003	0.437	-0.046	-1.66	0.034	1.066	0.669	0.604	1.369	-1.209	-0.415	0.16	0.901	-0.435	0.399	0.232	1.253
t87	-1.018	-1.608	-0.989	0.223	1.246	0.705	-0.582	1.118	-0.314	-1.213	-0.153	-2.175	1.864	1.034	1.53	1.288	-1.356	-0.607	-0.283	0.212	-0.289	0.39	-1.042	-0.34	-0.265	0.986	0.3	0.335	-0.516	1.507
t96	-1.209	-0.482	-0.723	1.001	1.001	0.943	-0.49	1.344	-1.399	-1.031	-0.895	-2.519	1.208	0.144	0.836	0.132	-1.487	-0.243	0.872	0.812	0.33	0.927	-1.188	-0.351	0.014	0.78	-0.164	0.518	-0.078	1.388
t151	-1.541	-0.958	-0.653	0.423	0.72	0.921	-0.701	1.47	-1.422	-0.368	-0.591	-2.138	1.477	0.137	0.59	0.61	-1.625	0.026	0.585	0.378	0.364	1.237	-1.07	-0.434	0.094	1.212	-0.32	0.265	0.211	1.091
t112	-0.518	-0.87	-1.056	1.096	1.796	0.757	-0.295	0.987	-0.516	-2.131	-0.629	-2.635	1.336	1.175	1.711	0.377	-1.24	-0.946	0.271	0.789	-0.211	0.084	-1.269	-0.244	-0.301	0.322	0.429	0.66	-0.832	1.89
t160	-0.961	-0.356	-0.791	1.295	1.158	0.935	-0.357	1.252	-1.257	-1.499	-0.97	-2.747	1.123	0.282	1.062	-0.071	-1.373	-0.446	0.908	1.014	0.231	0.673	-1.241	-0.292	-0.052	0.574	-0.013	0.66	-0.307	1.559
t120	-1.231	-0.845	-0.764	0.516	1.363	0.87	-0.635	1.342	-1.348	-0.782	-0.696	-2.081	1.301	0.605	0.782	0.421	-1.627	-0.232	0.59	0.388	0.323	1.037	-1.198	-0.416	0.014	0.828	-0.187	0.312	-0.023	1.368
t77	-0.739	-0.507	-0.928	1.306	1.39	0.856	-0.291	1.095	-0.827	-1.888	-0.866	-2.819	1.234	0.57	1.459	0.146	-1.25	-0.719	0.628	1.026	-0.021	0.31	-1.241	-0.247	-0.211	0.422	0.242	0.726	-0.632	1.763
t93	-1.065	-0.592	-0.776	0.995	1.061	0.918	-0.439	1.293	-1.194	-1.263	-0.843	-2.582	1.266	0.347	1.008	0.148	-1.418	-0.364	0.724	0.81	0.214	0.788	-1.191	-0.32	-0.032	0.754	-0.047	0.557	-0.227	1.46
t19	-1.501	-0.14	-0.508	1.15	0.481	1.091	-0.518	1.573	-1.981	-0.601	-1.139	-2.635	1.037	-0.452	0.317	-0.309	-1.583	0.146	1.347	0.971	0.675	1.403	-1.174	-0.38	0.239	1.017	-0.508	0.521	0.339	1.106
t40	-0.693	-1.522	-1.097	0.509	1.605	0.669	-0.449	0.988	-0.145	-1.765	-0.192	-2.323	1.749	1.358	1.806	1.102	-1.26	-0.887	-0.283	0.362	-0.412	0.076	-1.125	-0.287	-0.357	0.682	0.493	0.459	-0.801	1.733
t42	-1.479	-1.01	-0.689	0.386	0.778	0.9	-0.683	1.431	-1.292	-0.465	-0.568	-2.15	1.52	0.225	0.699	0.672	-1.592	-0.043	0.49	0.368	0.294	1.146	-1.068	-0.421	0.053	1.182	-0.251	0.28	0.127	1.152
t67	-1.576	-1.846	-0.779	-0.252	0.665	0.772	-0.834	1.392	-0.765	-0.208	0.002	-1.823	1.998	0.625	0.922	1.521	-1.587	-0.085	-0.235	-0.134	-0.011	1.029	-0.919	-0.455	-0.037	1.546	-0.097	0.061	0.074	1.016
