V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.103	0.044	-0.046	0.097	0.097	-0.018	0.044	-0.058	0.068	-0.21	-0.042	-0.087	-0.042	0.07	0.103	-0.073	0.037	-0.109	-0.007	0.066	-0.057	-0.127	-0.034	0.015	-0.047	-0.116	0.065	0.048	-0.119	0.082	-0.076
2	0.044	0.206	-0.006	0.166	0.039	0.012	0.036	-0.022	-0.125	-0.149	-0.18	-0.133	-0.15	-0.089	-0.039	-0.263	-0.005	-0.04	0.159	0.13	0.043	-0.019	-0.065	-0.002	-0.005	-0.138	-0.036	0.055	-0.04	0.043	0.001
3	-0.046	-0.006	0.022	-0.036	-0.041	0.01	-0.019	0.027	-0.042	0.092	0.008	0.035	0.009	-0.038	-0.053	0.016	-0.019	0.05	0.015	-0.024	0.032	0.061	0.012	-0.007	0.023	0.046	-0.034	-0.02	0.055	-0.036	0.036
4	0.097	0.166	-0.036	0.181	0.079	-0.005	0.055	-0.055	-0.035	-0.246	-0.147	-0.156	-0.127	-0.021	0.046	-0.224	0.024	-0.101	0.1	0.136	-0.014	-0.104	-0.065	0.009	-0.037	-0.168	0.021	0.071	-0.109	0.082	-0.048
5	0.097	0.039	-0.041	0.079	0.111	-0.016	0.038	-0.051	0.059	-0.183	-0.037	-0.062	-0.04	0.082	0.092	-0.064	0.029	-0.097	-0.007	0.051	-0.047	-0.108	-0.032	0.013	-0.04	-0.108	0.059	0.04	-0.104	0.079	-0.073
6	-0.018	0.012	0.01	-0.005	-0.016	0.005	-0.006	0.011	-0.029	0.032	-0.009	0.007	-0.006	-0.024	-0.028	-0.011	-0.009	0.02	0.018	-0.002	0.018	0.027	0.001	-0.004	0.01	0.012	-0.019	-0.005	0.023	-0.014	0.017
7	0.044	0.036	-0.019	0.055	0.038	-0.006	0.021	-0.025	0.016	-0.098	-0.033	-0.049	-0.03	0.017	0.038	-0.053	0.015	-0.047	0.012	0.04	-0.02	-0.053	-0.019	0.006	-0.02	-0.058	0.023	0.025	-0.051	0.036	-0.029
8	-0.058	-0.022	0.027	-0.055	-0.051	0.011	-0.025	0.033	-0.042	0.119	0.022	0.051	0.021	-0.038	-0.061	0.038	-0.022	0.062	0.007	-0.038	0.035	0.074	0.018	-0.009	0.028	0.064	-0.038	-0.027	0.068	-0.046	0.043
9	0.068	-0.125	-0.042	-0.035	0.059	-0.029	0.016	-0.042	0.175	-0.094	0.105	0.015	0.082	0.138	0.14	0.143	0.044	-0.079	-0.14	-0.037	-0.097	-0.118	0.019	0.017	-0.045	-0.003	0.097	0.005	-0.09	0.047	-0.077
10	-0.21	-0.149	0.092	-0.246	-0.183	0.032	-0.098	0.119	-0.094	0.457	0.139	0.221	0.127	-0.095	-0.189	0.225	-0.072	0.223	-0.035	-0.175	0.102	0.257	0.086	-0.028	0.094	0.264	-0.115	-0.112	0.244	-0.169	0.143
11	-0.042	-0.18	0.008	-0.147	-0.037	-0.009	-0.033	0.022	0.105	0.139	0.157	0.12	0.131	0.074	0.029	0.231	0.002	0.039	-0.137	-0.116	-0.034	0.023	0.058	0.001	0.007	0.124	0.028	-0.05	0.04	-0.041	0.002
12	-0.087	-0.133	0.035	-0.156	-0.062	0.007	-0.049	0.051	0.015	0.221	0.12	0.14	0.102	0.015	-0.051	0.182	-0.026	0.093	-0.075	-0.117	0.022	0.101	0.054	-0.009	0.036	0.143	-0.026	-0.062	0.102	-0.072	0.046
13	-0.042	-0.15	0.009	-0.127	-0.04	-0.006	-0.03	0.021	0.082	0.127	0.131	0.102	0.111	0.053	0.017	0.194	0	0.04	-0.112	-0.098	-0.025	0.026	0.05	0	0.008	0.11	0.018	-0.043	0.04	-0.04	0.007
14	0.07	-0.089	-0.038	-0.021	0.082	-0.024	0.017	-0.038	0.138	-0.095	0.074	0.015	0.053	0.133	0.118	0.098	0.034	-0.074	-0.106	-0.027	-0.076	-0.1	0.008	0.015	-0.038	-0.023	0.082	0.007	-0.082	0.052	-0.074
15	0.103	-0.039	-0.053	0.046	0.092	-0.028	0.038	-0.061	0.14	-0.189	0.029	-0.051	0.017	0.118	0.144	0.03	0.048	-0.114	-0.081	0.025	-0.091	-0.148	-0.012	0.019	-0.056	-0.077	0.095	0.035	-0.127	0.079	-0.091
