V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.011	0.016	-0.012	0.015	0.035	0.01	0.007	-0.017	-0.02	-0.015	0.002	0.031	-0.007	-0.013	0.008	0.044	-0.055	0.012	-0.038	-0.021	0.02	0.028	-0.027	-0.029	-0.002	0.03	0.014	-0.004	-0.026	0.006	0.012
2	0.016	0.024	-0.018	0.021	0.052	0.015	0.008	-0.026	-0.03	-0.021	0.003	0.044	-0.009	-0.017	0.011	0.063	-0.071	0.015	-0.055	-0.028	0.031	0.043	-0.042	-0.038	0.005	0.048	0.026	-0.006	-0.04	0.005	0.02
3	-0.012	-0.018	0.017	-0.026	-0.043	-0.003	-0.003	0.021	0.025	0.014	-0.009	-0.03	0.027	0.007	-0.008	-0.046	0.047	-0.008	0.051	0.016	-0.018	-0.028	0.035	0.021	0.014	-0.034	-0.015	0.03	0.028	-0.017	-0.015
4	0.015	0.021	-0.026	0.094	0.061	-0.003	0.002	-0.035	-0.036	-0.016	0.02	0.032	-0.065	-0.014	0.008	0.062	-0.077	0.005	-0.085	-0.021	0.004	0.03	-0.047	-0.023	-0.069	0.05	-0.023	-0.107	-0.035	0.041	0.02
5	0.035	0.052	-0.043	0.061	0.124	0.014	0.012	-0.062	-0.071	-0.044	0.02	0.094	-0.058	-0.032	0.024	0.138	-0.152	0.028	-0.14	-0.059	0.05	0.087	-0.097	-0.068	-0.043	0.095	0.034	-0.069	-0.086	0.04	0.044
6	0.01	0.015	-0.003	-0.003	0.014	0.089	0.025	-0.009	-0.009	-0.019	-0.031	0.036	0.097	-0.048	0.004	0.061	-0.123	0.028	0.007	-0.033	0.06	0.045	-0.003	-0.082	0.097	0.056	0.003	0.106	-0.007	-0.061	0.003
7	0.007	0.008	-0.003	0.002	0.012	0.025	0.013	-0.004	-0.007	-0.011	-0.011	0.019	0.024	-0.016	0.005	0.031	-0.055	0.016	-0.008	-0.019	0.015	0.018	-0.006	-0.036	0.023	0.019	0.008	0.038	-0.01	-0.015	0.004
8	-0.017	-0.026	0.021	-0.035	-0.062	-0.009	-0.004	0.034	0.035	0.021	-0.01	-0.046	0.024	0.019	-0.011	-0.069	0.075	-0.01	0.069	0.029	-0.024	-0.047	0.049	0.03	0.022	-0.049	-0.01	0.045	0.042	-0.017	-0.022
9	-0.02	-0.03	0.025	-0.036	-0.071	-0.009	-0.007	0.035	0.04	0.025	-0.011	-0.054	0.03	0.019	-0.013	-0.078	0.086	-0.016	0.079	0.034	-0.031	-0.051	0.056	0.04	0.02	-0.056	-0.022	0.036	0.051	-0.02	-0.025
10	-0.015	-0.021	0.014	-0.016	-0.044	-0.019	-0.011	0.021	0.025	0.021	0.001	-0.043	-0.004	0.021	-0.01	-0.06	0.079	-0.018	0.046	0.03	-0.029	-0.039	0.033	0.044	-0.007	-0.043	-0.021	-0.009	0.035	-0.001	-0.015
