feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t75	-1.514	0.653	-0.012	-0.82	-0.097	1.035	1.416	1.603	-0.105	-0.426	0.823	0.684	-0.067	-1.606	-0.39	-1.312	1.834	1.339	0.74	0.929	0.799	-1.861	0.114	-1.678	-1.735	-1.299	1.857	0.801	-1.206	-0.515
t92	-0.578	0.116	-0.456	-0.43	-0.405	1.435	0.823	1.422	0.571	-0.787	0.559	1.069	-0.294	-1.043	-0.337	-1.035	1.768	1.098	1.118	0.707	-0.1	-1.363	-0.174	-1.6	-1.582	-1.741	1.903	0.353	-0.833	-0.192
t168	-0.026	-0.324	-0.743	-0.219	-0.59	1.852	0.457	1.186	1.217	-1.23	0.256	1.16	-0.459	-0.574	-0.282	-0.631	1.704	0.83	1.436	0.548	-0.803	-1.085	-0.515	-1.388	-1.015	-2.12	1.589	0.038	-0.447	0.173
t173	0.031	-0.339	-0.766	-0.198	-0.591	1.855	0.435	1.174	1.234	-1.217	0.268	1.218	-0.463	-0.567	-0.282	-0.654	1.705	0.823	1.413	0.538	-0.807	-1.05	-0.512	-1.387	-1.109	-2.127	1.613	0.025	-0.448	0.179
t62	-1.109	0.362	-0.221	-0.654	-0.291	1.283	1.12	1.529	0.277	-0.701	0.617	0.739	-0.193	-1.271	-0.356	-1.056	1.788	1.208	1.057	0.823	0.241	-1.664	-0.077	-1.635	-1.32	-1.562	1.798	0.55	-0.965	-0.326
t183	0.312	-0.567	-0.913	-0.128	-0.586	2.095	0.313	0.946	1.633	-1.434	0.149	1.361	-0.52	-0.363	-0.252	-0.472	1.683	0.628	1.406	0.457	-1.042	-0.902	-0.709	-1.153	-0.992	-2.312	1.283	-0.111	-0.244	0.426
t157	0.564	-0.722	-1.034	-0.037	-0.624	2.228	0.18	0.837	1.863	-1.544	0.084	1.495	-0.572	-0.219	-0.235	-0.393	1.667	0.527	1.432	0.394	-1.234	-0.764	-0.811	-1.063	-1.001	-2.433	1.196	-0.218	-0.129	0.555
t13	0.016	-0.347	-0.76	-0.235	-0.49	1.894	0.502	1.056	1.314	-1.228	0.29	1.284	-0.438	-0.596	-0.278	-0.658	1.713	0.756	1.249	0.537	-0.686	-1.05	-0.551	-1.249	-1.231	-2.12	1.417	0.06	-0.43	0.253
t108	-0.879	0.254	-0.318	-0.581	-0.237	1.374	1.053	1.368	0.465	-0.725	0.63	0.974	-0.211	-1.214	-0.346	-1.079	1.79	1.101	0.9	0.77	0.234	-1.521	-0.144	-1.492	-1.631	-1.621	1.685	0.507	-0.905	-0.207
t7	-0.202	-0.254	-0.669	-0.272	-0.632	1.801	0.505	1.294	1.095	-1.234	0.23	0.962	-0.45	-0.604	-0.288	-0.59	1.7	0.9	1.564	0.584	-0.814	-1.194	-0.482	-1.481	-0.731	-2.084	1.644	0.073	-0.477	0.1
t162	0.26	-0.506	-0.881	-0.119	-0.635	2.012	0.306	1.059	1.49	-1.367	0.173	1.303	-0.519	-0.402	-0.262	-0.527	1.685	0.71	1.476	0.476	-1.034	-0.93	-0.638	-1.281	-0.994	-2.264	1.473	-0.088	-0.308	0.327
t56	-0.446	-0.045	-0.535	-0.423	-0.346	1.641	0.796	1.195	0.903	-0.982	0.462	1.131	-0.318	-0.911	-0.311	-0.862	1.753	0.918	1.052	0.656	-0.205	-1.295	-0.354	-1.346	-1.431	-1.871	1.507	0.287	-0.663	0.036
t150	-0.533	-0.097	-0.527	-0.443	-0.512	1.714	0.73	1.318	0.943	-1.17	0.29	0.814	-0.37	-0.766	-0.299	-0.617	1.719	0.945	1.446	0.662	-0.539	-1.384	-0.424	-1.446	-0.66	-1.971	1.498	0.195	-0.56	0.041
