V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.405	-0.253	-0.195	0.148	-0.072	0.218	-0.221	-0.166	0.372	-0.186	-0.114	0.202	-0.087	0.242	0.028	0.141	-0.026	-0.159	0.071	-0.101	-0.334	0.22	-0.166	0.136	0.029	-0.201	-0.132	-0.18	0.191	0.205	0.299
2	-0.253	0.159	0.122	-0.092	0.046	-0.138	0.138	0.103	-0.235	0.119	0.074	-0.123	0.054	-0.154	-0.018	-0.092	0.016	0.1	-0.048	0.063	0.212	-0.137	0.105	-0.086	-0.027	0.127	0.085	0.114	-0.122	-0.13	-0.186
3	-0.195	0.122	0.093	-0.071	0.035	-0.105	0.106	0.08	-0.179	0.089	0.055	-0.097	0.042	-0.116	-0.014	-0.068	0.013	0.077	-0.034	0.049	0.16	-0.105	0.08	-0.066	-0.014	0.097	0.064	0.087	-0.092	-0.099	-0.144
4	0.148	-0.092	-0.071	0.055	-0.028	0.079	-0.081	-0.059	0.135	-0.068	-0.042	0.072	-0.032	0.089	0.011	0.052	-0.01	-0.057	0.029	-0.037	-0.124	0.08	-0.06	0.048	0.014	-0.074	-0.046	-0.066	0.07	0.074	0.106
5	-0.072	0.046	0.035	-0.028	0.018	-0.041	0.042	0.025	-0.067	0.037	0.024	-0.029	0.017	-0.048	-0.006	-0.031	0.005	0.027	-0.024	0.018	0.069	-0.039	0.03	-0.021	-0.024	0.038	0.02	0.034	-0.037	-0.037	-0.045
6	0.218	-0.138	-0.105	0.079	-0.041	0.121	-0.12	-0.089	0.204	-0.105	-0.065	0.103	-0.047	0.135	0.016	0.083	-0.014	-0.087	0.045	-0.054	-0.186	0.117	-0.092	0.075	0.032	-0.111	-0.076	-0.099	0.107	0.113	0.159
7	-0.221	0.138	0.106	-0.081	0.042	-0.12	0.122	0.088	-0.203	0.103	0.064	-0.106	0.048	-0.134	-0.016	-0.08	0.014	0.086	-0.045	0.055	0.187	-0.119	0.091	-0.072	-0.026	0.111	0.07	0.099	-0.106	-0.112	-0.158
8	-0.166	0.103	0.08	-0.059	0.025	-0.089	0.088	0.073	-0.153	0.075	0.045	-0.088	0.034	-0.096	-0.011	-0.054	0.01	0.068	-0.019	0.042	0.129	-0.09	0.069	-0.061	0.001	0.081	0.061	0.072	-0.077	-0.086	-0.131
9	0.372	-0.235	-0.179	0.135	-0.067	0.204	-0.203	-0.153	0.347	-0.176	-0.109	0.181	-0.08	0.226	0.027	0.136	-0.024	-0.148	0.07	-0.093	-0.312	0.201	-0.156	0.128	0.042	-0.188	-0.129	-0.167	0.18	0.192	0.275
10	-0.186	0.119	0.089	-0.068	0.037	-0.105	0.103	0.075	-0.176	0.093	0.058	-0.085	0.041	-0.118	-0.014	-0.075	0.013	0.074	-0.044	0.046	0.164	-0.1	0.08	-0.063	-0.038	0.096	0.065	0.086	-0.093	-0.098	-0.133
11	-0.114	0.074	0.055	-0.042	0.024	-0.065	0.064	0.045	-0.109	0.058	0.037	-0.05	0.026	-0.074	-0.009	-0.048	0.008	0.045	-0.031	0.028	0.104	-0.061	0.05	-0.038	-0.03	0.06	0.039	0.054	-0.058	-0.06	-0.079
12	0.202	-0.123	-0.097	0.072	-0.029	0.103	-0.106	-0.088	0.181	-0.085	-0.05	0.112	-0.041	0.112	0.013	0.059	-0.012	-0.081	0.017	-0.051	-0.151	0.111	-0.08	0.071	-0.018	-0.096	-0.067	-0.086	0.089	0.1	0.159
13	-0.087	0.054	0.042	-0.032	0.017	-0.047	0.048	0.034	-0.08	0.041	0.026	-0.041	0.019	-0.053	-0.006	-0.032	0.006	0.034	-0.018	0.022	0.074	-0.047	0.036	-0.029	-0.012	0.044	0.028	0.039	-0.042	-0.044	-0.062
14	0.242	-0.154	-0.116	0.089	-0.048	0.135	-0.134	-0.096	0.226	-0.118	-0.074	0.112	-0.053	0.151	0.018	0.094	-0.016	-0.095	0.056	-0.06	-0.211	0.13	-0.102	0.08	0.042	-0.124	-0.08	-0.111	0.119	0.125	0.172
15	0.028	-0.018	-0.014	0.011	-0.006	0.016	-0.016	-0.011	0.027	-0.014	-0.009	0.013	-0.006	0.018	0.002	0.012	-0.002	-0.011	0.007	-0.007	-0.026	0.015	-0.012	0.009	0.007	-0.015	-0.01	-0.013	0.014	0.015	0.02
16	0.141	-0.092	-0.068	0.052	-0.031	0.083	-0.08	-0.054	0.136	-0.075	-0.048	0.059	-0.032	0.094	0.012	0.063	-0.01	-0.056	0.042	-0.035	-0.132	0.075	-0.062	0.047	0.046	-0.075	-0.05	-0.067	0.074	0.075	0.096
17	-0.026	0.016	0.013	-0.01	0.005	-0.014	0.014	0.01	-0.024	0.013	0.008	-0.012	0.006	-0.016	-0.002	-0.01	0.002	0.01	-0.006	0.006	0.022	-0.014	0.011	-0.009	-0.004	0.013	0.009	0.012	-0.013	-0.013	-0.019
18	-0.159	0.1	0.077	-0.057	0.027	-0.087	0.086	0.068	-0.148	0.074	0.045	-0.081	0.034	-0.095	-0.011	-0.056	0.01	0.065	-0.025	0.04	0.13	-0.086	0.067	-0.057	-0.01	0.08	0.057	0.071	-0.076	-0.083	-0.122
19	0.071	-0.048	-0.034	0.029	-0.024	0.045	-0.045	-0.019	0.07	-0.044	-0.031	0.017	-0.018	0.056	0.007	0.042	-0.006	-0.025	0.042	-0.017	-0.083	0.037	-0.033	0.017	0.056	-0.042	-0.019	-0.038	0.042	0.038	0.034
20	-0.101	0.063	0.049	-0.037	0.018	-0.054	0.055	0.042	-0.093	0.046	0.028	-0.051	0.022	-0.06	-0.007	-0.035	0.006	0.04	-0.017	0.025	0.083	-0.055	0.042	-0.034	-0.006	0.05	0.034	0.045	-0.048	-0.051	-0.075
21	-0.334	0.212	0.16	-0.124	0.069	-0.186	0.187	0.129	-0.312	0.164	0.104	-0.151	0.074	-0.211	-0.026	-0.132	0.022	0.13	-0.083	0.083	0.296	-0.179	0.141	-0.108	-0.069	0.172	0.108	0.154	-0.166	-0.172	-0.232
22	0.22	-0.137	-0.105	0.08	-0.039	0.117	-0.119	-0.09	0.201	-0.1	-0.061	0.111	-0.047	0.13	0.015	0.075	-0.014	-0.086	0.037	-0.055	-0.179	0.119	-0.09	0.074	0.012	-0.108	-0.071	-0.097	0.103	0.111	0.163
23	-0.166	0.105	0.08	-0.06	0.03	-0.092	0.091	0.069	-0.156	0.08	0.05	-0.08	0.036	-0.102	-0.012	-0.062	0.011	0.067	-0.033	0.042	0.141	-0.09	0.07	-0.058	-0.022	0.084	0.059	0.075	-0.081	-0.087	-0.123
24	0.136	-0.086	-0.066	0.048	-0.021	0.075	-0.072	-0.061	0.128	-0.063	-0.038	0.071	-0.029	0.08	0.009	0.047	-0.009	-0.057	0.017	-0.034	-0.108	0.074	-0.058	0.051	0.004	-0.068	-0.052	-0.06	0.065	0.072	0.108
25	0.029	-0.027	-0.014	0.014	-0.024	0.032	-0.026	0.001	0.042	-0.038	-0.03	-0.018	-0.012	0.042	0.007	0.046	-0.004	-0.01	0.056	-0.006	-0.069	0.012	-0.022	0.004	0.1	-0.028	-0.012	-0.025	0.033	0.023	-0.006
26	-0.201	0.127	0.097	-0.074	0.038	-0.111	0.111	0.081	-0.188	0.096	0.06	-0.096	0.044	-0.124	-0.015	-0.075	0.013	0.08	-0.042	0.05	0.172	-0.108	0.084	-0.068	-0.028	0.102	0.068	0.091	-0.098	-0.104	-0.146
27	-0.132	0.085	0.064	-0.046	0.02	-0.076	0.07	0.061	-0.129	0.065	0.039	-0.067	0.028	-0.08	-0.01	-0.05	0.009	0.057	-0.019	0.034	0.108	-0.071	0.059	-0.052	-0.012	0.068	0.056	0.059	-0.066	-0.073	-0.106
28	-0.18	0.114	0.087	-0.066	0.034	-0.099	0.099	0.072	-0.167	0.086	0.054	-0.086	0.039	-0.111	-0.013	-0.067	0.012	0.071	-0.038	0.045	0.154	-0.097	0.075	-0.06	-0.025	0.091	0.059	0.082	-0.087	-0.092	-0.13
29	0.191	-0.122	-0.092	0.07	-0.037	0.107	-0.106	-0.077	0.18	-0.093	-0.058	0.089	-0.042	0.119	0.014	0.074	-0.013	-0.076	0.042	-0.048	-0.166	0.103	-0.081	0.065	0.033	-0.098	-0.066	-0.087	0.094	0.099	0.137
30	0.205	-0.13	-0.099	0.074	-0.037	0.113	-0.112	-0.086	0.192	-0.098	-0.06	0.1	-0.044	0.125	0.015	0.075	-0.013	-0.083	0.038	-0.051	-0.172	0.111	-0.087	0.072	0.023	-0.104	-0.073	-0.092	0.099	0.107	0.153
31	0.299	-0.186	-0.144	0.106	-0.045	0.159	-0.158	-0.131	0.275	-0.133	-0.079	0.159	-0.062	0.172	0.02	0.096	-0.019	-0.122	0.034	-0.075	-0.232	0.163	-0.123	0.108	-0.006	-0.146	-0.106	-0.13	0.137	0.153	0.235
