V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.02	-0.018	0	0.001	0.023	0.014	0.019	-0.01	0.001	-0.031	-0.012	0.001	0.014	0.009	0.01	0.003	0.006	-0.017	0.049	-0.031	-0.006	-0.016	-0.024	0.01	0.019	-0.01	0.036	0.002	-0.019	-0.014	0.01
2	-0.018	0.037	-0.015	0	-0.029	-0.054	0	0.019	-0.025	0.081	0.007	0.04	0.005	-0.039	0.001	-0.033	-0.01	0.032	0.003	0.01	0.015	0.015	0.01	-0.013	-0.015	0.014	-0.066	-0.014	0.034	-0.007	-0.013
3	0	-0.015	0.038	-0.002	-0.007	0.005	-0.043	0.002	0.039	-0.078	0.011	-0.076	-0.056	0.051	-0.001	0.042	0.014	-0.019	-0.05	0.06	-0.007	-0.005	0.031	0.007	-0.027	0.006	0.004	0.018	-0.009	0.044	-0.021
4	0.001	0	-0.002	0.001	0.003	0.004	0.004	0.001	-0.001	-0.005	-0.001	0.003	0.008	-0.004	0.001	-0.001	-0.001	0.001	0.004	-0.004	-0.002	-0.003	-0.001	0	0.005	0.002	0.005	0	-0.005	-0.002	0.002
5	0.023	-0.029	-0.007	0.003	0.054	0.065	0.032	-0.004	0.015	-0.069	-0.013	0.008	0.047	-0.013	0.004	0.021	0.001	-0.015	0.04	-0.058	-0.015	-0.021	-0.019	0.012	0.04	0.007	0.073	0.006	-0.055	0.002	0.018
6	0.014	-0.054	0.005	0.004	0.065	0.273	-0.002	-0.014	0.006	-0.149	-0.022	-0.017	0.043	0.036	-0.03	0.037	0.01	-0.027	0.011	-0.055	-0.035	-0.036	-0.003	0.015	0.064	0.011	0.196	0.016	-0.039	0.083	0.05
7	0.019	0	-0.043	0.004	0.032	-0.002	0.076	-0.013	-0.039	0.047	-0.017	0.075	0.084	-0.049	0.011	-0.041	-0.014	-0.002	0.082	-0.098	-0.002	-0.009	-0.054	-0.001	0.057	-0.014	0.03	-0.015	-0.028	-0.08	0.036
8	-0.01	0.019	0.002	0.001	-0.004	-0.014	-0.013	0.031	0.004	0.01	0.009	0.012	-0.003	-0.033	-0.001	0.002	-0.001	0.025	-0.001	0.014	0.009	0.003	0.026	-0.004	-0.015	0.035	-0.038	-0.003	0.009	0.041	-0.022
9	0.001	-0.025	0.039	-0.001	0.015	0.006	-0.039	0.004	0.074	-0.111	0.016	-0.091	-0.04	0.045	-0.002	0.075	0.01	-0.027	-0.092	0.056	-0.013	0.002	0.034	0.01	-0.028	0.009	0.008	0.027	-0.052	0.041	-0.026
10	-0.031	0.081	-0.078	-0.005	-0.069	-0.149	0.047	0.01	-0.111	0.38	0.016	0.189	0.006	-0.12	-0.02	-0.129	-0.034	0.089	0.074	-0.066	0.061	0.071	-0.044	-0.034	-0.029	-0.01	-0.171	-0.064	0.15	-0.072	0.004
11	-0.012	0.007	0.011	-0.001	-0.013	-0.022	-0.017	0.009	0.016	0.016	0.023	-0.024	-0.029	0.001	-0.012	0.017	-0.004	0.012	-0.056	0.032	0.004	0.016	0.027	-0.006	-0.022	0.017	-0.031	0.002	0.005	0.019	-0.014
