V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.005	-0.018	-0.022	-0.035	0.031	-0.021	0.035	-0.039	-0.019	-0.026	-0.022	0.01	-0.015	0.008	0.024	0.011	-0.018	0.052	0.014	-0.016	-0.008	-0.048	0.028	-0.004	0.008	0.035	-0.035	0.03	-0.019	-0.023	0.01
2	-0.018	0.064	0.077	0.122	-0.11	0.073	-0.124	0.136	0.066	0.092	0.079	-0.034	0.054	-0.028	-0.083	-0.04	0.064	-0.182	-0.049	0.055	0.029	0.168	-0.097	0.013	-0.027	-0.124	0.124	-0.104	0.066	0.08	-0.034
3	-0.022	0.077	0.092	0.145	-0.131	0.087	-0.148	0.163	0.079	0.11	0.094	-0.041	0.064	-0.033	-0.099	-0.047	0.078	-0.217	-0.06	0.066	0.035	0.2	-0.116	0.015	-0.032	-0.148	0.147	-0.123	0.079	0.095	-0.041
4	-0.035	0.122	0.145	0.23	-0.208	0.139	-0.234	0.258	0.125	0.175	0.149	-0.064	0.102	-0.052	-0.156	-0.075	0.121	-0.344	-0.093	0.104	0.055	0.317	-0.184	0.025	-0.051	-0.234	0.234	-0.196	0.126	0.151	-0.065
5	0.031	-0.11	-0.131	-0.208	0.187	-0.125	0.211	-0.232	-0.113	-0.158	-0.135	0.058	-0.092	0.047	0.141	0.068	-0.11	0.31	0.084	-0.094	-0.05	-0.285	0.166	-0.022	0.046	0.211	-0.21	0.177	-0.113	-0.136	0.058
6	-0.021	0.073	0.087	0.139	-0.125	0.084	-0.141	0.155	0.075	0.105	0.09	-0.039	0.061	-0.032	-0.094	-0.045	0.072	-0.207	-0.055	0.063	0.033	0.191	-0.111	0.015	-0.031	-0.141	0.141	-0.118	0.076	0.091	-0.039
7	0.035	-0.124	-0.148	-0.234	0.211	-0.141	0.238	-0.262	-0.127	-0.177	-0.152	0.065	-0.103	0.053	0.159	0.076	-0.123	0.349	0.095	-0.106	-0.056	-0.322	0.187	-0.025	0.052	0.237	-0.237	0.199	-0.127	-0.153	0.066
8	-0.039	0.136	0.163	0.258	-0.232	0.155	-0.262	0.289	0.14	0.196	0.167	-0.072	0.114	-0.059	-0.175	-0.084	0.136	-0.385	-0.104	0.117	0.062	0.355	-0.206	0.027	-0.057	-0.262	0.261	-0.22	0.141	0.169	-0.072
9	-0.019	0.066	0.079	0.125	-0.113	0.075	-0.127	0.14	0.068	0.095	0.081	-0.035	0.055	-0.028	-0.085	-0.041	0.066	-0.186	-0.051	0.057	0.03	0.172	-0.1	0.013	-0.028	-0.127	0.127	-0.107	0.068	0.082	-0.035
10	-0.026	0.092	0.11	0.175	-0.158	0.105	-0.177	0.196	0.095	0.133	0.113	-0.049	0.077	-0.04	-0.119	-0.057	0.092	-0.261	-0.071	0.079	0.042	0.24	-0.14	0.019	-0.039	-0.177	0.177	-0.149	0.095	0.114	-0.049
