V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t3	0.007	0.013	0.025	0.018	0.035	0.017	0.035	0.129	0.019	0.009	0.045	0.031	0.005	0.104	0.139	0.021	0.035	0.033	0.015	0.007	0.007	0.055	0.01	0.06	0.003	0.04	0.015	0.012	0.041	0.011
t135	0.008	0.009	0.028	0.015	0.075	0.015	0.042	0.027	0.014	0.01	0.017	0.034	0.005	0.126	0.148	0.021	0.042	0.028	0.028	0.009	0.009	0.02	0.006	0.058	0.002	0.072	0.024	0.021	0.075	0.016
t122	0.004	0.001	0.025	0.001	0.113	0.001	0.027	0	0.006	0.007	0.001	0.013	0.003	0.071	0.065	0.008	0.014	0.005	0.041	0.014	0.019	0.003	0	0.005	0	0.122	0.065	0.013	0.333	0.02
t141	0.005	0.003	0.051	0.004	0.083	0.002	0.044	0.043	0.009	0.012	0.008	0.015	0.006	0.095	0.121	0.017	0.025	0.014	0.097	0.014	0.029	0.019	0.003	0.017	0.002	0.071	0.046	0.016	0.106	0.023
t76	0.017	0.006	0.009	0.009	0.009	0.027	0.027	0.002	0.026	0.005	0.046	0.051	0.001	0.141	0.105	0.013	0.015	0.029	0.001	0.006	0.002	0.086	0.02	0.083	0.002	0.138	0.017	0.019	0.077	0.009
t26	0.006	0.005	0.03	0.008	0.051	0.008	0.042	0.076	0.01	0.01	0.024	0.023	0.004	0.123	0.126	0.015	0.034	0.019	0.044	0.011	0.014	0.024	0.005	0.008	0.003	0.108	0.031	0.013	0.101	0.023
t191	0.011	0.007	0.015	0.01	0.019	0.023	0.035	0.014	0.017	0.007	0.04	0.041	0.002	0.152	0.121	0.013	0.026	0.027	0.005	0.009	0.005	0.044	0.01	0.016	0.002	0.171	0.024	0.015	0.101	0.016
t180	0.005	0.003	0.035	0.005	0.124	0.011	0.035	0.01	0.007	0.009	0.009	0.025	0.005	0.118	0.094	0.01	0.026	0.012	0.02	0.009	0.014	0.006	0.002	0.001	0.001	0.138	0.043	0.008	0.184	0.028
t74	0.005	0.004	0.047	0.006	0.081	0.004	0.044	0.073	0.008	0.012	0.014	0.018	0.004	0.106	0.126	0.018	0.03	0.017	0.093	0.01	0.022	0.014	0.005	0.025	0.002	0.064	0.033	0.018	0.071	0.026
t80	0.014	0.003	0.007	0.006	0.008	0.023	0.023	0.001	0.013	0.004	0.022	0.04	0	0.15	0.078	0.007	0.013	0.017	0.001	0.007	0.002	0.02	0.007	0.016	0.001	0.364	0.022	0.017	0.1	0.013
