V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31
1	0.055	-0.002	0.028	-0.065	-0.031	-0.031	-0.022	-0.017	-0.069	-0.059	-0.156	0.055	-0.073	0.073	0.034	0.059	0.087	0.027	-0.082	0.002	-0.043	-0.027	0.016	0.047	0.01	0.022	-0.014	-0.067	-0.014	0.032	0.027
2	-0.002	0.267	0.042	0.016	-0.019	-0.018	0.004	-0.008	0.011	-0.103	-0.05	0.04	-0.03	-0.008	-0.044	0.029	-0.011	0.003	-0.057	-0.001	-0.002	-0.029	-0.01	0.016	0.001	0.005	0.03	0.032	-0.04	0.048	0.038
3	0.028	0.042	0.034	-0.044	-0.02	-0.021	-0.018	-0.013	-0.035	-0.048	-0.095	0.064	-0.023	0.038	0.002	0.041	0.05	0.014	-0.068	0.008	-0.025	-0.013	0.016	0.035	0.006	0.008	-0.017	-0.029	-0.012	0.025	0.035
4	-0.065	0.016	-0.044	0.117	0.042	0.043	0.043	0.021	0.101	0.101	0.228	-0.082	0.069	-0.118	-0.037	-0.085	-0.126	-0.025	0.126	-0.017	0.058	0.031	-0.026	-0.067	-0.015	-0.012	0.03	0.089	0	-0.037	-0.061
5	-0.031	-0.019	-0.02	0.042	0.021	0.021	0.01	0.012	0.044	0.055	0.106	-0.031	0.048	-0.053	-0.018	-0.04	-0.054	-0.015	0.058	-0.002	0.025	0.019	-0.008	-0.031	-0.007	-0.01	0.01	0.04	0.006	-0.023	-0.026
6	-0.031	-0.018	-0.021	0.043	0.021	0.022	0.009	0.013	0.045	0.054	0.109	-0.036	0.046	-0.054	-0.018	-0.042	-0.057	-0.016	0.063	-0.001	0.026	0.018	-0.011	-0.034	-0.007	-0.01	0.017	0.043	0.004	-0.026	-0.029
7	-0.022	0.004	-0.018	0.043	0.01	0.009	0.04	-0.002	0.024	0.011	0.051	-0.04	0.007	-0.013	0.003	-0.019	-0.03	-0.001	0.024	-0.015	0.02	0.008	-0.005	-0.01	-0.005	-0.002	-0.014	0.013	0.012	-0.002	-0.006
8	-0.017	-0.008	-0.013	0.021	0.012	0.013	-0.002	0.012	0.025	0.031	0.062	-0.027	0.027	-0.033	-0.012	-0.026	-0.034	-0.013	0.042	0.002	0.014	0.009	-0.01	-0.024	-0.003	-0.007	0.021	0.027	0.001	-0.016	-0.021
9	-0.069	0.011	-0.035	0.101	0.044	0.045	0.024	0.025	0.106	0.108	0.238	-0.057	0.099	-0.127	-0.052	-0.087	-0.13	-0.033	0.124	-0.005	0.058	0.038	-0.021	-0.069	-0.015	-0.021	0.031	0.101	0	-0.046	-0.054
10	-0.059	-0.103	-0.048	0.101	0.055	0.054	0.011	0.031	0.108	0.188	0.277	-0.042	0.12	-0.151	-0.037	-0.103	-0.128	-0.028	0.155	-0.007	0.054	0.052	-0.012	-0.076	-0.017	-0.012	0.025	0.092	0	-0.068	-0.088
11	-0.156	-0.05	-0.095	0.228	0.106	0.109	0.051	0.062	0.238	0.277	0.559	-0.15	0.232	-0.287	-0.104	-0.21	-0.294	-0.075	0.307	-0.011	0.133	0.093	-0.05	-0.166	-0.035	-0.048	0.073	0.222	0.009	-0.122	-0.141
12	0.055	0.04	0.064	-0.082	-0.031	-0.036	-0.04	-0.027	-0.057	-0.042	-0.15	0.171	-0.014	0.048	0	0.072	0.092	0.031	-0.124	0.015	-0.048	-0.012	0.043	0.071	0.009	0.018	-0.051	-0.051	-0.027	0.036	0.058
13	-0.073	-0.03	-0.023	0.069	0.048	0.046	0.007	0.027	0.099	0.12	0.232	-0.014	0.176	-0.12	-0.058	-0.086	-0.116	-0.041	0.109	0.012	0.055	0.054	-0.007	-0.061	-0.014	-0.036	0.009	0.104	0.019	-0.061	-0.031
14	0.073	-0.008	0.038	-0.118	-0.053	-0.054	-0.013	-0.033	-0.127	-0.151	-0.287	0.048	-0.12	0.17	0.065	0.104	0.152	0.036	-0.151	0.005	-0.063	-0.045	0.022	0.083	0.018	0.018	-0.045	-0.121	0.011	0.055	0.077
15	0.034	-0.044	0.002	-0.037	-0.018	-0.018	0.003	-0.012	-0.052	-0.037	-0.104	0	-0.058	0.065	0.043	0.034	0.061	0.02	-0.043	-0.006	-0.025	-0.017	0.007	0.029	0.006	0.015	-0.016	-0.058	0.006	0.017	0.013
16	0.059	0.029	0.041	-0.085	-0.04	-0.042	-0.019	-0.026	-0.087	-0.103	-0.21	0.072	-0.086	0.104	0.034	0.083	0.112	0.03	-0.124	0.004	-0.051	-0.033	0.023	0.068	0.013	0.019	-0.036	-0.083	-0.006	0.051	0.057
17	0.087	-0.011	0.05	-0.126	-0.054	-0.057	-0.03	-0.034	-0.13	-0.128	-0.294	0.092	-0.116	0.152	0.061	0.112	0.164	0.043	-0.163	0.006	-0.074	-0.044	0.034	0.092	0.018	0.028	-0.05	-0.126	-0.002	0.061	0.072
18	0.027	0.003	0.014	-0.025	-0.015	-0.016	-0.001	-0.013	-0.033	-0.028	-0.075	0.031	-0.041	0.036	0.02	0.03	0.043	0.018	-0.044	-0.004	-0.02	-0.013	0.01	0.028	0.004	0.014	-0.017	-0.036	-0.007	0.019	0.015
19	-0.082	-0.057	-0.068	0.126	0.058	0.063	0.024	0.042	0.124	0.155	0.307	-0.124	0.109	-0.151	-0.043	-0.124	-0.163	-0.044	0.194	-0.007	0.072	0.045	-0.04	-0.105	-0.018	-0.025	0.067	0.117	0.006	-0.076	-0.097
20	0.002	-0.001	0.008	-0.017	-0.002	-0.001	-0.015	0.002	-0.005	-0.007	-0.011	0.015	0.012	0.005	-0.006	0.004	0.006	-0.004	-0.007	0.009	-0.004	0.001	0.002	0.001	0.001	-0.005	0.004	0.002	0	-0.004	0.008
21	-0.043	-0.002	-0.025	0.058	0.025	0.026	0.02	0.014	0.058	0.054	0.133	-0.048	0.055	-0.063	-0.025	-0.051	-0.074	-0.02	0.072	-0.004	0.036	0.022	-0.014	-0.04	-0.008	-0.015	0.014	0.055	0.008	-0.027	-0.028
22	-0.027	-0.029	-0.013	0.031	0.019	0.018	0.008	0.009	0.038	0.052	0.093	-0.012	0.054	-0.045	-0.017	-0.033	-0.044	-0.013	0.045	0.001	0.022	0.022	-0.002	-0.023	-0.006	-0.011	-0.003	0.034	0.009	-0.022	-0.016
23	0.016	-0.01	0.016	-0.026	-0.008	-0.011	-0.005	-0.01	-0.021	-0.012	-0.05	0.043	-0.007	0.022	0.007	0.023	0.034	0.01	-0.04	0.002	-0.014	-0.002	0.016	0.024	0.003	0.005	-0.028	-0.024	0.001	0.013	0.02
