V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t190	0.006	0.008	0.024	0.101	0.005	0.003	0.071	0.008	0.039	0.016	0.084	0.002	0.007	0.041	0.014	0.059	0.031	0.085	0.094	0.017	0.014	0.016	0.01	0.027	0.013	0.011	0.004	0.072	0.08	0.038
t170	0.014	0.005	0.066	0.019	0.003	0.002	0.018	0.006	0.015	0.014	0.013	0.031	0.014	0.082	0.015	0.126	0.142	0.119	0.022	0.032	0.006	0.015	0.019	0.061	0.015	0.012	0.003	0.036	0.044	0.032
t114	0.017	0.003	0.051	0.038	0.004	0.003	0.032	0.007	0.021	0.022	0.024	0.009	0.005	0.076	0.02	0.113	0.104	0.132	0.041	0.025	0.008	0.014	0.016	0.051	0.016	0.017	0.004	0.04	0.048	0.039
t127	0.001	0	0.001	0.031	0.001	0.001	0.002	0.002	0.016	0.061	0.558	0	0.003	0	0.001	0.001	0.001	0.006	0.261	0.002	0.002	0.003	0.001	0.001	0.001	0.001	0.004	0.034	0.003	0.001
t7	0.005	0.001	0.014	0.054	0.004	0.003	0.01	0.009	0.032	0.079	0.236	0.001	0.012	0.006	0.008	0.015	0.013	0.04	0.279	0.015	0.007	0.01	0.005	0.007	0.007	0.008	0.014	0.077	0.02	0.009
t192	0.025	0.008	0.11	0.007	0.002	0.002	0.006	0.007	0.01	0.01	0.004	0.046	0.01	0.077	0.01	0.14	0.169	0.094	0.016	0.043	0.004	0.01	0.015	0.051	0.015	0.012	0.009	0.039	0.021	0.028
t79	0.012	0.004	0.051	0.065	0.005	0.003	0.041	0.007	0.035	0.029	0.066	0.006	0.012	0.051	0.017	0.071	0.06	0.111	0.066	0.025	0.011	0.017	0.015	0.038	0.015	0.015	0.005	0.067	0.049	0.03
t17	0.018	0.061	0.076	0.005	0.001	0.001	0.004	0.004	0.004	0.001	0.001	0.028	0.002	0.078	0.008	0.205	0.229	0.079	0.004	0.021	0.002	0.004	0.009	0.053	0.01	0.01	0.005	0.013	0.014	0.051
t193	0.008	0.002	0.061	0.024	0.006	0.003	0.013	0.009	0.032	0.038	0.075	0.017	0.053	0.039	0.008	0.077	0.072	0.067	0.052	0.044	0.01	0.027	0.02	0.036	0.015	0.008	0.003	0.076	0.083	0.026
t171	0.015	0	0.052	0.002	0.002	0.001	0.004	0.004	0.005	0.006	0.002	0.027	0.004	0.163	0.009	0.161	0.25	0.062	0.008	0.037	0.003	0.01	0.016	0.052	0.012	0.006	0.001	0.013	0.048	0.022
t63	0.011	0.015	0.069	0.064	0.004	0.003	0.031	0.007	0.04	0.022	0.068	0.01	0.012	0.04	0.01	0.085	0.051	0.105	0.049	0.028	0.011	0.016	0.014	0.038	0.015	0.014	0.006	0.09	0.035	0.038
t139	0.008	0.046	0.043	0.067	0.005	0.003	0.021	0.011	0.041	0.02	0.08	0.007	0.032	0.021	0.009	0.051	0.032	0.074	0.104	0.028	0.01	0.013	0.009	0.022	0.013	0.012	0.016	0.143	0.034	0.025
t167	0.007	0	0.027	0.05	0.006	0.003	0.021	0.008	0.039	0.11	0.193	0.005	0.013	0.017	0.009	0.04	0.032	0.066	0.107	0.021	0.01	0.021	0.014	0.021	0.011	0.01	0.003	0.061	0.056	0.019
t65	0.013	0.002	0.076	0.027	0.004	0.002	0.033	0.005	0.021	0.023	0.025	0.017	0.013	0.083	0.014	0.108	0.11	0.113	0.02	0.027	0.008	0.019	0.022	0.063	0.014	0.012	0.001	0.036	0.055	0.035
