V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t197	0.003	0.085	0.023	0.434	0	0.017	0.073	0.005	0.052	0	0.031	0.008	0.003	0.006	0.008	0.019	0.004	0.028	0.001	0.001	0.002	0.005	0.011	0.029	0.04	0	0.023	0.013	0.073	0.001
t139	0.021	0.051	0.074	0.132	0.002	0.019	0.073	0.019	0.085	0.003	0.182	0.015	0.009	0.007	0.011	0.013	0.016	0.01	0.009	0.015	0.01	0.019	0.011	0.022	0.105	0.003	0.012	0.011	0.039	0.006
t12	0.033	0.032	0.085	0.062	0.002	0.014	0.054	0.024	0.076	0.005	0.268	0.014	0.01	0.005	0.01	0.009	0.02	0.005	0.015	0.03	0.014	0.024	0.008	0.014	0.114	0.005	0.007	0.008	0.023	0.007
t34	0.037	0.028	0.09	0.055	0.002	0.014	0.052	0.027	0.074	0.006	0.27	0.014	0.011	0.005	0.009	0.008	0.021	0.004	0.016	0.033	0.014	0.025	0.008	0.013	0.115	0.005	0.006	0.007	0.022	0.008
t151	0.003	0.083	0.025	0.427	0	0.018	0.074	0.005	0.053	0	0.031	0.009	0.003	0.007	0.008	0.017	0.004	0.027	0.001	0.001	0.002	0.005	0.01	0.029	0.041	0	0.023	0.013	0.079	0.001
t85	0.03	0.037	0.084	0.081	0.002	0.016	0.061	0.023	0.08	0.005	0.24	0.014	0.01	0.006	0.01	0.01	0.019	0.006	0.013	0.023	0.013	0.023	0.009	0.017	0.113	0.004	0.008	0.009	0.028	0.007
t198	0.032	0.033	0.086	0.067	0.002	0.015	0.056	0.025	0.077	0.005	0.258	0.014	0.01	0.006	0.01	0.009	0.02	0.005	0.014	0.029	0.013	0.024	0.008	0.015	0.114	0.005	0.007	0.008	0.025	0.007
t43	0.014	0.063	0.063	0.193	0.001	0.02	0.081	0.016	0.083	0.002	0.129	0.015	0.007	0.008	0.011	0.015	0.013	0.013	0.006	0.01	0.007	0.015	0.012	0.025	0.092	0.002	0.015	0.013	0.053	0.004
t46	0.007	0.078	0.042	0.31	0.001	0.02	0.083	0.009	0.071	0.001	0.068	0.012	0.005	0.008	0.01	0.018	0.008	0.021	0.002	0.004	0.004	0.009	0.012	0.03	0.065	0.001	0.02	0.014	0.068	0.002
t73	0.046	0.018	0.087	0.029	0.003	0.01	0.037	0.027	0.062	0.008	0.336	0.012	0.011	0.004	0.007	0.005	0.022	0.002	0.022	0.047	0.017	0.026	0.006	0.009	0.109	0.008	0.004	0.005	0.013	0.009
t79	0.006	0.078	0.041	0.312	0.001	0.02	0.083	0.009	0.071	0.001	0.066	0.012	0.005	0.008	0.01	0.017	0.008	0.021	0.002	0.004	0.004	0.009	0.012	0.029	0.064	0.001	0.02	0.014	0.07	0.002
t33	0.005	0.082	0.035	0.349	0.001	0.02	0.081	0.007	0.066	0.001	0.055	0.01	0.004	0.007	0.01	0.02	0.006	0.023	0.002	0.003	0.003	0.008	0.012	0.03	0.057	0.001	0.021	0.014	0.067	0.002
t105	0.009	0.073	0.05	0.261	0.001	0.021	0.084	0.012	0.077	0.001	0.087	0.014	0.006	0.008	0.011	0.015	0.01	0.018	0.003	0.006	0.005	0.011	0.012	0.028	0.076	0.001	0.018	0.013	0.067	0.003
t2	0.015	0.061	0.066	0.18	0.001	0.02	0.08	0.016	0.084	0.002	0.139	0.015	0.008	0.008	0.011	0.015	0.013	0.013	0.006	0.01	0.008	0.016	0.011	0.025	0.095	0.002	0.014	0.012	0.05	0.005
t104	0.006	0.078	0.041	0.318	0.001	0.02	0.083	0.009	0.07	0.001	0.064	0.012	0.005	0.008	0.01	0.018	0.007	0.021	0.002	0.003	0.004	0.009	0.012	0.029	0.063	0.001	0.02	0.014	0.07	0.002
t86	0.01	0.073	0.051	0.255	0.001	0.021	0.083	0.012	0.078	0.001	0.094	0.013	0.006	0.008	0.011	0.018	0.01	0.018	0.004	0.005	0.005	0.012	0.012	0.029	0.078	0.001	0.018	0.014	0.058	0.003
t78	0.023	0.047	0.077	0.116	0.002	0.018	0.07	0.02	0.084	0.003	0.197	0.015	0.009	0.007	0.011	0.012	0.017	0.009	0.01	0.017	0.01	0.02	0.01	0.021	0.108	0.003	0.011	0.011	0.036	0.006
t124	0.08	0.003	0.066	0.003	0.003	0.003	0.01	0.026	0.026	0.016	0.439	0.005	0.008	0.001	0.003	0.001	0.021	0	0.043	0.098	0.021	0.023	0.002	0.002	0.07	0.014	0.001	0.001	0.002	0.009
t84	0.051	0.016	0.088	0.024	0.003	0.009	0.034	0.028	0.059	0.009	0.346	0.011	0.011	0.004	0.007	0.005	0.023	0.002	0.024	0.047	0.018	0.026	0.005	0.008	0.107	0.008	0.003	0.005	0.011	0.009
t76	0.007	0.078	0.042	0.305	0.001	0.02	0.083	0.009	0.072	0.001	0.07	0.012	0.005	0.008	0.01	0.018	0.008	0.021	0.003	0.004	0.004	0.009	0.012	0.03	0.066	0.001	0.02	0.014	0.066	0.003
t141	0.038	0.026	0.088	0.047	0.002	0.013	0.048	0.026	0.072	0.006	0.293	0.013	0.011	0.005	0.009	0.007	0.021	0.004	0.018	0.035	0.015	0.025	0.007	0.012	0.114	0.006	0.005	0.007	0.019	0.008
t91	0.03	0.036	0.084	0.077	0.002	0.016	0.06	0.024	0.08	0.005	0.243	0.014	0.01	0.006	0.01	0.01	0.019	0.006	0.013	0.025	0.013	0.023	0.009	0.016	0.113	0.005	0.008	0.009	0.027	0.007
t158	0.042	0.022	0.086	0.036	0.003	0.011	0.042	0.026	0.066	0.007	0.322	0.012	0.011	0.004	0.008	0.006	0.022	0.003	0.02	0.041	0.016	0.025	0.006	0.01	0.111	0.007	0.004	0.006	0.015	0.008
t108	0.026	0.042	0.081	0.094	0.002	0.017	0.065	0.022	0.082	0.004	0.221	0.015	0.01	0.006	0.011	0.011	0.018	0.007	0.011	0.022	0.012	0.022	0.01	0.018	0.111	0.004	0.009	0.01	0.032	0.007
t189	0.017	0.057	0.068	0.157	0.001	0.02	0.077	0.017	0.085	0.002	0.158	0.015	0.008	0.007	0.011	0.014	0.014	0.011	0.007	0.013	0.008	0.017	0.011	0.023	0.1	0.003	0.013	0.012	0.045	0.005
