V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t197	-5.933	-2.466	-3.761	-0.834	-8.09	-4.053	-2.613	-5.38	-2.952	-8.12	-3.484	-4.792	-5.935	-5.056	-4.838	-3.949	-5.546	-3.578	-6.989	-6.706	-6.353	-5.334	-4.544	-3.527	-3.23	-7.913	-3.76	-4.329	-2.611	-6.701
t139	-3.877	-2.971	-2.606	-2.025	-6.424	-3.983	-2.62	-3.964	-2.466	-5.825	-1.705	-4.214	-4.733	-4.966	-4.495	-4.317	-4.147	-4.642	-4.757	-4.22	-4.64	-3.968	-4.54	-3.822	-2.253	-5.787	-4.457	-4.489	-3.246	-5.181
t12	-3.402	-3.454	-2.459	-2.775	-6.077	-4.247	-2.913	-3.711	-2.573	-5.243	-1.317	-4.269	-4.565	-5.222	-4.656	-4.757	-3.903	-5.347	-4.194	-3.513	-4.275	-3.737	-4.816	-4.235	-2.172	-5.253	-5.018	-4.839	-3.773	-4.893
t34	-3.307	-3.562	-2.403	-2.899	-6.012	-4.287	-2.957	-3.61	-2.6	-5.187	-1.307	-4.282	-4.549	-5.205	-4.689	-4.865	-3.861	-5.491	-4.111	-3.423	-4.25	-3.706	-4.881	-4.334	-2.167	-5.21	-5.142	-4.909	-3.804	-4.845
t151	-5.883	-2.487	-3.699	-0.851	-8.03	-4.041	-2.599	-5.303	-2.937	-8.078	-3.471	-4.723	-5.906	-5.01	-4.825	-4.047	-5.498	-3.611	-6.933	-6.579	-6.316	-5.291	-4.56	-3.543	-3.201	-7.935	-3.776	-4.365	-2.533	-6.662
t85	-3.513	-3.289	-2.48	-2.518	-6.167	-4.149	-2.804	-3.774	-2.521	-5.403	-1.425	-4.241	-4.602	-5.122	-4.588	-4.619	-3.963	-5.102	-4.354	-3.756	-4.374	-3.79	-4.738	-4.08	-2.18	-5.439	-4.819	-4.727	-3.579	-4.967
t198	-3.441	-3.411	-2.457	-2.704	-6.091	-4.213	-2.879	-3.705	-2.558	-5.301	-1.356	-4.234	-4.572	-5.172	-4.635	-4.732	-3.912	-5.29	-4.234	-3.534	-4.31	-3.749	-4.775	-4.209	-2.172	-5.298	-4.973	-4.802	-3.698	-4.907
t43	-4.267	-2.768	-2.758	-1.647	-6.705	-3.899	-2.515	-4.166	-2.485	-6.282	-2.051	-4.214	-4.921	-4.859	-4.479	-4.203	-4.37	-4.31	-5.183	-4.651	-4.953	-4.187	-4.456	-3.672	-2.385	-6.239	-4.204	-4.379	-2.936	-5.441
t46	-5.017	-2.549	-3.179	-1.17	-7.321	-3.905	-2.492	-4.698	-2.645	-7.119	-2.693	-4.427	-5.353	-4.886	-4.586	-4.023	-4.882	-3.873	-6.009	-5.606	-5.574	-4.683	-4.442	-3.523	-2.732	-7.02	-3.908	-4.295	-2.691	-5.997
t73	-3.081	-3.997	-2.445	-3.55	-5.885	-4.592	-3.288	-3.597	-2.782	-4.853	-1.091	-4.451	-4.531	-5.553	-4.912	-5.223	-3.803	-6.084	-3.813	-3.053	-4.081	-3.652	-5.166	-4.719	-2.216	-4.878	-5.637	-5.245	-4.376	-4.747
t79	-5.071	-2.545	-3.192	-1.166	-7.328	-3.902	-2.491	-4.698	-2.652	-7.153	-2.714	-4.384	-5.364	-4.878	-4.59	-4.055	-4.889	-3.879	-6.027	-5.521	-5.591	-4.694	-4.415	-3.543	-2.742	-7.031	-3.91	-4.295	-2.659	-6.011
t33	-5.277	-2.497	-3.358	-1.054	-7.549	-3.936	-2.517	-4.909	-2.721	-7.401	-2.899	-4.558	-5.511	-4.94	-4.646	-3.912	-5.074	-3.76	-6.291	-5.967	-5.792	-4.87	-4.437	-3.502	-2.868	-7.217	-3.847	-4.257	-2.71	-6.192
t105	-4.739	-2.624	-2.987	-1.343	-7.049	-3.883	-2.48	-4.457	-2.567	-6.784	-2.438	-4.255	-5.169	-4.846	-4.528	-4.172	-4.656	-4.041	-5.667	-5.092	-5.312	-4.466	-4.43	-3.582	-2.579	-6.747	-4.008	-4.344	-2.7	-5.767
t2	-4.177	-2.802	-2.723	-1.715	-6.647	-3.91	-2.531	-4.124	-2.476	-6.184	-1.975	-4.224	-4.878	-4.877	-4.477	-4.201	-4.323	-4.367	-5.094	-4.589	-4.886	-4.139	-4.469	-3.692	-2.354	-6.137	-4.248	-4.39	-3.004	-5.383
t104	-5.068	-2.548	-3.199	-1.146	-7.359	-3.908	-2.492	-4.714	-2.662	-7.188	-2.754	-4.438	-5.388	-4.872	-4.599	-4.034	-4.916	-3.86	-6.066	-5.658	-5.625	-4.719	-4.448	-3.53	-2.76	-7.087	-3.904	-4.299	-2.656	-6.035
t86	-4.643	-2.618	-2.982	-1.366	-7.034	-3.883	-2.485	-4.453	-2.55	-6.708	-2.363	-4.365	-5.133	-4.87	-4.516	-3.993	-4.636	-4.04	-5.614	-5.226	-5.267	-4.442	-4.413	-3.558	-2.554	-6.58	-4.021	-4.276	-2.848	-5.72
t78	-3.765	-3.052	-2.56	-2.151	-6.347	-4.021	-2.661	-3.901	-2.473	-5.7	-1.624	-4.223	-4.69	-4.998	-4.513	-4.389	-4.09	-4.759	-4.64	-4.098	-4.559	-3.911	-4.594	-3.882	-2.226	-5.687	-4.548	-4.547	-3.327	-5.116
t124	-2.525	-5.741	-2.725	-5.893	-5.729	-5.831	-4.593	-3.647	-3.652	-4.123	-0.824	-5.334	-4.772	-6.77	-5.909	-6.744	-3.879	-8.307	-3.149	-2.318	-3.878	-3.754	-6.474	-6.261	-2.656	-4.259	-7.553	-6.65	-6.291	-4.702
t84	-2.975	-4.133	-2.429	-3.722	-5.852	-4.677	-3.374	-3.564	-2.834	-4.765	-1.061	-4.543	-4.533	-5.62	-4.976	-5.324	-3.789	-6.248	-3.736	-3.051	-4.045	-3.638	-5.29	-4.818	-2.232	-4.83	-5.779	-5.35	-4.509	-4.72
t76	-4.971	-2.551	-3.162	-1.187	-7.295	-3.902	-2.491	-4.679	-2.633	-7.072	-2.655	-4.433	-5.33	-4.888	-4.577	-4.001	-4.859	-3.882	-5.969	-5.589	-5.541	-4.659	-4.44	-3.519	-2.714	-6.968	-3.915	-4.286	-2.721	-5.968
t141	-3.263	-3.645	-2.436	-3.048	-5.991	-4.358	-3.037	-3.64	-2.638	-5.095	-1.228	-4.334	-4.539	-5.316	-4.737	-4.896	-3.852	-5.612	-4.04	-3.346	-4.199	-3.694	-4.925	-4.408	-2.175	-5.086	-5.243	-4.963	-3.987	-4.821
t91	-3.504	-3.314	-2.473	-2.558	-6.148	-4.156	-2.816	-3.74	-2.529	-5.393	-1.415	-4.243	-4.593	-5.116	-4.596	-4.61	-3.949	-5.151	-4.326	-3.693	-4.366	-3.783	-4.718	-4.12	-2.177	-5.367	-4.864	-4.718	-3.612	-4.948
t158	-3.161	-3.831	-2.452	-3.325	-5.936	-4.49	-3.179	-3.639	-2.714	-4.946	-1.134	-4.406	-4.531	-5.468	-4.832	-5.06	-3.827	-5.861	-3.912	-3.198	-4.124	-3.669	-5.058	-4.567	-2.195	-4.96	-5.449	-5.116	-4.226	-4.781
