feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_10	feature_11	feature_12	feature_13	feature_14	feature_15	feature_16	feature_17	feature_18	feature_19	feature_20	feature_21	feature_22	feature_23	feature_24	feature_25	feature_26	feature_27	feature_28	feature_29	feature_30
t197	-0.197	1.408	1.328	2.543	-2.633	0.243	1.628	-0.095	1.645	-2.214	2.047	-0.121	-0.817	-0.736	-0.345	0.021	-0.283	-0.114	-1.121	-0.638	-0.867	-0.096	-0.293	0.495	1.724	-2.123	-0.028	-0.2	1.182	-1.351
t139	-0.056	1.278	1.373	2.341	-2.535	0.173	1.55	-0.026	1.619	-2.046	2.158	-0.138	-0.768	-0.807	-0.386	-0.101	-0.213	-0.301	-0.964	-0.456	-0.761	-0.029	-0.376	0.39	1.75	-1.984	-0.176	-0.299	1.04	-1.269
t12	0.221	1.007	1.46	1.917	-2.33	0.027	1.386	0.122	1.563	-1.708	2.387	-0.163	-0.666	-0.95	-0.473	-0.345	-0.068	-0.699	-0.636	-0.048	-0.548	0.108	-0.527	0.159	1.802	-1.671	-0.492	-0.493	0.74	-1.098
t34	0.127	1.09	1.445	2.062	-2.393	0.08	1.446	0.098	1.58	-1.838	2.289	-0.141	-0.704	-0.875	-0.444	-0.288	-0.113	-0.575	-0.749	-0.169	-0.631	0.062	-0.478	0.225	1.783	-1.797	-0.394	-0.434	0.876	-1.155
t151	-0.347	1.544	1.289	2.764	-2.734	0.32	1.714	-0.162	1.672	-2.395	1.919	-0.086	-0.872	-0.653	-0.301	0.111	-0.355	0.087	-1.292	-0.817	-0.979	-0.166	-0.221	0.609	1.697	-2.312	0.135	-0.114	1.367	-1.442
t85	0.237	1.004	1.465	1.916	-2.328	0.026	1.386	0.124	1.564	-1.701	2.39	-0.173	-0.664	-0.95	-0.472	-0.342	-0.066	-0.698	-0.632	-0.071	-0.546	0.111	-0.537	0.163	1.804	-1.675	-0.492	-0.496	0.735	-1.095
t198	0.097	1.122	1.425	2.102	-2.417	0.092	1.458	0.066	1.586	-1.863	2.28	-0.143	-0.712	-0.878	-0.435	-0.248	-0.13	-0.53	-0.78	-0.212	-0.646	0.048	-0.458	0.253	1.778	-1.813	-0.358	-0.409	0.882	-1.173
t43	-0.216	1.421	1.331	2.573	-2.642	0.254	1.641	-0.095	1.648	-2.239	2.022	-0.103	-0.825	-0.717	-0.339	0.003	-0.289	-0.091	-1.144	-0.645	-0.882	-0.103	-0.294	0.508	1.721	-2.173	-0.007	-0.203	1.231	-1.364
t46	-0.431	1.629	1.26	2.894	-2.798	0.364	1.764	-0.214	1.69	-2.494	1.854	-0.084	-0.902	-0.616	-0.274	0.194	-0.401	0.212	-1.392	-0.949	-1.042	-0.207	-0.175	0.684	1.682	-2.402	0.234	-0.053	1.45	-1.494
t73	0.432	0.812	1.526	1.616	-2.185	-0.076	1.27	0.232	1.524	-1.467	2.549	-0.196	-0.593	-1.046	-0.534	-0.501	0.035	-0.981	-0.402	0.211	-0.4	0.205	-0.636	-0.005	1.839	-1.442	-0.72	-0.624	0.517	-0.973
