V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30
t142	0.104	0.013	0.003	0.008	0.029	0.027	0.009	0.014	0.008	0.119	0.019	0.001	0.016	0.254	0.044	0.002	0.001	0.064	0.012	0.011	0.053	0.031	0.005	0.009	0.059	0.008	0.014	0.048	0.011	0.006
t197	0.21	0.026	0.025	0.078	0.004	0.009	0.047	0.01	0.02	0.025	0.175	0.001	0.062	0.022	0.008	0.003	0.001	0.018	0.014	0.005	0.093	0.018	0.007	0	0.028	0.003	0.004	0.059	0.012	0.014
t150	0.186	0.028	0.017	0.032	0.012	0.021	0.019	0.009	0.017	0.058	0.075	0.002	0.05	0.06	0.011	0.004	0.001	0.046	0.018	0.009	0.116	0.038	0.009	0.001	0.05	0.007	0.013	0.068	0.017	0.006
t112	0.202	0.031	0.031	0.031	0.014	0.022	0.027	0.005	0.023	0.066	0.026	0.002	0.086	0.013	0.02	0.009	0.002	0.038	0.022	0.005	0.102	0.034	0.008	0.002	0.04	0.016	0.017	0.085	0.01	0.009
t149	0.077	0.009	0.001	0.008	0.026	0.02	0.008	0.021	0.005	0.091	0.017	0.001	0.01	0.384	0.091	0.001	0.001	0.048	0.008	0.009	0.031	0.02	0.002	0.008	0.04	0.007	0.008	0.034	0.004	0.011
t139	0.01	0.001	0	0	0.019	0.011	0	0.006	0	0.036	0.002	0	0.001	0.778	0.024	0	0	0.038	0.001	0.006	0.007	0.01	0.001	0.014	0.018	0.003	0.005	0.006	0.001	0.001
t115	0.135	0.028	0.002	0.068	0.005	0.012	0.012	0.02	0.009	0.028	0.175	0.001	0.052	0.079	0.002	0.002	0.001	0.027	0.016	0.006	0.178	0.041	0.008	0	0.03	0.003	0.007	0.047	0.002	0.002
t8	0.102	0.011	0.018	0.004	0.045	0.035	0.008	0.004	0.011	0.097	0.008	0.001	0.015	0.087	0.117	0.001	0.002	0.152	0.012	0.015	0.034	0.027	0.004	0.014	0.059	0.026	0.02	0.046	0.017	0.008
t67	0.12	0.016	0.003	0.008	0.03	0.03	0.01	0.01	0.006	0.105	0.026	0.002	0.022	0.205	0.032	0.002	0.001	0.073	0.013	0.013	0.07	0.037	0.005	0.007	0.058	0.01	0.017	0.053	0.011	0.005
t51	0.05	0.004	0.002	0.001	0.048	0.025	0.004	0.004	0.003	0.126	0.005	0.001	0.005	0.331	0.121	0.001	0.001	0.063	0.005	0.01	0.012	0.015	0.002	0.042	0.043	0.012	0.013	0.025	0.018	0.009
t147	0.188	0.027	0.011	0.021	0.022	0.028	0.022	0.007	0.01	0.09	0.036	0.002	0.061	0.036	0.02	0.007	0.002	0.044	0.022	0.007	0.094	0.04	0.008	0.005	0.051	0.017	0.021	0.082	0.012	0.008
t81	0.025	0.002	0	0	0.07	0.027	0.001	0.002	0.001	0.106	0.002	0.001	0.003	0.41	0.058	0	0.001	0.076	0.004	0.01	0.007	0.014	0.001	0.083	0.029	0.024	0.018	0.014	0.005	0.004
t114	0.062	0.01	0.001	0.003	0.035	0.029	0.003	0.01	0.003	0.101	0.014	0.001	0.008	0.382	0.027	0.001	0.001	0.069	0.009	0.013	0.046	0.035	0.003	0.014	0.051	0.008	0.019	0.032	0.008	0.002
t4	0.216	0.029	0.027	0.046	0.008	0.016	0.036	0.006	0.012	0.047	0.071	0.002	0.086	0.015	0.008	0.015	0.002	0.021	0.023	0.003	0.092	0.029	0.014	0.001	0.042	0.017	0.009	0.082	0.009	0.014
t28	0.035	0.004	0.003	0	0.082	0.033	0.002	0.002	0.002	0.167	0.001	0.001	0.004	0.081	0.125	0.003	0.002	0.072	0.006	0.007	0.013	0.017	0.002	0.208	0.047	0.019	0.023	0.025	0.014	0.002
t89	0.19	0.024	0.021	0.013	0.021	0.028	0.025	0.002	0.011	0.078	0.044	0.002	0.108	0.024	0.008	0.007	0.002	0.046	0.023	0.008	0.07	0.035	0.007	0.003	0.04	0.025	0.026	0.077	0.02	0.011
t123	0.161	0.023	0.005	0.027	0.014	0.022	0.016	0.016	0.007	0.061	0.107	0.002	0.036	0.116	0.011	0.004	0.001	0.041	0.019	0.009	0.103	0.039	0.009	0.002	0.054	0.008	0.012	0.062	0.009	0.006
t61	0.165	0.028	0.003	0.019	0.018	0.026	0.015	0.007	0.006	0.091	0.047	0.002	0.054	0.111	0.008	0.005	0.002	0.033	0.016	0.008	0.112	0.047	0.007	0.004	0.045	0.01	0.021	0.071	0.015	0.005
t186	0.18	0.017	0.013	0.008	0.026	0.023	0.039	0.003	0.01	0.15	0.01	0.002	0.061	0.042	0.069	0.007	0.003	0.024	0.012	0.005	0.038	0.02	0.003	0.013	0.037	0.016	0.015	0.08	0.031	0.04
t161	0.066	0.007	0.001	0.004	0.034	0.026	0.005	0.009	0.005	0.081	0.022	0.001	0.009	0.399	0.038	0.001	0.001	0.095	0.009	0.013	0.029	0.025	0.003	0.008	0.046	0.012	0.012	0.029	0.005	0.006
t158	0.203	0.031	0.033	0.03	0.01	0.02	0.024	0.008	0.017	0.053	0.046	0.002	0.056	0.037	0.014	0.005	0.002	0.047	0.016	0.01	0.124	0.035	0.008	0.001	0.047	0.007	0.012	0.074	0.023	0.007
t5	0.126	0.021	0.001	0.024	0.019	0.024	0.011	0.02	0.006	0.086	0.061	0.002	0.039	0.201	0.009	0.003	0.001	0.037	0.017	0.008	0.101	0.045	0.006	0.003	0.043	0.007	0.014	0.057	0.003	0.004
t124	0.111	0.013	0.002	0.007	0.035	0.031	0.01	0.007	0.006	0.122	0.019	0.002	0.026	0.232	0.038	0.002	0.002	0.06	0.012	0.011	0.042	0.032	0.004	0.013	0.048	0.021	0.02	0.051	0.011	0.012
t59	0.151	0.021	0.006	0.013	0.024	0.03	0.013	0.006	0.01	0.089	0.033	0.002	0.045	0.124	0.016	0.003	0.001	0.076	0.016	0.013	0.085	0.043	0.006	0.003	0.052	0.014	0.021	0.063	0.014	0.006
t200	0.166	0.021	0.01	0.013	0.03	0.03	0.022	0.007	0.014	0.121	0.019	0.002	0.05	0.043	0.036	0.007	0.002	0.063	0.021	0.009	0.083	0.036	0.006	0.006	0.054	0.013	0.02	0.078	0.01	0.007
t193	0.197	0.026	0.009	0.028	0.017	0.023	0.027	0.008	0.016	0.08	0.054	0.002	0.069	0.045	0.018	0.005	0.002	0.041	0.021	0.008	0.096	0.035	0.007	0.002	0.043	0.01	0.016	0.077	0.011	0.009
t10	0.134	0.016	0.009	0.006	0.042	0.036	0.014	0.004	0.01	0.151	0.011	0.002	0.041	0.056	0.037	0.01	0.003	0.066	0.019	0.007	0.051	0.035	0.006	0.022	0.059	0.034	0.027	0.07	0.013	0.009
t74	0.18	0.022	0.011	0.019	0.024	0.028	0.022	0.008	0.012	0.097	0.029	0.002	0.049	0.067	0.037	0.005	0.002	0.047	0.018	0.007	0.066	0.034	0.007	0.006	0.053	0.023	0.016	0.077	0.013	0.019
t44	0.103	0.013	0.007	0.003	0.037	0.036	0.006	0.003	0.004	0.101	0.018	0.002	0.016	0.199	0.024	0.002	0.002	0.103	0.01	0.018	0.049	0.036	0.004	0.01	0.061	0.014	0.027	0.044	0.042	0.004
t71	0.101	0.015	0.003	0.004	0.047	0.039	0.006	0.005	0.005	0.129	0.012	0.002	0.019	0.172	0.04	0.002	0.002	0.079	0.011	0.014	0.05	0.04	0.004	0.022	0.053	0.018	0.031	0.05	0.02	0.005
t130	0.025	0.003	0	0.001	0.044	0.023	0.001	0.004	0.001	0.096	0.002	0.001	0.002	0.489	0.053	0.001	0.001	0.071	0.004	0.007	0.013	0.018	0.001	0.058	0.039	0.01	0.012	0.015	0.004	0.001
t62	0.198	0.027	0.12	0.037	0.004	0.009	0.046	0.002	0.023	0.026	0.05	0.001	0.145	0.003	0.002	0.018	0.001	0.016	0.02	0.003	0.098	0.019	0.01	0	0.024	0.006	0.007	0.068	0.012	0.006
t2	0.125	0.016	0.003	0.008	0.037	0.034	0.011	0.007	0.006	0.129	0.023	0.002	0.027	0.169	0.033	0.003	0.002	0.056	0.014	0.01	0.056	0.037	0.005	0.015	0.055	0.017	0.022	0.058	0.013	0.008
t73	0.186	0.023	0.004	0.024	0.018	0.024	0.022	0.007	0.007	0.081	0.076	0.002	0.061	0.095	0.013	0.004	0.002	0.027	0.017	0.006	0.065	0.035	0.008	0.005	0.044	0.021	0.016	0.072	0.013	0.02
t137	0.113	0.014	0.002	0.008	0.038	0.033	0.01	0.008	0.006	0.111	0.023	0.002	0.028	0.214	0.037	0.002	0.001	0.069	0.014	0.011	0.044	0.034	0.004	0.011	0.049	0.025	0.02	0.052	0.007	0.013
t154	0.175	0.032	0.003	0.071	0.006	0.015	0.017	0.014	0.009	0.035	0.15	0.001	0.058	0.064	0.004	0.002	0.001	0.021	0.015	0.006	0.136	0.038	0.008	0	0.031	0.005	0.01	0.059	0.007	0.006
t180	0.15	0.021	0.011	0.01	0.032	0.037	0.01	0.004	0.007	0.086	0.03	0.002	0.033	0.093	0.027	0.002	0.002	0.081	0.015	0.015	0.065	0.043	0.006	0.008	0.055	0.026	0.031	0.062	0.03	0.008
t131	0.044	0.004	0.002	0.001	0.072	0.031	0.003	0.002	0.003	0.164	0.001	0.001	0.006	0.144	0.152	0.002	0.002	0.083	0.006	0.008	0.012	0.016	0.002	0.108	0.044	0.023	0.019	0.027	0.011	0.006
t120	0.149	0.019	0.012	0.009	0.033	0.034	0.015	0.005	0.01	0.127	0.019	0.002	0.043	0.056	0.025	0.01	0.003	0.064	0.021	0.008	0.07	0.039	0.008	0.012	0.063	0.024	0.025	0.073	0.015	0.006
t70	0.216	0.03	0.034	0.06	0.006	0.013	0.037	0.014	0.016	0.04	0.083	0.001	0.057	0.021	0.011	0.009	0.002	0.02	0.018	0.004	0.119	0.026	0.012	0	0.042	0.004	0.006	0.075	0.012	0.01
t69	0.212	0.029	0.069	0.04	0.004	0.01	0.051	0.005	0.012	0.04	0.063	0.002	0.097	0.005	0.004	0.039	0.002	0.008	0.02	0.002	0.099	0.02	0.014	0.001	0.031	0.005	0.007	0.081	0.02	0.009
t45	0.216	0.038	0.03	0.054	0.005	0.012	0.032	0.004	0.009	0.036	0.064	0.002	0.115	0.008	0.003	0.02	0.002	0.011	0.018	0.002	0.128	0.03	0.013	0.001	0.029	0.009	0.01	0.081	0.014	0.007
t169	0.221	0.034	0.047	0.055	0.004	0.01	0.039	0.004	0.009	0.029	0.097	0.001	0.107	0.008	0.003	0.015	0.002	0.009	0.016	0.002	0.109	0.023	0.013	0	0.027	0.006	0.007	0.074	0.02	0.009
t13	0.218	0.029	0.021	0.032	0.011	0.018	0.038	0.006	0.013	0.069	0.051	0.002	0.098	0.017	0.01	0.014	0.002	0.019	0.022	0.004	0.091	0.029	0.009	0.002	0.038	0.011	0.013	0.086	0.015	0.012
t66	0.185	0.023	0.013	0.015	0.022	0.027	0.026	0.003	0.012	0.086	0.039	0.002	0.106	0.03	0.009	0.008	0.002	0.046	0.024	0.007	0.066	0.035	0.008	0.004	0.043	0.034	0.022	0.078	0.011	0.014
t60	0.065	0.007	0.001	0.004	0.021	0.017	0.005	0.012	0.003	0.084	0.01	0.001	0.007	0.497	0.057	0.001	0.001	0.044	0.005	0.008	0.027	0.019	0.002	0.007	0.039	0.006	0.007	0.028	0.007	0.008
t174	0.16	0.02	0.006	0.015	0.021	0.025	0.018	0.011	0.011	0.1	0.026	0.002	0.035	0.141	0.034	0.003	0.002	0.06	0.014	0.011	0.081	0.034	0.005	0.003	0.053	0.008	0.013	0.065	0.014	0.009
t49	0.193	0.031	0.008	0.031	0.008	0.017	0.026	0.006	0.008	0.054	0.083	0.002	0.09	0.027	0.003	0.013	0.001	0.022	0.022	0.005	0.154	0.038	0.011	0.001	0.038	0.005	0.013	0.075	0.01	0.003
t111	0.157	0.024	0.002	0.027	0.013	0.021	0.015	0.013	0.005	0.059	0.101	0.002	0.044	0.147	0.007	0.003	0.001	0.037	0.016	0.009	0.115	0.042	0.008	0.001	0.043	0.006	0.013	0.058	0.007	0.004
t78	0.002	0	0	0	0.031	0.008	0	0.001	0	0.045	0	0	0	0.556	0.022	0	0	0.016	0	0.002	0.001	0.004	0	0.288	0.009	0.005	0.005	0.002	0.001	0
t198	0.004	0	0	0	0.035	0.009	0	0.001	0	0.049	0	0	0	0.584	0.052	0	0	0.026	0.001	0.003	0.001	0.004	0	0.199	0.012	0.007	0.005	0.003	0.001	0.001
